"Gene_Symbol","Yonoki2006"
"ABHD11","1.01794736812155"
"CAPN13","0.985421253452739"
"SIGLEC10","1.02209335262858"
"WFIKKN1","1.05075231364805"
"SENP1","0.965957284996075"
"KLF14","1.00311833633878"
"NXNL2","1.00739116199682"
"TMX3","0.979617540010524"
"SLC26A7","1.0115938155438"
"SNX18","1.0213995572022"
"FBXO39","1.10445708246056"
"B3GNT6","1.03755121272513"
"ZNF619","0.930925018130892"
"GARIN2","1.07161718509317"
"BCL2L14","1.01715165921455"
"HS6ST3","0.987941503296329"
"SLC26A1","1.24127935407905"
"CLDN15","1.08559959080456"
"RAB42P1","0.955140765236758"
"PTCHD1","1.05013074276701"
"ZSCAN4","1.10376371113138"
"VWA5B1","1.06468859357997"
"LINC00311","1.14911314419245"
"HTR6","0.958927285435604"
"MAGEB6","1.0892026053894"
"ELOA3DP","1.06015884124219"
"RUSC1-AS1","0.949556332085648"
"CACNG6","1.01713436217581"
"LMNTD1","0.95309573521679"
"CIRBP-AS1","0.98700808506735"
"LINC00334","1.00577169753178"
"ATOH7","0.981890547785823"
"CRYZL2P-SEC16B","0.98334614332297"
"AMER1","0.926039112488831"
"NKX6-3","1.04430718733729"
"TBATA","1.06386275484849"
"EXOC3L2","1.04085514489535"
"KCNG3","1.00349601264901"
"B4GALNT2","1.16001805797775"
"FMR1NB","1.02062047741309"
"GCSAML","1.01739303214906"
"SIGLEC11","1.16696605039082"
"IL23R","1.07608889918686"
"MAGEB18","1.00609800499451"
"CD276","1.04827734825153"
"IFNL2","0.947788439502687"
"IFNL1","1.08388873282535"
"C4orf36","1.05574540887668"
"FIGNL1","0.805302921815128"
"PITPNM2","1.01312922304918"
"PCDH10","0.983806822731559"
"GRK7","1.0622906512318"
"MMEL1","1.03193001692898"
"NLRP6","1.03831373582922"
"RTL3","1.0213103409244"
"ATRIP","0.947819547147446"
"ZIC5","1.00192439714035"
"TEDDM1","1.0271115283066"
"TRIM67-AS1","1.05583179317903"
"PANX2","1.05334843640372"
"ZNF114","0.878960635306757"
"CCDC27","1.03363069837039"
"CFAP161","0.968420972543765"
"LINC02899","1.00567515560758"
"LINC00208","1.05014503892602"
"LRRC15","1.00715039758821"
"CFAP46","0.997057427367278"
"CBLL2","1.07114463366218"
"SGCZ","1.07560411882145"
"LINC02551","0.856694660610683"
"WNT9B","1.09889812734587"
"LINC00471","0.961818617416998"
"HAS3","0.991426818737018"
"FGF4","1.03578679688162"
"C11orf65","1.01697404558089"
"GARIN5B","1.0242872279817"
"OR5P2","1.17963741276029"
"DYDC1","1.07649391258694"
"IL27","1.03647667087008"
"IQCF1","1.01550867320433"
"DEFB125","0.948169335643768"
"WFDC10B","1.0042279280722"
"DEFB105B","0.973330787135065"
"PKHD1","1.0181571101542"
"PKD1L1","1.02553898697144"
"ADGRG4","1.05180184611467"
"TENM1","0.987628509947899"
"REXO1L1P","1.05406214205679"
"TAF1L","1.04103333056673"
"RECQL4","0.948566952855578"
"ADGRF3","1.03320265077368"
"TMC2","1.0137231629663"
"SMCR5","1.05625713867969"
"ZIM3","1.08153089911095"
"DAOA-AS1","1.10416802579163"
"KLHL4","1.00891984116106"
"SUOX","0.982728725267653"
"ADGRF4","0.993784492733131"
"SYTL5","1.07991539705945"
"ADGRF2","0.889112621235618"
"ASB10","1.05375923453182"
"CD300LF","1.10294961025455"
"WNT9A","0.991556126890861"
"GAL3ST2","1.02374579924667"
"ODF3","1.03759845338304"
"WFDC13","1.05219393968764"
"SLFN5","1.23472383597178"
"SERPINB12","1.0282489225194"
"GIPC3","1.05720572255348"
"PGLYRP3","1.08251887083926"
"PSKH2","1.00595444526636"
"OR6W1P","1.01572043438658"
"MOGAT1","0.993606010379937"
"GPR78","1.04004537063241"
"H1-8","1.02318096038009"
"TAAR9","1.07557872376671"
"GNRHR2P1","0.986272161434153"
"ASB11","1.08907975427518"
"SDR9C7","1.08352903460543"
"OR5P3","1.00787373191176"
"TRIM40","1.13231807497927"
"CSN1S2AP","1.05327640587357"
"WFDC12","1.01972049740102"
"CRYGN","1.13259562334695"
"STARD6","1.05474460559947"
"C11orf40","1.10989853199573"
"ZBTB7C-AS2","1.03467696233168"
"TAC4","1.02100913743245"
"BCL2L11","1.00190817703073"
"TIGD1","0.973113665836349"
"CCDC69","1.03634587698255"
"DDX46","0.995885856483976"
"KBTBD6","0.868102360632425"
"CDK8","0.977678281780154"
"STK38","0.977260062375514"
"WDR62","0.946921017142299"
"SLC39A12","1.07087034363038"
"RNF168","0.937018695987091"
"TC2N","1.14478174312568"
"C9orf72","0.997992528096469"
"ANKLE1","1.02441164274986"
"PLXNA3","1.12648905036269"
"LACC1","0.993386818219243"
"TEX55","0.979065263999944"
"RANBP3L","0.987877954140631"
"SNX13","0.878185263928411"
"KDM1B","0.982893951932403"
"ATP6V0D2","1.01115235261488"
"RNU6-646P","0.943910651224608"
"DNAH11","1.01553143980044"
"PROSER3","0.891407597456622"
"LRRN4","0.979791705798736"
"ZNF777","0.995373665579407"
"SH2D1B","1.06263097895823"
"SSTR3","1.00567665175872"
"ADAMTS19","1.00147660305782"
"UMODL1","1.0841952800316"
"PARD3B","1.01764648600522"
"ZNF441","0.760304949817954"
"NEGR1","1.07670130635782"
"FCRL3","1.01464552876639"
"DCAF4L2","1.00381818672782"
"CRMA","1.08509351951565"
"ANKFN1","1.17836329287066"
"KRT78","1.09293862991897"
"CCDC7","1.08676818922603"
"ZNF41","0.811907099789374"
"OXER1","1.0463735872357"
"LUZP1","0.985133127931422"
"LINC00052","1.06951540994284"
"CCDC89","1.11380807650418"
"ZNF572","0.753820924371688"
"RMDN2","1.01723505476988"
"PCDHAC1","0.981679467079041"
"HIPK4","1.02332527799582"
"POMK","1.15675998412521"
"SMC1B","1.09734190289927"
"ASB16","1.01478669976819"
"MAGEE2","1.03070384078184"
"ERVV-1","1.0300728725655"
"GAL3ST3","1.07209834346489"
"FLJ30679","1.01507501385455"
"UTS2R","1.02843838920896"
"USH1G","1.04285472301851"
"SYN1","1.00967244494366"
"SLC23A3","0.986124877473123"
"CNOT6LP1","1.01452922718052"
"DIP2B","0.915649312995923"
"ZNF560","1.00867992687175"
"RTTN","0.900295230011185"
"PUS10","0.993171356681849"
"PLCXD2","1.07768240995657"
"UMODL1-AS1","1.01814157433204"
"NYAP1","1.09884633559864"
"RSKR","0.987265643632096"
"MRGPRX3","0.975305746892203"
"ADGRG7","1.09435851464318"
"CSF3R","1.02305221356599"
"CD300LD-AS1","1.07574722731916"
"LINC02910","1.28894494200081"
"SLC5A3","1.00266370593547"
"KIF19","1.04211881413899"
"SLFNL1","0.911157302004281"
"GPR82","0.911553376563232"
"RIBC1","1.0936852170546"
"OXGR1","1.0396386091489"
"CDC14C","1.04192301584559"
"SULT1C4","1.0601050946806"
"TEAD1","0.999316916771161"
"POU5F2","1.04868507121895"
"RXFP2","1.02975764154463"
"SLC18A2","1.11247487745865"
"SSMEM1","1.16519657010317"
"MAB21L3","1.55778905991092"
"BASP1-AS1","1.0224883061033"
"SDE2","0.948713701767997"
"SLC35G6","1.04531143022701"
"UROC1","1.08328396001659"
"PCDH15","0.965612051111822"
"KCNA6","0.940993332782892"
"NFX1","0.762529864543976"
"LINC01600","1.06827057251585"
"PNPLA1","1.06116745103577"
"DEPDC4","1.11810706570105"
"ANKRD23","1.00649654415665"
"COX6B2","1.13407795375418"
"NIBAN3","1.096732906323"
"EPHA10","0.987848067422982"
"WDR64","1.0299952683549"
"AXDND1","1.01623397234833"
"HEATR9","1.00434407213392"
"PARP15","1.05310322767054"
"LINC01101","1.09034096263876"
"CALHM4","1.10416078625476"
"ATG9B","1.06550758472482"
"CXorf58","1.04522792829155"
"HILPDA-AS1","0.83798250664768"
"TFAP2B","1.17044616775793"
"CD200R1","1.00247660617537"
"CCDC13","0.922013627574809"
"LINC02210","1.00546853953675"
"MRGPRX1","1.00953631963578"
"ADAMTS20","1.00051858313537"
"ABCC12","1.13125782136556"
"AGBL4","1.10747656861834"
"LCAL1","0.885301106497827"
"SLC17A8","1.10124608295822"
"LINC02873","1.0434952243266"
"CNTNAP5","1.01510564953286"
"SATB2-AS1","1.02164315648985"
"RBFOX1","1.01744054047108"
"SLFN13","0.791803516519625"
"CFAP57","0.941507884779896"
"C5orf64","1.06435736044871"
"ADAMTS15","1.07098438040571"
"LY86-AS1","0.916465676471987"
"EDARADD","0.953180444708291"
"C18orf15","1.02842950197461"
"MUC19","1.05127439035119"
"NDUFV1-DT","1.06085003405286"
"CNTNAP4","1.02293068563504"
"FER1L6-AS1","1.05284060811456"
"C1orf127","1.02828906939473"
"CCDC162P","1.0467275697863"
"LINC02880","1.04691076047999"
"LINC00304","1.2172783536119"
"TERB1","0.969918757253653"
"MYO1H","1.01409371989469"
"ASB14","0.973242729873913"
"RPTN","0.93077738019077"
"FEZ1","1.12873099286054"
"LINC00269","1.09474349133379"
"CCDC150","1.00056902699267"
"STPG4","1.02655856037399"
"FAM9B","0.953660547924357"
"FLJ40288","1.09540954499932"
"CES5A","1.13185714698641"
"DCAF8L2","1.00282480169071"
"SLC35G3","1.03567607053165"
"LINC01931","1.02181740692203"
"KIRREL3-AS3","1.04919092150393"
"TMEM145","1.04458461451571"
"C15orf32","0.999923345868191"
"TSGA10IP","1.04130731014368"
"LINC00477","1.01033244227843"
"CCDC140","0.974380327460248"
"C17orf78","0.991472674053136"
"TEKT5","1.06636075890928"
"TDH","1.02133635319679"
"LINC00615","0.963560743869021"
"SERPINA9","1.02096036368585"
"MRGPRX4","0.992550573254975"
"CPO","1.08237418317782"
"GPR6","1.00556337434466"
"MDS2","0.981202012240222"
"HOXC12","1.01066000398672"
"VNN3P","1.13851309938786"
"FERD3L","1.06047822844953"
"DEFT1P2","1.15138421676644"
"LINC00314","1.09076842503466"
"DEFB104B","1.00660973873968"
"NLRP14","0.993384562316435"
"DGKB","1.12397896357996"
"NLRP13","1.07462159358017"
"NLRP8","1.0161306390711"
"NLRP9","1.10644664414725"
"TAF5","0.902571053118081"
"TAS1R2","1.13580785355378"
"NLRP10","0.979933880081664"
"MT-CO1","0.986919233490564"
"KRT74","1.03010227865981"
"SLC29A2","1.01214493492755"
"LMX1A","1.1383415996173"
"GPR101","1.07599481069023"
"VN1R2","1.04703785733117"
"VN1R5","0.931725423234341"
"MT-ND1","1.00358369820679"
"TAAR8","1.04484130244536"
"TAS2R39","0.959152994003561"
"TAS2R38","1.05961412952342"
"TAS2R40","1.02137922313645"
"TAS2R41","1.03453976023862"
"TMEM171","1.00625807986925"
"VN1R6P","1.09629324718323"
"TAS2R50","1.07638920506492"
"MT-TD","0.972182345543562"
"H1-6","1.13131545209133"
"CYGB","1.05909012793155"
"IFNE","0.684880481229771"
"MT-ND6","0.918480537455516"
"FBXL19-AS1","1.042151666999"
"MT-ATP6","0.997579244086767"
"TAL2","1.003713579579"
"INSL3","1.01696099044162"
"SYCP3","1.02871013302951"
"TMIE","1.24245123690436"
"MUCL1","0.987213998947071"
"ABCA13","0.875228783411946"
"LINC00189","1.19095668075314"
"KLHL35","1.06825931053291"
"ZNF354B","0.841538189121168"
"LINC01198","1.06685075232744"
"TRIM43CP","1.18025326285202"
"TRIM42","1.0800459645455"
"FSIP1","0.948158779795962"
"FAM98B","1.00449932649036"
"CABCOCO1","0.99656005303422"
"SLC9B1P1","1.15552892589226"
"WEE2-AS1","1.04398809643703"
"DYNLT5","1.04673345755977"
"XKR6","1.0505035494602"
"TSGA13","0.917672446955301"
"C9orf163","1.04734864505219"
"HDX","1.01708376746865"
"CDYL2","1.01912868803176"
"C18orf54","0.806282275966797"
"SYT14","0.900494037955069"
"TECTB","1.02655081244702"
"VWA3A","1.05267583725047"
"LINC00896","1.10113750242202"
"HUS1B","0.924473881702848"
"NPB","1.01828283768368"
"CCDC34","0.997376275162733"
"LRCH3","1.01348665772536"
"LRRIQ3","1.06349247331752"
"KLC4","0.957186215666345"
"ITGB1P1","1.00043608684789"
"FBXL14","1.1213285407943"
"PPIL6","1.00014390343447"
"METTL6","1.01764546045659"
"SGO1","0.88877022137007"
"NLRX1","1.08139572219265"
"HTRA4","0.97417588642411"
"LINC00525","0.960799233948717"
"PRPF38A","0.980210475235344"
"FAM218A","1.15889785428266"
"KCTD7","1.0212492945067"
"AMER2","1.00175166490094"
"RNF152","1.05330688800489"
"LRRC43","0.985545830220953"
"IRAK2","1.00576027504466"
"ICMT-DT","1.01592263511059"
"OTOGL","1.17276037100885"
"SPATA25","1.0232739417465"
"GLIS3-AS1","1.14390083998168"
"MCM9","0.983258643782151"
"PRR14L","0.985569346504717"
"KLHL32","0.939115022727897"
"SLAMF9","1.1228145610407"
"GOLGA4-AS1","0.954124835861742"
"UBE2U","1.00266135311791"
"METTL27","1.04769022225381"
"LINC00638","1.02502103731133"
"ZC3HAV1L","1.04984410500882"
"KCNJ5-AS1","0.99863967202855"
"KIAA1109","1.00012284840678"
"STOML3","1.08818469838557"
"SILC1","1.02300072169976"
"FBXL13","1.01254600946912"
"FAM227B","1.11361012585795"
"SPATA32","1.01770671185538"
"C3orf49","1.02195606819856"
"NKX2-3","0.981864791365715"
"TMEM252","1.01656762675578"
"FAM222A-AS1","1.02160206082368"
"TCEANC","0.917358296660101"
"RTP1","1.0170456720416"
"PRR35","1.0277719096801"
"CYP1B1-AS1","1.02517074844736"
"LINC00315","0.966364805869194"
"COL6A5","1.06811626758006"
"PGAM5","1.05926883811783"
"C4orf45","1.05807237056104"
"CCDC149","0.99802373997887"
"BEND2","0.98295898108805"
"C10orf67","1.04657047274792"
"CBY2","0.982580333865797"
"CCDC26","0.959083220802205"
"SPIC","1.04293323287652"
"IGSF22","1.04697286164615"
"ZBTB3","0.863422888520326"
"DCST1","1.04670479940762"
"WDFY4","1.06982821340802"
"GPR26","1.01759381451883"
"CSNK1G2-AS1","1.05201097607424"
"KLHL34","1.05250136865005"
"ZSCAN10","0.973060813364826"
"SAMD3","1.05263165042432"
"GOT1L1","1.0075057476679"
"LINC02870","1.10071411242384"
"RBM48","1.02265753498167"
"LINC00504","1.09744344811469"
"ZNF99","1.01594276096684"
"CFAP65","0.982916138669813"
"SIGLECL1","1.08245140958167"
"LDHAL6A","1.0579300057499"
"MRGPRX2","1.08486506330624"
"KLF17","1.09857845088106"
"CCDC105","1.10047246703975"
"C11orf42","1.05491540451774"
"ZNF486","1.06293353271671"
"EXD1","0.989345668032669"
"NBPF4","1.08446329349035"
"ZNF663P","1.07578739040787"
"LINC00955","1.04902242944093"
"LINC01517","1.00557758872042"
"LINC00479","1.01644746136387"
"LINC02907","1.04015555357715"
"SHOC1","1.04968709296427"
"SLC22A24","0.988714387694194"
"FMO9P","1.08803849949052"
"C7orf33","1.03093932858743"
"ACER1","1.03948687142885"
"OSTCP1","1.08070847818859"
"LINC00305","1.05910185064783"
"BFSP2-AS1","1.071085302195"
"MIA2","1.01989215362251"
"GPHB5","1.06188397874551"
"DCD","1.07791496259613"
"ZDHHC19","1.0127151397904"
"ALG14","0.976155138909378"
"TMEM237","0.983031440002337"
"ZNF564","0.792016560536836"
"B3GALT6","1.01953499501307"
"SNX21","1.10030639366028"
"RHOB","1.17422575657535"
"SPINK6","1.16092025391727"
"ZNF121","0.898386111496253"
"RAB7B","0.856785704193048"
"BRICD5","1.02558536810283"
"NBR2","1.15993545191838"
"DMRTC1B","1.00042971544635"
"TRIM37","1.07416041360033"
"ZNF483","0.833469437178926"
"RSPO2","1.18350414208383"
"CHD2","1.13481930786579"
"GPNMB","1.08441202912013"
"ZNF12","0.978031887694846"
"SLC4A4","0.982586096143372"
"ARSB","0.980305568154627"
"DGLUCY","1.02095595023578"
"TMEM239","1.11372522692956"
"MRAP","1.06007625255493"
"ZNF24","1.10969900990886"
"TXNDC9","0.916103721331561"
"ASH1L-AS1","0.911603672362433"
"C8orf76","0.915276196108128"
"KICS2","0.775707706339348"
"EPHA8","1.06642220932964"
"TLCD5","1.10178737632048"
"GALNT18","0.980027563862989"
"DDX51","0.985394732667653"
"TIRAP","1.0150713467386"
"SNAPC5","0.989898035272556"
"ENTPD5","0.990815967093133"
"MIR31HG","1.09057207153799"
"TMTC4","1.095680573897"
"TMEM185A","1.03727550292564"
"NBEAL1","1.01742162575876"
"CDCP1","1.01354097782767"
"ULK2","1.14309962231491"
"CCDC60","1.09609570189862"
"NLGN4Y","1.11680437934931"
"ADIG","1.05082146611915"
"DNAI4","0.999580372152095"
"SUGT1P3","0.986421049886162"
"PPP1R21","1.05694301614271"
"OGDH","0.989198878392511"
"GDAP2","1.00994311437063"
"WFDC8","0.993752044607992"
"ZMYND11","1.02111050142507"
"ZNF446","1.01149217561628"
"TWIST2","1.01987447754144"
"GOLGA7","1.01906421229048"
"MBLAC1","0.99840447317202"
"ZMYM3","0.999819060580363"
"CD300LB","1.00702692991065"
"C3orf33","0.9337771478905"
"DMAC2L","1.01888628565691"
"SLURP2","0.997102232774087"
"TRIM74","0.999682387210822"
"POU2AF2","1.01960314661899"
"PLEKHS1","1.11604173904355"
"MANEA","0.84634022069508"
"C5orf46","1.00805829045424"
"IZUMO1","1.15510889180175"
"SH3YL1","1.01612325720014"
"PTPRO","1.07590789802629"
"CABP4","1.07473468128787"
"GRIK1-AS1","1.18262707710789"
"ZCCHC13","1.04034958079933"
"LINC01869","1.04799148219482"
"LINC02712","1.10338266123946"
"C1QTNF9","1.10499249529444"
"KATNAL2","1.02070128206415"
"PTGR3","0.888718271003781"
"ITGAL","1.35237895344601"
"COCH","0.99704097832491"
"C1orf210","1.046889787182"
"ZNF638","0.881292929758852"
"CERS3","1.12336833667319"
"PCNX2","1.09705153900034"
"DNAJC5B","1.0196483927304"
"GPSM1","1.0131300901103"
"CKAP2","0.81214983162755"
"CENPL","0.820625044962506"
"C9orf43","1.15802940671269"
"NOCT","0.909365963263373"
"HAVCR2","1.015022783898"
"TRIM4","1.05405951723227"
"FHIP2A","1.01405422274865"
"HERC3","0.924847748887879"
"NPAS4","1.08045951542146"
"SVOPL","1.05025368775717"
"LIF-AS2","1.02984706861225"
"GABRA2","1.00942355508167"
"RNF170","1.01641583484929"
"TRMT61A","0.940620644415417"
"RPS6KA5","1.01866226931645"
"DYNC2LI1","1.01108913385844"
"DOCK2","0.936745910308654"
"CANT1","1.05747267061584"
"STXBP4","1.00310609346539"
"LRRC18","1.05318650874402"
"SLCO4A1-AS1","1.05258708972502"
"DRAXIN","1.01056055842636"
"HELQ","0.791925593586577"
"GIN1","0.837651803534357"
"DENND4A","1.01714695227946"
"SIAE","1.0120737177176"
"CALHM1","1.03952364986967"
"NT5C1B","1.04973141054484"
"TP73","0.991154301182697"
"LINC00656","1.01771692991081"
"TRAM2","1.01396003930114"
"CST9","1.00613862219218"
"ACTR2","1.00603775476642"
"AZIN2","1.12877983277849"
"UEVLD","0.997736103521169"
"LYG2","0.996817489020551"
"LINC00161","1.09464952065037"
"TK1","0.961524701225281"
"RCC1L","0.982099691431808"
"NLGN2","1.02057580121108"
"SMIM11","1.01476442076473"
"ZNF146","0.862106339962716"
"REG4","1.00933475795366"
"WAPL","0.983230870131957"
"BEST1","1.17443733693845"
"ZNF85","1.01827161619068"
"JPX","1.02180345691326"
"HILPDA","0.705334359917376"
"LINS1","0.771010811132414"
"ST8SIA4","0.981979801535787"
"ANKRD13C","1.00649867155062"
"C19orf47","0.981090332550124"
"ZNF808","0.923317770926214"
"HEATR3","0.933261207593296"
"ARMC10","0.948319569305831"
"TMEM37","1.02072699882572"
"GFOD1","0.860928747187032"
"ATF6B","1.06272410379874"
"CEP70","1.0073714271917"
"THADA","0.861387044978091"
"RGS7","1.00999427501289"
"TSC22D4","0.981560168930307"
"OSCAR","1.08232827195248"
"NAALAD2","1.21706402955833"
"PIK3AP1","0.928477243727925"
"MINDY3","1.07888067393861"
"GHITM","1.02303948869012"
"RNA5SP530","1.06364122133093"
"CD80","1.01458572768754"
"ZNF778-DT","0.984619579602197"
"OLFM3","1.08429102917811"
"VSTM2A","1.10552164218867"
"C2","1.01673254109895"
"RHOF","0.984109904906584"
"APOBEC4","1.00397891306355"
"WDR20","0.986729820950652"
"SETD6","0.982362036245303"
"ATP11B","0.998527979350232"
"GPR62","1.00699923392568"
"DYNLRB1","0.895989192218309"
"APBB1IP","1.0127750454942"
"ETV4","1.10392465206963"
"MYO18B","1.01974790432067"
"DRC3","0.99591041161476"
"TTC30B","0.621027127155382"
"LENG9","1.06569073516513"
"PCAT4","1.00147081223322"
"ARHGAP27","1.1650709810873"
"CEP120","1.26775439151762"
"LIPT2-AS1","0.983164319388992"
"ANKMY1","1.10082787089381"
"PTBP2","0.939452135842926"
"MBLAC2","0.874066273465338"
"DGKE","0.899611392570679"
"SIRPB1","0.947689177068122"
"ASCC1","1.05904394677221"
"ZNF57","1.00464379297366"
"CBFA2T2","1.01349877134291"
"OSBPL1A","1.09572116156903"
"DUOXA1","1.04494060626899"
"RPRML","1.05550930148483"
"ZNF594-DT","1.05582385360684"
"FAM151A","0.889673050768378"
"GGA1","0.88500076732252"
"TTC26","1.11337860248789"
"HNRNPDL","0.980109118077737"
"KCNS2","1.02286970815334"
"CCDC187","1.02555212542819"
"STAU2","0.993482420378105"
"NLGN4X","1.0586846417673"
"TACC1","1.00671433723528"
"SLC23A2","1.01816552759233"
"ADAMTS9","0.988846430804177"
"L3MBTL4","1.0658309153768"
"OR2L13","0.976222266796227"
"SPATA6L","0.981858785592894"
"CALHM3","1.1159655371841"
"GLYATL2","0.985487629790534"
"TRPM3","1.00924349886859"
"RABGAP1L","1.00222210251427"
"LINC02363","1.0776470096326"
"ARHGAP29","0.995628546193118"
"FGF7P2","1.0767214532859"
"CARD16","0.992838385582063"
"CLCNKB","1.07957213241217"
"INPP5A","1.06774222754731"
"SRCIN1","0.982509611540278"
"DNAAF5","0.993243023362065"
"UBE2DNL","1.09171094724452"
"MAD2L1P1","0.914464148371512"
"ZNF785","0.909268568912437"
"EFCAB13","0.980482670454946"
"ZFP42","1.02317636355633"
"PHLDB2","0.88928860561842"
"KLHL30-AS1","1.048064526282"
"MIR6738","1.06881412200003"
"CNTN1","1.01496587234865"
"CASS4","1.04313011458346"
"STKLD1","1.00576178224384"
"SYT16","0.790574379045956"
"RAB39A","0.996096724423935"
