"Gene_Symbol","Court2017"
"POM121L8P","0.996634056489611"
"RELL2","1.03164616300946"
"DTNA","1.0199735745915"
"TSHB","1.01026307944951"
"POLD1","1.01176396042608"
"ACTR5","1.04870322951431"
"LMNTD2","0.990580065198187"
"C1D","0.990861568709975"
"GLIPR2","1.01047724670323"
"NECTIN2","0.989266602215075"
"SH3KBP1","1.01086863198606"
"SHH","1.01305857122718"
"RPP38-DT","0.988955397309335"
"ERI1","1.01245880374734"
"TMCO5A","0.993189893821184"
"ATP5MJ","0.970654187249181"
"ANK2","1.00858997201094"
"HTR7","0.990825082391899"
"RFXAP","0.997760463177066"
"TEX48","1.00164382743675"
"RPL23AP7","1.01630439014924"
"ERF","1.09925355652042"
"PAAF1","0.977178661316657"
"ZNF428","1.01152948440215"
"HIC2","1.01391729380508"
"SMIM20","0.975580213559632"
"CDC42EP2","1.04617431785239"
"TMOD2","0.998683061635251"
"PIK3AP1","0.988937039609492"
"FAM174B","0.990337106643453"
"ATP5PF","1.02015968097008"
"IL10RA","0.997311356949743"
"PCYT2","1.00955860786893"
"SLC15A1","0.989336784339286"
"LMX1B","1.00467678232837"
"ZNF736","0.991101262391265"
"GBGT1","1.02073762058345"
"CDC5L","0.999544407716241"
"RHOF","1.00441982732169"
"ORAI2","1.06582150756978"
"POGZ","1.01410293624526"
"CLDN25","0.99626908472467"
"PRRG3","0.995161841009742"
"SPATA31A1","1.01271636879419"
"TUBA3FP","1.00616755261676"
"VSTM5","0.993669224123204"
"ABCD2","0.997419906188435"
"CFAP276","0.989385758028577"
"RDH16","0.995113834858711"
"NUP160","1.02677691148865"
"PRDM2","0.990849717338068"
"H2BC13","1.00011694894231"
"CABLES1","0.947133593732381"
"CSN1S1","0.997540849938583"
"PLAC8","1.00029722308855"
"COL4A1","1.01208450672146"
"PCDHGA12","1.01093525819124"
"HSD3B7","0.995583933163594"
"SOX3","1.00921210849977"
"OR10Q1","0.993254572388827"
"SLC30A4","1.01087607302716"
"CNBD2","0.999433570970126"
"ECH1","0.999409018235719"
"PER1","1.01841934110434"
"CSTF2","0.983967659834727"
"SH3D19","1.00202362797751"
"ECD","0.986324784193826"
"MSH4","0.984566524496624"
"DPRX","1.01370473512264"
"SNCG","0.997128097808973"
"AAMP","1.01200740241863"
"CLEC10A","1.00204902627144"
"TPM4","1.00554541703486"
"PMS2P1","1.00222183420909"
"PCSK7","1.01372929766846"
"SLC22A17","1.01139449681386"
"EFEMP2","0.99476912610492"
"RBIS","0.990319350473696"
"ZWINT","0.976284528882174"
"ATP1B4","0.99388711991435"
"PITPNM1","1.04166028536395"
"C3orf22","1.01177062233844"
"H1-5","1.0040517267453"
"GPRIN1","1.06668504894015"
"GPR26","1.00737143623899"
"LCE2A","1.00853680378312"
"APP","0.956437985760681"
"PFKFB4","0.943649892909037"
"MC1R","0.972226125735404"
"RECQL5","0.977531719620381"
"DUS1L","1.03471064984054"
"FUT3","1.00307787153648"
"TAF12","1.01433497626347"
"ATP8B3","0.980223856752729"
"FAM171B","1.00139563286265"
"KIF3A","1.00771734139269"
"SULT6B1","1.00439492274098"
"CCR5","0.998912569223149"
"NKIRAS2","0.978356955359639"
"RAX2","0.991490710797154"
"BTBD18","0.993612174334292"
"SLC35A3","0.983402813157169"
"HNRNPDL","0.978149528416082"
"PSORS1C2","1.00061853951113"
"IL11RA","0.997733689180773"
"CCSER1","0.988564225510756"
"SULT1C3","0.997458547507415"
"HES4","1.11152296548584"
"CCDC125","0.985321262051747"
"S100A1","1.01675213721068"
"GLUL","0.987663609848407"
"IGSF6","0.999412932230761"
"SEMA3B","0.962316817375732"
"S1PR1","0.961968732381511"
"SIKE1","1.0020406533616"
"TEX10","0.978501930047026"
"TEDC1","1.08769879469822"
"LINC00892","0.984608772550363"
"TRIM40","1.00798665364262"
"ATP5F1D","0.99439983148582"
"TLK2","1.0020939567598"
"TXNDC2","1.01547308123019"
"KCTD9","1.04694022154041"
"PIGO","0.984726890458863"
"UBL7","0.993612653075077"
"GPR63","1.05979528662915"
"CUL3","0.972565557026326"
"DTX4","1.01941493504082"
"IL9","1.00157137845384"
"CORO1B","1.01088680541742"
"TIMM9","1.02944550341049"
"FZD2","1.03637722060466"
"UAP1L1","1.071556556594"
"ZFAND2B","0.991212336901433"
"ITGBL1","1.00684899116732"
"ERBB4","0.997707377167683"
"OXCT2","0.977676547116522"
"CST11","0.997708066670754"
"SOX10","0.994041453492637"
"MYCN","0.99669724192681"
"NRSN1","1.01261347160279"
"CCL24","1.00164292078995"
"DNAI3","1.01880835269872"
"MLC1","1.02137838848915"
"SNHG5","1.02191124132931"
"C6orf62","0.983849265893445"
"HBBP1","0.983398015603372"
"LAMC2","0.988873001041918"
"CHFR","1.01976068044685"
"C15orf62","0.999570472461956"
"LINC00410","0.999383062819884"
"KIAA1549L","1.02694439165427"
"WHAMMP2","1.00460662483893"
"UBASH3B","1.00852732797965"
"SCMH1","1.00316510520221"
"RPL7L1","1.00131218142958"
"CACNB2","1.00147618066489"
"ATRIP","1.0567702698656"
"HSP90AA6P","0.902446373460331"
"SNORD83A","0.995421387621493"
"LINC01091","0.99383108777607"
"ITGB4","0.999604750442002"
"METTL8","1.04061405272066"
"SMC6","1.01524421668413"
"AGPAT3","0.998911939372946"
"HID1","1.00399654367166"
"TPTE2","0.998556637649085"
"ZER1","1.00451479593174"
"MKNK2","0.960951560750449"
"ATOH8","0.985213286000712"
"NUDT1","0.996056174448775"
"CX3CL1","0.979767650034279"
"LRIG2","1.05524858157914"
"EGFLAM","0.984327413020669"
"PARD6A","1.01717155083104"
"ZDHHC20","0.974105158743203"
"COX6C","1.00520685857649"
"DHFRP3","0.984693089489369"
"RGPD4","0.997942661744647"
"DNAJC5B","1.00872735060518"
"CD1C","1.0107634879259"
"DOK7","1.00630337914391"
"MPP2","1.00732576742815"
"PCDHGA3","1.00502693296029"
"SIRT6","1.00533044295518"
"ZMAT3","1.01570927810687"
"HMGB2","0.999068795789934"
"ADCY9","1.03187290178303"
"ELK1","0.99356036308447"
"PTPN23","1.04056896727552"
"HAPLN3","0.989201266743068"
"ATP1B3","0.987022655823936"
"UBE3A","0.982514632430295"
"HEYL","0.899651000761846"
"HOXB4","1.03248572233936"
"ZNF24","0.976247920730996"
"TESK2","0.981803658051393"
"ASB13","1.07517371375783"
"LINC01588","1.0016763604723"
"FCGR1A","1.00727081137912"
"KHNYN","1.05503142746983"
"ITGB2","0.99923638675422"
"RGL1","0.982605043567287"
"IL18BP","1.00113474573706"
"TRAF7","1.00114885568151"
"CCL18","1.00364315255174"
"DIP2C-AS1","0.99730672914205"
"ACSL3","0.978807659653886"
"PTF1A","1.00668935480302"
"MPHOSPH9","1.02343197524502"
"ACTN2","0.998459007922806"
"PMCH","1.00020796646219"
"OAT","0.981376320495738"
"TXN2","0.976380717227529"
"MYO1H","0.987065369289706"
"SPANXN1","1.0002452143718"
"PLAC4","0.991567848664943"
"ACRV1","1.01723471436988"
"ZP1","1.00071607902647"
"MIR924HG","1.00047847259891"
"GML","0.985655666776144"
"KDM6A","1.01717299462915"
"LRRC77P","0.997855775204455"
"ATAD1","0.978938811232455"
"TMEM120A","1.01713135427238"
"SAP25","1.00931288440126"
"ATP6V1G2","1.01742788034609"
"FAM172A","0.990158368743496"
"MED6","0.98787412450155"
"CPSF1","1.02662738953013"
"MRPS31","0.973113097140543"
"EFNB1","0.996361334444442"
"HSPA1L","0.794839335424133"
"TEKT1","0.946871474429731"
"FCHO1","0.999637907962964"
"CHD1","0.992637324252434"
"RASA3","1.03696880801619"
"SLC34A2","1.0117241649087"
"IQCA1","1.00165383394566"
"SDHAP1","1.00256584702306"
"ZDHHC22","0.999601753696121"
"EPB41L4A-AS1","1.03151307162566"
"TMEM175","1.02387157354745"
"RGS7BP","0.992719380376913"
"TMEM272","1.01189083609656"
"SETD5","0.980265216326463"
"HERC6","0.986119839327688"
"KLC1","1.0002190475041"
"RAD9B","0.996005648203184"
"ZNF197","0.99428817630457"
"HDHD5","0.990796068381996"
"FKBP3","1.00056381760027"
"ZNF280B","1.00831456446761"
"GPR157","1.00884304180803"
"MPV17L","0.993618187596194"
"OSR2","0.979932971580098"
"SLCO3A1","0.993485665933526"
"TRIM32","1.01240839887133"
"GJD4","1.00441833955493"
"CLDN22","0.995918921520702"
"CASK","0.984894758081851"
"LSP1","0.992878015953839"
"TRIM6","0.992068151594983"
"ZNF589","0.998547201706754"
"RETREG2","1.01604796371625"
"CAVIN4","0.979815519904934"
"DCX","0.966627355733607"
"GFY","1.00460408665025"
"ACO2","1.0032665167193"
"BROX","0.978072246045549"
"RANBP2","0.993318207540615"
"CLC","0.997713879948668"
"LENG8","1.02215898736063"
"SCAMP2","1.00307428041744"
"LINC00032","1.01246863378249"
"CT47A6","1.00076002111986"
"KIF7","1.03892684965378"
"HNRNPH3","0.968778727043191"
"TMED2","1.00635552183343"
"NFIC","1.00145722215845"
"DNMT3A","1.01528473131279"
"ZSCAN18","1.01233630328256"
"EPHA6","1.01640989354947"
"P2RX3","1.00174703140061"
"PPP4R3A","0.996727090863719"
"NORAD","1.00434477623208"
"SLC27A4","0.986954525699241"
"MCHR2-AS1","1.00644258752426"
"NUTF2","1.00178324653786"
"TOM1L2","1.00209350319699"
"PRDM1","1.01270126409483"
"ABR","1.01626052955782"
"WDR19","1.01491678541142"
"PI4KAP1","1.03397061674469"
"FAM21EP","0.99234854856116"
"TUT4","1.03361928408989"
"PTBP1","1.01143171037069"
"PRPS1L1","0.989835602804083"
"MORN1","1.00020515065035"
"HCP5","0.9945032984767"
"STK24","1.02044789744736"
"RNF138","0.988763903327478"
"ZNF502","1.0044525558497"
"PI4KA","1.01989319084244"
"CASZ1","0.994384027877791"
"ZBTB34","0.996827740201743"
"NFAT5","1.02224566195447"
"C19orf25","0.997492859142577"
"SLC7A11","1.00662204946357"
"PURG","0.992768017059629"
"KRTAP3-1","1.00455239478882"
"ERP27","0.989762416231072"
"C2orf66","0.99636712536845"
"UTRN","0.994677571916"
"C15orf61","1.03189033648592"
"HPS5","1.01899494563049"
"PSMC6","0.988364461036297"
"RIOK2","0.977805713694903"
"RNF181","1.00718764093779"
"PLAC8L1","0.891203680237323"
"SCGB1A1","1.01620515583574"
"CMKLR2","1.0109523095488"
"CFAP210","1.01238129390718"
"SELENOV","0.993780463751552"
"MRPS22","1.00239365151161"
"DCLRE1B","0.910073627183372"
"SCARF2","1.00928060229356"
"CAPNS1","1.00435285151729"
"RPL17","0.986267690210909"
"TNFAIP1","1.03918312003853"
"BCKDHB","0.98969423325813"
"XKR6","1.01866482807644"
"OR8U3","1.00188707327142"
"DSG3","1.00356960943137"
"RNASE9","0.9858684624575"
"TRIM27","1.0507668962434"
"EIF4B","0.993754413066966"
"TLCD3B","0.997655125836623"
"IFT81","1.02017925669053"
"ASAH1","0.994510687282526"
"FAM90A14","0.992295424358056"
"DMRTA1","0.990261224796432"
"ASB6","0.995114695581384"
"ING1","1.01611070474798"
"ZMYND12","0.994879997752623"
"SIGLEC10","1.01033598436611"
"INTS6","1.0227726042578"
"CTIF","1.02023957929915"
"UGT3A2","0.991773124571119"
"AGPAT4-IT1","0.970307077555377"
"TIAM1","0.999133568768855"
"SERPINE2","0.969066944808487"
"KLHL18","1.02276524916572"
"RET","0.993371109127412"
"TSHZ2","0.994797393476384"
"GSTA2","0.997053536111773"
"THAP12","1.02383596981383"
"LOC100130673","1.00659351042284"
"GPATCH1","0.998751451506717"
"FAM193B","1.00939310594884"
"DVL1","0.99984063479438"
"METTL3","1.01258159674583"
"UPK1A","0.993779071880415"
"FANCI","0.996270405867527"
"ZNF804A","0.954922617476955"
"P3H4","1.04641552708742"
"SARS2","1.00383639306007"
"NBEA","1.00529140254775"
"ABHD5","0.976570506065702"
"RPS25","0.995769713651384"
"PRLHR","1.00429608888742"
"OR2M7","0.998206352747159"
"CNNM4","0.991788426090326"
"RPF1","0.979476094089185"
"SNAI2","0.912307368823649"
"ZSCAN31","0.951298875362903"
"ANKRD34B","0.992739444788184"
"ZNF780A","0.996113859074048"
"LINC00668","0.993654596124241"
"SF3A1","0.99466594454144"
"CAPG","0.98022266370098"
"TAF1A","0.98828435046961"
"GSC","0.999371992638176"
"PLAAT1","1.00363036067937"
"ANP32C","0.937627522768332"
"LDAF1","0.990238237344432"
"CHST11","0.987938847262971"
"MYL1","0.993500814196775"
"ROR1","1.06203331298285"
"DEFB131A","1.00453264581294"
"NUCB2","0.989963947499017"
"MMP11","0.997859235488961"
"GTF2E1","1.00019451778968"
"TRNT1","1.04243306199417"
"ELL2","0.985571187480575"
"ADCY7","0.95247373476854"
"TMEM191A","1.01030489687235"
"ZHX1","0.994119663541939"
"WASHC1","1.00226064290975"
"LRRIQ1","0.988128879709868"
"SND1-IT1","0.968763011775504"
"PDE6B","0.993199392368635"
"STAB1","1.00592295031478"
"CDK5RAP2","1.00488993466581"
"RGS1","1.00736704372762"
"NRF1","1.00119470561914"
"NTN3","0.993328454682371"
"KIAA0319L","1.00171638177237"
"CELF6","1.00447487122416"
"KRTAP19-4","0.993328030902516"
"PLAU","1.02623340457565"
"TNPO2","1.02685382791998"
"LINC00482","0.991034036695036"
"KCNQ1","0.989978638628988"
"MYLIP","0.935748218308076"
"ZBTB7A","1.01922375887919"
"SYNDIG1L","1.0106845268814"
"SLC39A10","1.01402745964667"
"CASC15","0.998372329161834"
"PNLDC1","0.734171284503447"
"STAU1","1.02103065432411"
"SKIDA1","0.982115163832823"
"GOT1","0.984770400754448"
"ATP10D","0.980697341004721"
"USP9X","1.01005142462727"
"ADAMTS19","0.994289741026156"
"DEF8","0.994990233936939"
"SLC41A1","0.992138498709705"
"ZGLP1","1.00320050861007"
"ACTL9","1.00654589632197"
"TSPAN10","0.980012334270635"
"E2F6","0.972549376859732"
"KATNAL2","0.989485768277825"
"OR2T27","1.01985324566802"
"DUSP29","0.985466025056107"
"CLMP","1.01642106628642"
"LINC00917","0.995430335261534"
"PRPF38A","0.979048929620345"
"METTL7A","1.01128546139017"
"SPOCK2","0.979996738785072"
"TSKS","1.0164701690353"
"GFRA2","0.997815354684329"
"SNORD28","0.974084145951644"
"IDO1","0.989587585315803"
"GLT1D1","0.983160854986074"
"CCKAR","0.998344144819006"
"RIT1","0.999443203948546"
"PTPRS","1.01589715637244"
"FBXO48","1.00050095293173"
"ARHGAP27","1.0114213345197"
"ASB12","1.01597221328126"
"TCIM","1.02171111542817"
"TRPA1","1.01105125918682"
"PES1","1.00852001802325"
"BNC2","1.02755853845749"
"LOC652276","1.0250987890579"
"SOHLH1","0.993693095446423"
"SEC24D","1.02047761190754"
"MYOT","0.987550906237168"
"ZNF251","0.985073174680289"
"TRPC6","0.996967528831287"
"ZMPSTE24","1.00064424406473"
"CLUHP3","1.02969778612284"
"GPR87","1.0057724724855"
"SNRPE","0.983513954492712"
"IP6K1","1.00314161162332"
"TEDC2","1.01889631942159"
"ARSA","0.988313583386956"
"OSBPL2","1.01320012276222"
"DNAJC10","0.991502672174848"
"FGA","1.01484951129029"
"NOTO","1.01662743719023"
"EPC2","0.986612483775129"
"DUSP5","0.957970159059079"
"ZNF304","0.975787751687663"
"GPR199P","1.0180549181553"
"ARMC8","1.00226830044636"
"PARM1","0.988045154510993"
"PAX8","1.02327150681932"
"PCGF6","0.998430969050592"
"ATCAY","0.993446246172046"
"VEZF1","0.985092884551344"
"AK5","0.999921726209605"
"STAC3","0.995658987225087"
"RPS24","0.997349866205871"
"BHMT","1.00571384961984"
"COX19","0.995325878478237"
"RPL24","0.991009821862265"
"HLA-G","0.971901408692614"
"ZYG11B","1.07456916719125"
"SUZ12P1","1.01862735265645"
"AZIN1","1.00369754083254"
"LCE2D","0.98017068262708"
"IGLL1","0.993595462437759"
"OR14A16","0.99446744074789"
"LOC440300","1.00130999122916"
"TGIF1","1.00061836175935"
"SPATA31D3","0.993955352425904"
"TIMM17A","0.990574751003027"
"LOXL2","0.999537773310836"
"RPL27","0.993390591054912"
"DNM2","1.05414344661793"
"SH3RF1","0.99270790123267"
"RBP1","0.999486898582889"
"LINC00452","0.99290115472839"
"SLC26A8","1.01931175623431"
"PLA2G2C","1.01773010595414"
"LIN37","1.04533555273774"
"HECTD3","1.01263443585364"
"SLC1A4","0.985602566333318"
"MDH1","1.00039506359942"
"CRIP1","1.03011844625696"
"NKPD1","0.980418070080293"
"SLC37A2","0.995785032357364"
"ABLIM3","1.00175852349004"
"PRICKLE3","1.02977658153991"
"SLFN14","0.999826064925364"
"APCDD1","0.997888778347025"
"PCDHGC3","1.01102582329395"
"HIBCH","0.931678354523312"
"ABO","0.998950304201701"
"FAM90A27P","0.994886490072663"
"NLRP10","1.01019582470575"
"OR51B5","0.995443589510029"
"SLC25A25-AS1","1.0766136271807"
"NUS1","0.986124319419884"
"FILIP1","1.00461869593563"
"STARD6","0.992218408873769"
"ARSK","1.00820703461905"
"PPIL6","1.01862408001672"
"ERMARD","1.01151784986836"
"SOCS6","0.987276301687108"
"ZNF385B","0.97577474533266"
"STARD3","0.993365727739157"
"PTPRU","1.00951134056206"
"SKAP2","0.985987240100524"
"ADAT1","1.00368560726585"
"FMR1NB","0.991077047682816"
"IBA57","1.04261014984145"
"MEOX1","1.0047437277734"
"CIRBP-AS1","1.00816013116854"
"VXN","0.977119119454214"
"ACTR3","1.00536495892388"
"RNF168","1.00080719990989"
"KRTAP10-5","1.00397858093395"
"TSNAXIP1","1.00730976450882"
"SAE1","1.0032896155948"
"CCL20","1.01735233099157"
"PALM3","1.0138581331633"
"NUBP2","1.02514770640021"
"EREG","0.989094510897339"
"LINC00461","1.00576958014258"
"ALKBH5","1.00735488050409"
"GUSBP4","0.982250123553889"
"CPA6","0.987193603484313"
"SULT1A1","1.00363769866155"
"CBWD2","1.00906811545992"
"POLR2J","0.989126989432662"
"CCDC85B","1.01779926169451"
"ZNF607","0.995655757278407"
"PODXL2","1.00336718073668"
"CD200R1L","1.00074606330735"
"CBX7","1.00520438977645"
"P3H2","1.00179751355195"
"HMGCR","0.977860961640696"
"SPPL3","1.01241645286408"
"SMAGP","0.998933541607692"
"MT1M","1.00141505512121"
"FGFR1OP2","0.983020796828049"
"NTPCR","1.00919760922681"
"SRPK2","0.986901166173316"
"CEACAM4","1.00726841678498"
"YTHDF3","0.964978398911327"
"GALT","1.01144800366362"
"SPATA48","0.991882864092656"
"MAGEL2","0.982308648258832"
"SEC23B","0.986796541005704"
"OR2AG2","0.997910025027455"
"MLEC","1.02157566138728"
"KIAA0319","0.996284600871297"
"TSEN54","1.0720055505548"
"RPS6KA5","1.02292631374587"
"CLEC12B","0.995723793639419"
"CYP2B6","1.00393980053634"
"MVD","1.03578040973498"
"GET3","1.01831984503874"
"SCN3A","1.01177656759502"
"NCAPH","1.00948736064013"
"ZFHX4","0.999072480540644"
"SH3RF3","0.993816988193317"
"WTAP","0.984463737758581"
"NSFL1C","1.00606603436501"
"TMEM35B","0.993739808398384"
"KCNIP2","1.00555446275325"
"NDOR1","1.00212218985492"
"ERI2","1.01926202391113"
"TMEM250","1.05388949677778"
"VAV3","0.992878504263113"
"CCDC69","0.995834252230527"
"GFM1","0.98983983041657"
"C1orf198","1.00434262607426"
"SAR1A","0.985662557648946"
"RBM14","0.98757167026859"
"MGLL","1.00627686792274"
"TRIM34","1.00291362813101"
"FAM219B","1.05787088390886"
"BPHL","1.02035785007961"
"CYP27C1","1.00380149835711"
"CNNM1","0.983661087346451"
"RPAP2","1.03100960215625"
"SYT17","1.01726588958201"
"TRIM29","0.977509922002826"
"CRTC2","1.00910824276423"
"SRSF11","1.00922406145412"
"FIBP","1.00958038143271"
"PPM1M","0.998403352305727"
"NFE4","1.0031780018134"
"IQCB1","0.998325059608526"
"PMEPA1","0.989959499639618"
"TOB2P1","1.00967440688815"
"PLEKHG2","1.06103326254162"
"ZC3H8","1.00257826760213"
"KDM8","1.02388679089245"
"MITF","1.00151590345275"
"ACTL6B","0.989287890868393"
"TMEM14C","0.995240370563509"
"MICOS10","1.00562506482939"
"AHCY","0.994513451337733"
"TMUB2","1.01349641554839"
"SIRT4","0.984814309741986"
"ABL2","0.988010168531581"
"RSAD2","1.0079048185527"
"SALL1","1.00181921466377"
"TNKS","0.979271771761414"
"TLR8","1.00117328539262"
"TXNRD2","1.02970425345438"
"MTFP1","1.03013738825624"
"RHEB","0.992811507963392"
"LINC01761","1.00142422541187"
"MAP2K2","1.00130211247778"
"HHIPL1","0.999782587626183"
"MSRB2","0.999852861809034"
"TERF2IP","0.978238894709953"
"ADNP","1.00843003914572"
"CENPI","1.0415298908508"
"MBNL2","0.857258371791759"
"ZNF831","0.995323431576202"
"RAD54L","1.04790432041276"
"CRABP1","1.01834754510286"
"ZCCHC13","0.990875561601743"
"ZNF573","1.00288517870911"
"FRMPD2","1.00393218227701"
"ABT1","0.985392605921405"
"PCBP1-AS1","1.00338274974521"
"KBTBD6","1.00310842207383"
"FAM210A","1.01458622021766"
"LOC162137","1.01197310897485"
"CFP","1.00329634085446"
"TRIP11","0.996364606353328"
"MAP3K10","0.993477666798218"
"ZNF501","0.996205089515163"
"ZNF418","1.01022658512097"
"MEX3C","1.030510345045"
"ZNF883","0.997331675755252"
"C8orf88","0.988140504473415"
"OSCP1","1.00546696607416"
"MSLNL","1.00152809446507"
"BMT2","0.997424121496425"
"NACC1","1.03558954977025"
"KHDRBS2","1.00107225966651"
"PSD3","0.984018578559168"
"ABCB5","0.999688720518873"
"DRG1","1.02029617500227"
"MAPKBP1","1.0110295808704"
"L3MBTL1","1.00191535636914"
"WDR54","1.00562513714653"
"METTL22","1.00291227787856"
"FAM83E","0.992551417464547"
"CCER2","1.02010791521446"
"PCYT1A","0.998011893116089"
"COLCA2","1.00673644245106"
"ECM1","1.00628151561193"
"AKIRIN1","0.979169361488252"
"FIS1","0.993967172511861"
"PAMR1","0.997922757062334"
"TACR3","0.982724110766843"
"PAN2","0.93089372030048"
"GRIK1-AS1","1.00139271116263"
"ODAD1","1.00167746265427"
"CRTAC1","0.986196434197512"
"DAOA","1.00881611782977"
"SLC43A3","0.994106595798187"
"DSCAM","0.993864057150855"
"WNT10A","1.00087344172951"
"SFXN4","1.01173427685256"
"TRAPPC13","0.969825190357569"
