"Gene_Symbol","Tabuchi2011c"
"SLC25A27","0.0505228230993056"
"GPRC6A","0.499186027815741"
"ZNF417","0.0770350498954134"
"HELB","1.00852118161429"
"SOCS4","0.259983367101466"
"LINC02904","1.11923251774744"
"ZNF547","5.50956622283247"
"CAPN13","2.70706773040715"
"SIGLEC10","0.478661747499185"
"WFIKKN1","0.23751398929252"
"SENP1","1.17599946362068"
"KLF14","0.114668230078545"
"NXNL2","0.367314112609473"
"BRS3","0.086170431211499"
"SNX18","0.54235025031784"
"FBXO39","0.514985800279918"
"B3GNT6","0.180431026619234"
"DENND1B","22.0485040098705"
"ZNF619","0.698102283238287"
"GARIN2","0.181823484350636"
"CLDN15","0.493847836891217"
"RAB42P1","1.04508040648529"
"M1AP","2.18774293042945"
"ZSCAN4","0.0615014436958614"
"VWA5B1","0.194117848868654"
"LINC00311","1.67918969410043"
"MAGEB6","20.4913623932546"
"ELOA3DP","3.45157799574694"
"RUSC1-AS1","0.383801561199826"
"LMNTD1","0.446461180786279"
"AXDND1","0.018433666081755"
"ASMTL-AS1","6.24198265057872"
"CD200R1","0.161773974412198"
"LINC00334","0.411104846705679"
"ATOH7","4.04279034362766"
"CRYZL2P-SEC16B","0.3121523329787"
"AMER1","0.225394570185583"
"NKX6-3","0.226170217534214"
"TBATA","0.560406678391597"
"EXOC3L2","1.21139746324292"
"KCNG3","0.61644120684802"
"B4GALNT2","17.3189635362143"
"FMR1NB","14.4085658948161"
"GCSAML","4.19677676491027"
"SIGLEC11","0.850373404132008"
"IL23R","0.471200242308454"
"MAGEB18","1.54480616890807"
"IFNL1","0.484879250862494"
"C4orf36","1.65407614243768"
"FIGNL1","0.40910125015953"
"RIMS1","3.36662883087401"
"PITPNM2","0.0571453740181565"
"GRK7","0.395010886344552"
"MMEL1","0.659444306203377"
"NLRP6","3.302003375444"
"RTL3","0.520373790117168"
"ATRIP","0.431797006929482"
"ZIC5","7.34728243609534"
"TEDDM1","0.628079509789269"
"TRIM67-AS1","0.71875529690943"
"GABRG1","0.627601872322595"
"PANX2","0.55269312080223"
"ZNF114","0.333195010327971"
"CCDC27","0.0899918388178564"
"CFAP161","1.33642517113706"
"RBMY2FP","0.102346287703016"
"NEUROD2","4.56513504721416"
"LINC02899","1.04592518042882"
"LINC00208","0.949222934245391"
"LRRC15","14.3599243738889"
"B3GNT7","0.184247506592815"
"CBLL2","0.624762827533912"
"ZMYM6","0.338308949423129"
"SGCZ","0.337161698035444"
"LINC02551","0.0230351941816208"
"WNT9B","1.82640835796436"
"LINC00471","0.0499111271115252"
"HAS3","0.511510726891683"
"FGF4","1.26082400039125"
"SLC30A8","0.418277621921552"
"C11orf65","24.3097834124958"
"GARIN5B","1.10308602520609"
"OR5P2","0.155492923352428"
"DYDC1","0.391916744920181"
"IL27","1.88189085561894"
"IQCF1","0.718245648251987"
"DEFB125","0.329953563511764"
"WFDC10B","0.438741308948005"
"DEFB105B","0.662101677623189"
"PKD1L1","0.709697587626486"
"ADGRG4","0.0601624348229755"
"REXO1L1P","0.581110703072873"
"TAF1L","0.883506502442717"
"CNTNAP5","0.158666950337365"
"RECQL4","0.410571269979723"
"ADGRF3","0.400213261719521"
"TMC2","0.113013536497694"
"SMCR5","0.297504280208467"
"ZIM3","0.671191136832615"
"NOX5","0.261211441647597"
"DAOA-AS1","1.85427598499459"
"GPR156","0.239640721922951"
"SUOX","0.235725432944019"
"SYTL5","0.300942597422821"
"ADGRF2","0.283506630040357"
"SYN2","0.140308804168058"
"CD300LF","0.385152139321938"
"GJA10","0.982331463698744"
"WNT9A","7.14099191680599"
"GAL3ST2","1.49804573944313"
"PIP4K2B","0.246284924136087"
"WFDC13","6.02189456399028"
"SLFN5","0.0363683940243336"
"SERPINB12","0.967491216470253"
"PGLYRP3","0.214893608878195"
"PSKH2","1.16762618313259"
"OR6W1P","0.406768916374219"
"MOGAT1","0.245545651490847"
"GPR78","0.669145767272029"
"H1-8","0.58692543497314"
"TAAR9","0.76025021063289"
"GNRHR2P1","0.488786964772878"
"ASB11","0.58952854801099"
"OFCC1","0.0494713377598613"
"SDR9C7","2.21071092765356"
"OR5P3","0.812319753036273"
"TRIM40","0.387211888675731"
"CSN1S2AP","0.397293020731275"
"WFDC12","0.106723919195862"
"CRYGN","0.371212777083254"
"STARD6","0.563476708101455"
"C11orf40","0.0492619461577735"
"ZBTB7C-AS2","0.107634935843243"
"BCL2L11","0.543514592490387"
"WFDC2","0.574908338542409"
"TAC4","0.270958423358361"
"TIGD1","0.377148225294284"
"ALKBH5","0.508051590688896"
"CCDC69","0.36694793569854"
"C5orf24","0.180257180182112"
"DDX46","0.341939294737217"
"CDK8","0.384392988361652"
"PTK6","0.122489461704827"
"STK38","0.496270140797766"
"SLC39A12","0.912137922728172"
"RNF168","5.77552362349392"
"GATA4","0.213741482898667"
"C9orf72","0.312161416966395"
"ANKLE1","0.346907953207946"
"PELO","0.064988191300925"
"LACC1","0.47593760675125"
"TEX55","0.0559194552835915"
"RANBP3L","0.701728312813088"
"SNX13","0.358468873781437"
"ATP6V0D2","0.455655806735491"
"LHX4","0.0464953640729534"
"RNU6-646P","1.26011609825853"
"DNAH11","0.0977208357113521"
"ADPRHL1","3.82488254911029"
"SYNRG","18.5091422610612"
"GRIK5","0.184749492470381"
"LRRN4","0.485901598327207"
"ZNF777","0.493946758097492"
"SH2D1B","0.256637328609488"
"ADAMTS19","0.608165463530827"
"UMODL1","0.710017354263627"
"PARD3B","0.174290902328838"
"ZNF441","24.0966548861675"
"DCAF4L2","0.0933728501944047"
"STOX1","1.0565971075491"
"CRMA","2.19454533654158"
"RNFT2","1.02216006734991"
"KRT78","0.431021995356711"
"CCDC7","0.231509597271015"
"ZNF41","0.595904041287614"
"ZNF583","0.150559503553198"
"OXER1","1.34364358640272"
"LINC00052","2.3420355787847"
"CCDC89","10.7960501119618"
"ZNF572","2.86340941512126"
"RMDN2","0.179843438665408"
"ADAMTS18","0.0436899035695381"
"PCDHAC1","14.3271064874542"
"HIPK4","1.64652508738836"
"POMK","0.145270719668745"
"ZNF709","5.60822025319162"
"SMC1B","4.44141184132275"
"ASB16","0.231732322646143"
"MAGEE2","0.454784472170694"
"ERVV-1","0.15551437064055"
"GAL3ST3","0.484433073590854"
"FLJ30679","8.10210246134522"
"UTS2R","0.313711414213927"
"USH1G","0.331665836210662"
"SLC23A3","3.06362618914382"
"CNOT6L","0.0881509230896597"
"CNOT6LP1","2.27993271035308"
"DIP2B","0.0736383307821153"
"SNRNP48","0.731472218062004"
"ZNF560","1.74486513673474"
"RTTN","0.097902687750038"
"PLCXD2","0.432310806185587"
"UMODL1-AS1","0.795068935763985"
"NYAP1","0.575171134835503"
"RSKR","0.267532676159182"
"MRGPRX3","5.38759578268134"
"ADGRG7","0.430979949859324"
"CSF3R","0.684349517101629"
"CD300LD-AS1","4.33123150455572"
"LINC02910","0.396536919242024"
"SLC5A3","2.36286610452564"
"KIF19","1.77828359962406"
"SLFNL1","0.203994484045811"
"OXGR1","0.283565591266695"
"CDC14C","22.7959073617933"
"SULT1C4","8.27939997533301"
"POU5F2","0.280626857257209"
"RXFP2","0.957627802912502"
"SLC18A2","0.360525735734034"
"SSMEM1","0.219542796100948"
"MAB21L3","0.895062494805353"
"BASP1-AS1","1.62365772867009"
"SDE2","0.752007160498812"
"SLC35G6","0.346114078073276"
"UROC1","0.586553182240945"
"PCDH15","0.561969925637753"
"KCNA6","6.24535830065063"
"FGF13","0.240721164564947"
"FBXL18","1.0059604986845"
"DNAH6","53.4640046374015"
"LINC01600","0.908032398084754"
"PNPLA1","0.38937173283976"
"DEPDC4","3.72334969345991"
"EPHA10","0.233867547293234"
"WDR64","0.234635941813341"
"HEATR9","1.65993148790204"
"ARHGAP42","0.2021303174363"
"LINC01101","1.31948880261623"
"CALHM4","0.318082653749463"
"NPHP3","1.96654752996991"
"ATG9B","1.3850022064634"
"CXorf58","0.0914030664641797"
"HILPDA-AS1","0.0350106843476476"
"CCDC13","0.198739769125231"
"LINC02210","0.176565763083349"
"MRGPRX1","0.511676207151997"
"CSMD1","29.130425922152"
"ADAMTS20","1.95832641378569"
"AGBL4","6.82673781943405"
"LCAL1","2.3746291170084"
"SLC17A8","0.774451389812475"
"LINC02873","0.366805419810293"
"C12orf40","0.0465749439071286"
"CFAP57","0.69348054580604"
"C5orf64","0.0346050080775444"
"ADAMTS15","0.108534494810407"
"LY86-AS1","0.32255554191727"
"EDARADD","0.450561966828848"
"C18orf15","0.163801758123362"
"MUC19","0.591492397184887"
"NDUFV1-DT","1.28347051088492"
"FER1L6-AS1","0.414426286135735"
"C1orf127","0.385098511960821"
"CCDC162P","9.37749739510408"
"LINC02880","0.255488939850475"
"LINC00304","27.7068159246983"
"TERB1","0.960961477080213"
"MYO1H","0.868193772628162"
"ASB14","0.265288237403622"
"RPTN","1.20944961630458"
"LINC00269","0.314862254909535"
"STPG4","0.270993067735739"
"FLJ40288","4.87825019928883"
"CES5A","0.966184553647872"
"DCAF8L2","5.22962022755075"
"SLC35G3","3.62097602436519"
"KIRREL3-AS3","1.05069630462772"
"TMEM145","0.544302125198531"
"C15orf32","0.485207569428243"
"TSGA10IP","1.39799907607234"
"LINC00477","0.193242792988556"
"CCDC140","0.0628057443833643"
"C17orf78","11.026036377294"
"TEKT5","1.87769766223398"
"KSR2","3.35115670013095"
"TDH","4.64530923824182"
"LINC00615","0.871672052939366"
"SERPINA9","0.607426568758344"
"MRGPRX4","0.101578793578903"
"A2ML1","0.315056863705534"
"CPO","0.556957396944561"
"MDS2","1.218197919773"
"HOXC12","0.805306357120907"
"VNN3P","0.493248381839777"
"COPS9","0.133218397522062"
"FERD3L","0.781372252047873"
"DEFT1P2","0.850275947206942"
"LINC00314","0.0332516740408713"
"DEFB104B","1.225611018282"
"NLRP14","3.24911301208142"
"DGKB","0.129130194647609"
"NLRP13","0.837399964828241"
"NLRP8","0.18446542540429"
"NLRP9","0.413434195281054"
"TAS1R2","0.429756555910334"
"JPH1","0.445837047894596"
"NLRP10","0.593657747765631"
"LMX1A","2.31654618821252"
"CCDC125","0.623877103816987"
"GPR101","2.70860410709644"
"ILDR1","0.511524640145602"
"VN1R2","0.202540504371291"
"VN1R5","0.944039686065452"
"MT-ND1","1.00273968556385"
"TAAR8","0.279398871267626"
"TAS2R39","0.246386607928599"
"TAS2R38","0.188541466195582"
"TAS2R40","1.01355986205863"
"TAS2R41","5.73075089970405"
"VN1R6P","0.506301746218106"
"TAS2R50","3.47225124696883"
"MT-TD","0.973658710730314"
"H1-6","0.259684992647248"
"MT-CO1","0.984635530891038"
"IFNE","0.558199101846431"
"MT-ND6","1.05900135358701"
"SPAG11B","0.0670727429946624"
"THRSP","0.142755687963953"
"FBXL19-AS1","0.556204372833862"
"MT-ATP6","0.987475280158207"
"PDZK1IP1","2.46959409857663"
"TAL2","0.986160437990955"
"SYCP3","0.760325225659753"
"TMIE","0.153199772335814"
"MUCL1","0.292970087424696"
"ABCA13","0.0642535533637928"
"LINC00189","2.49662193371969"
"LINC01198","0.637482622504998"
"TRIM43CP","3.41272398037606"
"TRIM42","0.198516057106365"
"FSIP1","0.719895570896857"
"EFCAB13","0.163877667539239"
"CABCOCO1","0.0691752331783222"
"SLC9B1P1","3.83168417359297"
"WEE2-AS1","5.04143358827367"
"DYNLT5","1.09373091743699"
"TMCO5A","3.82897345649601"
"TSGA13","2.57163830524531"
"C9orf163","1.0698406161726"
"HDX","5.01964446809003"
"CDYL2","0.565997174937364"
"SYT14","0.0239383020068662"
"TECTB","0.509719041007455"
"VWA3A","0.2451695867619"
"LINC00896","0.620334227170383"
"HUS1B","0.30978825962897"
"NPB","0.490973712698125"
"LRRIQ3","1.27605292505955"
"TIPRL","0.41695751104833"
"ITGB1P1","0.61487423332426"
"FBXL14","2.94342114272858"
"SGO1","0.463404014709986"
"CBR4","0.575187908629938"
"CCSAP","0.347518899659565"
"DUSP18","0.985511769822345"
"ZNF791","0.393793113767975"
"HTRA4","0.437481529313087"
"LINC00525","1.49893961121646"
"FAM218A","2.78019548180689"
"KCTD7","0.0509274795646619"
"RNF152","0.0350746781530415"
"B4GALNT3","0.271404146423467"
"LRRC43","3.67733459301467"
"AK7","0.351637456910796"
"ZFC3H1","2.69866670426401"
"ICMT-DT","0.160091802270507"
"METTL21A","4.29480317153625"
"OTOGL","1.03376170768896"
"SPATA25","0.937837537504167"
"GLIS3-AS1","0.380889173110924"
"MCM9","0.124726378729475"
"PRR14L","5.39694234436831"
"KLHL32","0.446067731071473"
"SLAMF9","0.210412728696687"
"GOLGA4-AS1","0.336265476752509"
"UBE2U","1.0978279861499"
"METTL27","1.50971364095471"
"LINC00638","1.48252499850308"
"ZC3HAV1L","4.39292726521411"
"RASGEF1B","0.244271748011382"
"KCNJ5-AS1","0.515045844589629"
"KIAA1109","0.0416975591525107"
"STOML3","0.0902117217483485"
"FBXL13","0.706826590285237"
"FAM227B","9.09119935627011"
"SPATA32","0.352420121442567"
"C3orf49","1.37518704269924"
"NKX2-3","1.01679504429553"
"TMEM252","0.212063018267378"
"CIP2A","0.537728250382814"
"FAM222A-AS1","0.0774621620812785"
"TLE6","5.67102887532394"
"RTP1","3.32248405199779"
"PRR35","2.57318659012338"
"NXPE1","0.643605798997675"
"CYP1B1-AS1","0.0316161664360357"
"MAGEA2B","2.2136048927552"
"LINC00315","1.70876438043383"
"COL6A5","0.189895930536005"
"C4orf45","0.180350185235975"
"BEND2","0.0725264153153803"
"C10orf67","4.4668826457607"
"CBY2","0.678111278021724"
"CCDC26","0.390073506086231"
"B3GALT5-AS1","1.72946189094577"
"SPIC","0.0776148489603766"
"IGSF22","0.606356007212916"
"DCST1","0.260861346139187"
"GPR26","7.74481693205658"
"CSNK1G2-AS1","3.2418331518055"
"NATD1","0.3092453088618"
"KLHL34","0.0423158621751952"
"ZSCAN10","2.06915649305305"
"SAMD3","0.52391506092024"
"GOT1L1","0.0631114150111928"
"LINC02870","1.76597430747104"
"LINC00504","4.38375665952055"
"ZNF99","0.291377615861313"
"CFAP65","0.371766327995208"
"SIGLECL1","0.984455052108065"
"LDHAL6A","0.742325157679955"
"MRGPRX2","0.657193454458767"
"KLF17","0.669462623283252"
"CCDC105","0.245581869378835"
"C11orf42","8.07099330263977"
"ZNF486","0.588552291842422"
"EXD1","0.774731794587819"
"SLF2","0.978577748370866"
"NBPF4","3.79285691924805"
"ZNF663P","2.33863652801924"
"LINC00955","11.8467730782948"
"LINC01517","2.93718643587186"
"PIKFYVE","0.0869376137492852"
"LINC00479","1.35201931947204"
"LINC02907","0.236698938603814"
"SHOC1","0.0059157258536045"
"SLC22A24","0.551981767988936"
"FMO9P","3.61662143849716"
"C7orf33","1.77159847456532"
"ACER1","1.59273695957764"
"OSTCP1","0.0294180980950379"
"LINC00305","0.0560430146121223"
"BFSP2-AS1","0.0365718571582396"
"STK32A","0.329025164819085"
"MIA2","0.527240609531205"
"GPHB5","0.117404909720712"
"DCD","0.572308870108231"
"ALG14","0.714495045164926"
"TMEM237","0.676972359652272"
"ZNF564","0.604620616413232"
"B3GALT6","0.14926401728899"
"SNX21","0.067416478373144"
"RHOB","3.51552678838671"
"ADAT3","0.744762729752872"
"SPINK6","0.391920818446794"
"C22orf39","0.487383889835659"
"BORCS8","0.469477253771893"
"ZNF121","0.250609332320473"
"DTYMK","0.729729424999937"
"ATP6V1C2","0.0451104825452084"
"BRICD5","0.278817063417788"
"VSIG10","0.496066086719925"
"NT5E","0.397112182769855"
"ASPHD1","0.766537833935201"
"ARHGEF28","0.110489404572305"
"LLGL2","0.665139767770474"
"OSMR","0.299116994566345"
"RSPO2","0.0774687895524105"
"CHD2","0.483351835054896"
"SNRNP35","2.57119280305482"
"GPNMB","0.455711621294873"
"CEP57L1","0.98129211523967"
"BICD1","0.143268377357305"
"FRMD4A","0.0181615435543365"
"TMEM239","0.108548675886295"
"MRAP","22.3233844835436"
"TXNDC9","0.356143070478303"
"SMPDL3B","0.597443989950375"
"ASH1L-AS1","0.211025432099889"
"SETMAR","0.271579196877923"
"C8orf76","0.666231691248082"
"KICS2","0.32158447572624"
"DEUP1","12.7442869141188"
"TLCD5","2.84174561267278"
"NOL9","0.500113194188048"
"SBDS","0.719633737106012"
"MIR31HG","0.81648730602295"
"TMTC4","0.461242110418592"
"TMEM185A","0.576679147853114"
"ULK2","0.133452031336273"
"CCDC60","0.232032715131259"
"HSD17B12","10.265030848567"
"NLGN4Y","0.15292771068271"
"ADIG","0.188768985561598"
"CCSER2","6.15473865795672"
"SUGT1P3","1.23889127644708"
"PPP1R21","0.633016943138472"
"OGDH","0.374036734861219"
"GDAP2","0.681666925408193"
"WFDC8","1.20668328242302"
"ZMYND11","0.450634318453303"
"SH3KBP1","0.635726353945873"
"MBLAC1","0.865043569722004"
"ZMYM3","0.416442319668126"
"CD300LB","4.11867898229533"
"C3orf33","0.385886989011219"
"SLURP2","1.15049531906468"
"SNX32","0.201095418191209"
"TRIM74","0.0922776017729389"
"POU2AF2","0.882473052099275"
"C5orf46","0.749900726161196"
"IZUMO1","0.488909000812124"
"SH3YL1","0.210130293159609"
"CABP4","3.27652276064611"
"GRIK1-AS1","0.0818005454722556"
"ZCCHC13","0.40238446473382"
"VPS50","1.01962678683658"
"LINC01869","0.630112721417069"
"LINC02712","0.0643417981125154"
"C1QTNF9","0.0640088273276943"
"SDCCAG8","0.587674374360477"
"ITGAL","0.479268670027848"
"COCH","0.0887949214454215"
"C1orf210","0.970610995970575"
"CERS3","12.6137190815453"
"CKAP2","0.335441753253565"
"MORN1","4.55586465259039"
"CENPL","0.983911751312226"
"SART3","3.55116037503345"
"FANCM","0.152258647976487"
"TRMT2B","0.561539500171847"
"C9orf43","0.328669736819065"
"TRIM4","0.395903634038586"
"FHIP2A","1.57011122129538"
"HERC3","0.256394998842325"
"UHRF1BP1L","0.0920942806587508"
"TTBK2","0.23904452673572"
"CYP19A1","2.06403586727511"
"WDR49","7.30697075232791"
"NPAS4","0.101498894012672"
"SVOPL","0.115591190961336"
"LHFPL3-AS1","0.276029567478994"
"LIF-AS2","0.19089036245413"
"ITPKB","1.00538273466114"
"EIF4G3","0.199605834869318"
"C6orf141","0.741871720454917"
"PGLS","0.370965552367567"
"HDAC4","0.0814660469513156"
"DYNC2LI1","0.121990991986377"
"DOCK2","2.24454699065934"
"STXBP4","0.577969338531686"
"LRRC18","0.736170320586316"
"SLCO4A1-AS1","0.460696297982529"
"CYTH4","0.414364788926488"
"FARP2","5.01041315713947"
"COG3","1.44069318487923"
"HELQ","0.330251610536003"
"GIN1","0.480487646309544"
"CDKN2AIPNL","0.0535220341895026"
"BTG4","0.0500393966912242"
"PPP2R5C","0.508201151334546"
"CALHM1","0.456212022950427"
"NT5C1B","0.261068399621772"
"NR1H4","0.739165819330517"
"CNTNAP4","1.86860633744106"
"PDE1C","10.7041237858377"
"NEK11","0.657811076660789"
"LINC00656","0.565718770096025"
"PADI2","5.96790250296707"
"CST9","0.13827052254794"
"AZIN2","0.551045601970572"
"LYG2","1.26111864245538"
"LINC00161","5.75809680609069"
"TK1","0.657971039750089"
"RCC1L","0.245694448811424"
"GGNBP2","0.134427266767293"
"ATF3","3.08461443229899"
"KIAA0513","9.33517095771509"
"BEST1","8.35393446996755"
"ZNF85","3.31388417442555"
"LINS1","0.322415371160091"
"ST8SIA4","1.01879141452198"
"SRGAP1","14.8090220486098"
"C19orf47","0.104444675031299"
"ZNF808","0.963151620562629"
"HEATR3","0.524048479287339"
"ARMC10","0.598850679859454"
"TMEM37","0.518460249889907"
"CEP70","0.335197559234305"
"THADA","0.137881065754059"
"RGS7","0.0466904100665158"
"TSC22D4","0.339913890509493"
"OSCAR","0.454746031460026"
"MINDY3","1.10087737853872"
"RNA5SP530","0.578255567098785"
"ZNF778-DT","0.493068358457145"
"CNNM2","0.248116997845923"
"OLFM3","0.015070687937175"
"VSTM2A","4.48094962488943"
"C2","0.558222093946172"
"DPYD","0.0627811373016852"
"TMEM126B","0.485307240222776"
"RHOF","0.471853225334244"
"DNAH14","0.234074128275897"
"SPAG9","0.464857415681829"
"APOBEC4","1.1782437349188"
"GPR62","1.57475796734117"
"KCTD17","0.0753594325439043"
"DYNLRB1","0.543763132467293"
"APBB1IP","0.461098350793183"
"PSMD10","1.07549742980033"
"ZNF70","0.173435852743144"
"MYO18B","0.0617922123768842"
"ETFBKMT","0.112196497660113"
"LENG9","0.0370504930223516"
"SYMPK","0.35516230470874"
"NKAIN2","0.0900596201038509"
"MBTPS2","0.233589578774109"
"CEP120","1.02006801765086"
"CNKSR2","0.117575354158318"
"LIPT2-AS1","0.317194119987828"
"ANKMY1","0.0521514717101725"
"PTBP2","1.48167564447865"
"SERPINB8","0.213542393229322"
"AGFG2","0.192539559729097"
"MBLAC2","0.143404419061506"
"DGKE","0.38355291771775"
"BCL6B","0.103510900430124"
"ASCC1","0.682293036264971"
"ZNF57","0.230811482099138"
"RGS11","0.0534879479013032"
"OSBPL1A","0.353861093749345"
"DUOXA1","2.49374548237595"
"RPRML","0.927553411890093"
"CNST","0.555640884736914"
"ZNF594-DT","0.667052771252066"
"METTL8","0.459519451588893"
"FAM151A","0.785876040747768"
"KCNS2","0.258414712510521"
"CCDC187","4.05565948682743"
"STAU2","0.125787589376391"
"PACSIN2","0.596603435972265"
"NALCN","0.0793125595031206"
"ATP8B3","0.460822609710906"
"OR2L13","3.08565723861477"
"SPATA6L","0.0260114576702737"
"CALHM3","1.94491456202829"
"GLYATL2","0.313553091760546"
"RELL1","0.110880493785625"
"RABGAP1L","0.386196115585031"
"ZNF655","0.256545059776333"
"SLC9A1","1.00747859606872"
"LINC02363","0.246147424079034"
"FGF7P2","0.127769236069838"
"PMS1","0.436930807447253"
"RALGPS1","0.231902215159852"
"CLCNKB","0.190240500368702"
"DNAAF5","0.327083341158971"
"UBE2DNL","0.20093013894141"
"LINC00301","0.0778221084926515"
"MAD2L1P1","0.769935691318328"
"ZNF785","0.144677665619095"
"WFIKKN2","0.417069909397804"
"ZFP42","3.66134144183278"
"KLHL30-AS1","2.60253083670585"
"MIR6738","0.316376091173618"
"CCDC82","0.0726393814776939"
"STKLD1","2.08188219142939"
"ZSCAN20","0.691302170572085"
