"Gene_Symbol","Andocsa"
"CPXM2","1"
"AP3B2","1"
"TMSB15B","1"
"RAB7A","0.99247491638796"
"MIR3667HG","1"
"DOCK5","0.999904516375442"
"HIPK1-AS1","1.02310606060606"
"TTLL1-AS1","1"
"RAPGEF1","1.00695029486099"
"MDGA2","1"
"LINC02929","1"
"SLC29A4","0.982727455312312"
"GHET1","0.992890004182351"
"LINC01858","1.00210526315789"
"SPATS2","0.980894860101072"
"LINC01111","1.00483396385036"
"EGFLAM-AS4","1"
"CSMD2","1"
"NR1I3","1.00126368997473"
"LINC00907","1"
"NDST4","1"
"LINC01449","0.968584251325989"
"TMEM150B","1"
"HEATR5A-DT","1"
"EVA1A-AS","1"
"LINC01467","1"
"MGC27382","1"
"CLNK","1.01882057716437"
"SPATA21","0.999265515975028"
"PLPPR1","1"
"LINC02380","1"
"ERVH-1","0.99664147774979"
"KIF18B-DT","1"
"SMARCAD1-DT","1.03265999622428"
"LINC02653","1"
"LRRTM4-AS1","1"
"PRSS55","0.999368819692826"
"CLDN10-AS1","1.00697149887226"
"LINC02016","1"
"ST18","1.00568421052632"
"HCCAT5","1"
"LINC01620","0.999789429353548"
"FIGLA","1"
"DDX3Y","1.02485256950295"
"ZNF709","0.999789429353548"
"SELENOI","1.02024746906637"
"TAS2R64P","1"
"LINC03025","1"
"CRAT37","1"
"EML5","1"
"FAM66C","1.0086352148273"
"FAM47E","1"
"SNTG2","1"
"LATS1","0.994380853277836"
"LINC00452","1"
"MIR9-1HG","1.02082895013676"
"LINC02566","1"
"LINC01505","1"
"CATSPERB","1"
"ABCB4","1"
"OR51B5","1"
"CMPK1","1.01684919966302"
"ZNF483","1.01859205776173"
"NAIP","0.989861439675566"
"MPRIP-AS1","0.998324256388773"
"RNU6-1306P","1"
"GAS6","1.01300578034682"
"PRPF8","0.987750913871609"
"CAPNS1","1.00931050198581"
"RPL35","0.988833944807784"
"RPL28","0.994146847447581"
"EIF3D","0.972951387040094"
"PARK7","0.99560034787947"
"SRP14","1.00172109033398"
"GDI2","1.00549370055669"
"RPL11","0.986793807851899"
"ARF3","1.00164922656961"
"SNORA27","1.01121510089642"
"RPL24P4","1.00238086380715"
"HNRNPA1P7","1.00420751633987"
"RPS27AP16","0.99898104006696"
"RPS13P2","0.99202820787981"
"FAU","0.995367573011078"
"RPL18","0.985408560311284"
"EIF3F","0.985909212521181"
"RPS5","0.994078807241746"
"RPL27","0.995675716326991"
"RPL34","0.992961014851485"
"NARS1","1.00897884644651"
"STARD7","0.972338751966439"
"RPL19","0.982395813866567"
"RPS11","0.991770746094746"
"MIR3064","1.02992029963852"
"RPL6P27","1.00457494281321"
"CTDNEP1","0.979715082068752"
"RPL10AP6","0.981392483056069"
"KHDRBS1","1.0012483686092"
"RTCB","0.994623217922607"
"ERH","1.00197099105473"
"ABCF1","0.978705731329759"
"DAD1","1.02260273972603"
"KAT7","1.04574061586873"
"SART1","0.960934822835995"
"ILF2","1.00262536098714"
"SPAG7","0.960730785384292"
"ZPR1","0.998527968596663"
"C1DP1","1.01837384259259"
"RHOA","1.01512841562097"
"RNPS1P1","1.00036528727235"
"RPS24","0.990909090909091"
"RPL30","0.994579297700187"
"NPM1P6","1.01331384965092"
"ARF1","1.02028377785363"
"IK","0.97286579002296"
"SNX3","1.0067989368935"
"CANX","0.998515467867063"
"SART3","1.01790969477844"
"CNPPD1","0.998182392919235"
"SMNDC1","1.04906917266401"
"RPL14P1","0.978558149142739"
"GUK1","0.97621737960721"
"KXD1","1.007559085255"
"ATP6V0B","0.999213780287328"
"KARS1","1.00569769352983"
"H3P16","1.01291512915129"
"RPL12P4","0.9928353931578"
"RPL4P5","1.00059554827663"
"FNTA","1.01922422592719"
"RPS25","1.00285171102662"
"RPS10-NUDT3","0.987836534895795"
"ATP6V0E1","0.999442482809887"
"RPS3AP5","1.00394847811086"
"HNRNPU","1.0050274867265"
"EIF3A","1.01275139954385"
"MSN","1.04459492140266"
"ACTN4","1.01636772829571"
"PRKAR1A","1.13007912028966"
"DSP","1.00374128741287"
"RAD21","1.02116225984402"
"SNORA75","1.01203923209222"
"AP2M1","1.00006856359273"
"CLTC","1.0084104707873"
"AP2B1","1.07218866839229"
"LASP1","1.01508342602892"
"SF3B2","0.971714112658995"
"CSRP1","0.990593342981187"
"CALM3","0.998001383657468"
"MATR3","1.00717277787341"
"PTGES3","1.03560634680771"
"WARS1","1.03529199386226"
"NDRG1","0.972507989318391"
"UBB","1.03183912861332"
"PFN1","1.01917763692508"
"PTPRF","0.999753317874587"
"YWHAZ","1.01751768612542"
"YWHAZP3","1.06270910182723"
"SOD1","0.984328889793426"
"MARCKSL1","1.0004465171661"
"GABARAP","0.964887097664661"
"EIF3CL","0.984238924649754"
"NUCB1","0.983304940374787"
"LDHA","0.991606855708515"
"RACK1","0.987588057698759"
"SSR2","0.97921441134147"
"P4HB","1.00217916528495"
"SLC25A5","1.00217735550277"
"PHB1","1.00496263761337"
"S100A11","1.01820330969267"
"CTSA","0.997328923937929"
"CD63","0.983590893984713"
"SPARC","1"
"UBE2D3","1.01426831390291"
"SPTBN1","0.978080998693569"
"LAPTM4A","1.01564473812069"
"RPL32P16","0.988512789094808"
"CD81","1.00151506953087"
"UBE2L3","1.01900237529691"
"PTTG1IP","1.03721218262681"
"GRN","1.00557744771143"
"GLO1","0.988537175307603"
"UBE2L5","1.0067920585162"
"SRSF11","0.992962962962963"
"SF3B3","1.01860113940559"
"HSPA9","1.00125148986889"
"DDX24","0.979004717294532"
"PPP2R1A","0.988183738946709"
"GSN","0.985875018265063"
"HK1","1.00152409982854"
"KDELR2","0.99814585908529"
"NPC2","0.960027928085181"
"DYNLL1","1.01180142397347"
"EEF1B2","0.992733995442624"
"LITAF","1.00727709481419"
"PRKCSH","1.01370521760038"
"GOT2","0.998841335360996"
"FKBP1A","1.01837270341207"
"ACADVL","0.992341294604867"
"MAPRE1","1.01074011059124"
"SNORD34","0.981929181929182"
"RPL7P47","0.997091799640301"
"SKP1P1","1.0022327531213"
"ACTR1A","0.979089790897909"
"RPL10","0.993965875988348"
"PPP1CC","1.00881587821563"
"GPX1P1","0.991195891415994"
"SUMO3","1.01465201465201"
"RPS27","0.996836956121961"
"TPP1","1.01855077512628"
"GNB1","1.02045428862018"
"FTH1P2","0.980032379924447"
"RAN","0.970279499177944"
"RANP1","1.00558447704685"
"CAPN1","0.987074401008827"
"SRSF2","1.01483150778261"
"CALU","0.994758816736253"
"NFE2L1","1.01843801529006"
"ARL6IP5","1.02122063482575"
"DPYSL2","1.12585584464086"
"RPLP1","1.00048988732591"
"CTNNA1","0.998240114392564"
"CTSD","0.94066599394551"
"FAM120A","1.00347633136095"
"MAT2A","0.989245935219562"
"LAMC1","1.05234140054418"
"PTMAP5","0.994246659973743"
"MIR7-1","1.02185266630016"
"BZW1P2","1.03892543859649"
"SEPTIN2","0.993011323425336"
"ATF4","0.993375668143817"
"RPS15AP1","0.994762831063893"
"ANXA5","1.02316251203595"
"STMN1","1.01790676134609"
"LRP1","1.01244864932155"
"PSMB7","0.983840894965817"
"PEA15","1.1471666196786"
"ECH1","0.98287841191067"
"ODC1","1.04704880248522"
"XRCC6","0.991414764548633"
"ACO2","0.987940183309214"
"DAZAP2","1.00702283722624"
"SPARCL1","1"
"MCL1","1.27351916376307"
"HSPA1A","1.17594589296216"
"HSPA1B","1.20180074378548"
"SARS1","0.926265389876881"
"TMBIM6","0.99781532187591"
"HSPD1P1","1.03863102232667"
"ZYX","1.00010657572205"
"CCT7","0.979224234981066"
"PSME1","0.995908201387653"
"PAFAH1B1","1.02261001517451"
"ATP5PO","0.988175950534252"
"RPS15","0.991853963787166"
"PSMD8","0.947916666666667"
"TPI1P1","0.970013568521031"
"GSTP1","0.98219569687547"
"HYOU1","1.02523700555737"
"SNRPD2","0.984500822582042"
"PLOD1","1.06964303083358"
"PSMD2","1.04181600955795"
"RAP1B","1.06968807998563"
"RPS21","0.989879777498654"
"BCAP31","0.976560948155995"
"EPRS1","1.00661286707016"
"PRDX6","0.979157317377213"
"PPP1CA","1.01042571676803"
"SARAF","0.993240336754133"
"AHCYL1","1.00880523911727"
"IST1","0.987422122957564"
"GNB2","1.0109103307194"
"NCOR1","0.994952420355813"
"FLNA","1.10265551109494"
"CNOT1","0.875698324022346"
"DHCR24","1.00704989154013"
"RAB11A","0.999453817210826"
"PSAP","0.977406168710517"
"RNF114","0.983745844107868"
"RPL18AP3","0.985292881754769"
"STRAP","1.01578433499675"
"S100A10","1.00414700958758"
"CCT8","1.00889394487823"
"NOP56","0.99708498393004"
"PSMB1","0.996616232416494"
"CCT4","1.00465418335318"
"EPAS1","1.0309379403296"
"DNAJA1","1.09941256213285"
"PIPSL","1.00026689441657"
"UQCRC2","0.994255074684029"
"CKB","0.972203869749882"
"RHOC","0.98036724795011"
"PGAM1","0.994074811162875"
"SSR1","1.01941246321441"
"TRA2B","1.01378341828774"
"HDGF","0.99894034121013"
"M6PR","1.04485049833887"
"SELENOF","1.03961710839374"
"AHCY","0.978369837637572"
"PALLD","1.0203205022303"
"RPLP2","0.993891419070339"
"CCT3","1.01278785949273"
"TACC1","0.985253518281597"
"EIF4A2","1.01615899762368"
"PPM1G","0.961968680089485"
"KTN1","1.00680507497116"
"TAGLN2P1","0.990157124796821"
"SRPRA","1.02094554159186"
"PHC2","1.03012490815577"
"BTG1","0.953479079856156"
"LGALS3BP","0.996089883191447"
"SLC3A2","1.00059661421433"
"COX6A1","0.987481331810595"
"RPS23","0.998210194730813"
"RAB14","1.01973554371423"
"TMED10","1.02093963289378"
"VCL","0.996462018730489"
"DCTN2","1.01086659376709"
"RPS4X","0.99558371040724"
"DEK","1.02588413215449"
"CALR","1.01777294160319"
"RPL8","0.986707361150155"
"RPL5","0.986134242224718"
"RERE","0.998250048609761"
"HSBP1","0.993525762071756"
"HMGN1","1.00091505261553"
"SEC31A","0.991374543846069"
"GLUD1","1.01759530791789"
"MLF2","0.982916229581897"
"RPS20","0.998177468960018"
"CCND2","0.977452302948545"
"IMMT","0.961588929977335"
"SSRP1","0.990503975745094"
"SDCBP","1.03089479745631"
"SEPHS2","0.965126256435401"
"RPL31","1.01796224883296"
"UBA1","1.046084176878"
"PPIB","0.987884860630351"
"SERP1","1.01057095445885"
"TSPAN3","1.00727743548531"
"ACTA2","1.04435238211283"
"PPT1","1.01709159048322"
"TAX1BP1","1.0123232656654"
"MDH1","1.01750637944336"
"PDHA1","0.948797038864898"
"SERPING1","1.00021061499579"
"HIF1A","1.0094191522763"
"TRIM28","0.995909060425189"
"SNX17","1.00419078028338"
"IPO7","0.99535934542346"
"RBM14-RBM4","1.0338146811071"
"CKAP4","0.986490939044481"
"AARS1","0.986704082314425"
"PEDS1-UBE2V1","0.963345572219802"
"RNPEP","0.982540530910387"
"SSR4","0.968234988302574"
"CD9","1.02392090667953"
"HADHB","1.00963238431994"
"TXNIP","1.02255079246889"
"ANXA1","1.10827119029999"
"PAICS","1.0025889639068"
"PAICSP4","1.0120651369356"
"JUP","1.03263749072799"
"EIF1AX","1.01809116180559"
"YWHAH","1.09211559604209"
"DSTN","1.01124091890831"
"TAF7","1.02919228702764"
"EIF5B","0.984309023614659"
"CD99","0.92610712779418"
"ADD3","1.00535853468433"
"HADH","0.983986714904217"
"PFKP","0.988903581900765"
"ANP32A","1.00670279520821"
"RAD23A","0.937194433997744"
"GNAI2","1.08123028391167"
"DUSP1","1.01911375187916"
"RPS18","0.995459664930311"
"PLD3","1"
"PSMF1","0.982966561874821"
"GOLGB1","0.984347246891652"
"MYL9","1"
"CTTN","0.99778905582634"
"STOM","1"
"STOM","1"
"RCN1","0.988268284308115"
"PABPC4","0.997047367759769"
"CYC1","0.988556941208716"
"PSMC2","1.0128080019517"
"MMP2","1"
"SMARCC1","0.983455276514403"
"SNU13","0.996480353015339"
"TM9SF2","0.993605229501208"
"SYNGR2","0.982767778105636"
"PIP4K2B","1.01396006361548"
"DCTN1","0.979349308396649"
"SON","1.02306753196684"
"PXN","1.02853324948907"
"ARHGAP27P1-BPTFP1-KPNA2P3","1.01977112247383"
"ATP6V1B2","1.01992116757217"
"CBX3","0.995371977322689"
"RBBP7","1.00459248044411"
"SDHA","0.980881418587189"
"RPS29","0.982526115859449"
"DAP","0.980766829024603"
"ARF4","1.05145487423968"
"COPB2","1.00668374039603"
"USP9X","1.00056599501924"
"NBPF19","0.9942387709378"
"LGALS1","1.05936122163674"
"GPX4","0.968820238152169"
"POLD2","0.995087626128518"
"CPE","1"
"CPE","1"
"PGD","1.0089957774922"
"COX8A","0.978075290385782"
"PGRMC1","1.01714255102587"
"EIF5A","1.01922523455937"
"ITGB5","0.995877378435518"
"MGAT1","0.977941176470588"
"ACLY","1.01206740736803"
"CDH1","1.02115285934204"
"HNRNPH2","1.02733795884481"
"PJA2","1.09036850921273"
"COX7C","0.978419785511053"
"ECHS1","0.996637990705033"
"PLP2","1.02686534696541"
"HLA-DPB1","1"
"SSB","1.00105170902717"
"GPNMB","0.99511996746645"
"EIF2S1","0.997889182058048"
"TIMP3","1.00062932662052"
"RPL4","0.993699163707183"
"MFN2","1.02466496752446"
"RAB5C","1.1137004911694"
"NMT1","1.03052728954672"
"YBX3","0.997834354532009"
"IGFBP7","1.11164988188487"
"PUM1","0.995080676898859"
"BHLHE40","0.986494198211908"
"NUDCP2","0.976221669068518"
"TERF2IP","0.997695338636533"
"TMX2","0.978107386532186"
"ARCN1","1.01626475405207"
"UBA2","1.03271324384315"
"FBXO7","0.979554532529957"
"GNAI3","0.990646153846154"
"CHD4","0.990348602708153"
"HTRA1","1"
"ITPR3","0.98017839444995"
"PITPNA","0.992906494702902"
"IDH1","1.02044767090139"
"SELENOW","0.990848037924677"
"SLC7A5","1.06103047895501"
"PSMD1","1.03845581672121"
"CREG1","1.00233707264957"
"PCNA","1.03890021488787"
"RRBP1","0.997906336088154"
"TNFAIP1","1.00051222947881"
"HDAC1","1.00373273609556"
"LGMN","0.99272920730626"
"PLS3","1.07917118556995"
"ERP29","1.00751584497168"
"RPL3","0.984040178571429"
"CTBP2","0.993414993553141"
"RAD23B","1.09415867480384"
"SRRM1","0.989865487377925"
"NDUFB8","0.991826806129895"
"ARIH2","0.97816172601298"
"PSMD13","0.994625719769674"
"ILK","1.03937598439961"
"BTG2","0.870214338507021"
"CAPZA2","0.985671936758893"
"SPCS2P4","0.997728058477799"
"DDX1","0.975973303670745"
"ATP1B1","0.99394881020525"
"RAF1","1.00209890017631"
"OTUB1","1.00113484646195"
"SREBF2","1.00842471248997"
"SLC2A1","1.01958322872207"
"PKM","0.993812673351824"
"PSMC4","0.993920233463035"
"CDIPT","1.0008060615831"
"RPS6","1.00365944734877"
"BAG6","1.00210084033613"
"COX7A2L","0.966026143003433"
"SYPL1","1.06686191870848"
"BGN","0.997708810664445"
"TXNRD1","1.04345194868071"
"PSMC3","1.02808322126414"
"NUDCD3","0.994132616994203"
"RALY","0.991462823928312"
"AKR1B1","1.05566293003479"
"SRP9P1","1.00720076539604"
"PSMA5","0.998842945009439"
"FDPS","1.01956569664903"
"RAB5B","0.99527571251549"
"HNRNPAB","0.989539648107978"
"DAB2","1.01909250679022"
"ADRM1","0.980331331265263"
"APEH","0.981580788062485"
"MKRN1","0.995543366472403"
"SDC1","1.0045148397602"
"SEC11A","0.977629037329859"
"TOP2A","1.0416868637906"
"WSB1","0.776449245485281"
"MOB1A","1.01656786745706"
"ANXA4","1.00634495084897"
"EIF4A3","0.98294434470377"
"NDUFA5","1.01713729308666"
"ANP32B","0.994236574878785"
"SEPTIN11","1.01540921645588"
"NREP","1.00202922077922"
"SH3BGRL","0.985214521452145"
"ENO2","0.936165745082943"
"STK25","0.965877551020408"
"IFITM2","0.920002411381722"
"MYL12A","1.0222064827931"
"SMARCC2","0.997584541062802"
"ATP5F1B","0.96667846488345"
"EBNA1BP2","0.999871531346351"
"CCT6A","0.98879386611619"
"ETS2","0.969859589796368"
"RARS1","0.99828897338403"
"STAT6","1.11084984884112"
"VAMP3","1.00339558573854"
"ENC1","1.01707290294247"
"SNRPC","0.969956507193041"
"UBE2D2","0.993557422969188"
"ADIPOR2","1.01553924485882"
"GPX3","1.01566615832525"
"SLC9A3R1","0.943698765876948"
"FLOT2","0.968716912118587"
"YME1L1","0.993596820490175"
"BAZ2A","1.00637858233762"
"SF3A1","0.988706683168317"
"COPB1","1.01198766982532"
"TMEM109","1.02905063799053"
"OAZ2","1.02115697588401"
"ANXA7","1.01119029757439"
"ZFP36L2","1.01414871875491"
"CUL3","0.989553028299392"
"PLEC","0.999266478046736"
"PPP2CB","1.00291332847779"
"HNRNPF","1.01650851423372"
"TPD52L2","1.02653194263364"
"DHX15","1.05711077844311"
"UCHL1","1"
"PSMD3","0.981998199819982"
"ITGA5","1.057593769215"
"TRAP1","0.964794635373009"
"IGF2R","1.01074045095668"
"RBM5","0.995601421079344"
"SGTA","0.981479521642502"
"PHGDH","0.991582859641452"
"TRAM1","1.01917680074836"
"PSMB3","0.998335373317013"
"GRK2","0.98191933240612"
"MGST3","0.972516106152846"
"COPS6","0.998930099857347"
"RPL36A","0.994747038223679"
"PPP1CB","1.05652447993276"
"HSD17B4","0.997532510836946"
"GSS","0.987901492353989"
"BAP1","0.958714907671521"
"WDR77","1.00160038409218"
"MIR8075","0.983055311676909"
"CUL4A","1.0184703433923"
"ALDH2","0.990146396396397"
"VIM","1.17438378253859"
"SELENOP","0.956036152356359"
"CLDN4","0.985239612458547"
"RPL37A","0.999255952380952"
"DPYSL3","1.02021903959562"
"PTDSS1","0.970070884746653"
"TTC1","1.01126231816049"
"EIF4E","0.997708174178762"
"EIF4EP2","1.07577755371132"
"COL6A3","1.00020973154362"
"GBF1","0.960669236159776"
"DDX23","0.981978497950344"
"COX6B1","0.96210747351341"
"ATP6AP2","0.992184990900332"
"CNN3","1"
"TIA1","1.00209981101701"
"LINC02637","1.03205381875742"
"RHEB","0.999401555954518"
"RHEBP2","1.01858792544571"
"NPEPPS","1.00451166041812"
"BUB3","0.999000940291491"
"SCRN1","1.0184456109653"
"TALDO1","1.0004248489426"
"JUN","1.02130831287268"
"GSTO1","0.999519230769231"
"SQSTM1","0.994167095556699"
"VBP1","1.00657104500813"
"JUNB","1.1332931847837"
"RRM1","0.99291206150889"
"DKC1","0.98082376772451"
"SUPT5H","0.977474568060714"
"PYGB","0.974532172520765"
"SUPT4H1","1.02166758091059"
"RCN2","1.02023924991917"
"PPIF","0.997971460548405"
"AHSA1","1.07861591695502"
"RPL41P2","0.984084697090267"
"PRCP","1.00054225733984"
"MYH11","1.00103327133705"
"USP7","1.01726081442863"
"PPP1R11","1.00050053181505"
"NFKBIA","0.975124688279302"
"TGFBI","1.09809633833944"
"PFDN1","0.956867709557826"
"IGFBP4","1.00432858791843"
"IDH3B","0.998416666666667"
"AAMP","0.988524463053423"
"TSN","1.01290281573762"
"SRM","1.02479154258487"
"CBX1","1.00643469971401"
"TOMM70","0.988284375357184"
"GRSF1","0.989261918623456"
"NCBP2","0.984139447236181"
"SNRPN","1"
"UBE2N","1.01393448602904"
"APOD","1.09564492602626"
"ARF5","1.00880660148395"
"ATP6V1F","1.00433208711649"
"RPA1","0.9880084265111"
"EIF4A1P10","1.00818901866022"
"ZFP36","0.950249508543777"
"UBL3","1.01623882555565"
"DUSP3","0.99771403288843"
"ZNHIT1","0.984383103786089"
"SAR1A","1.01891300019908"
"PABPN1","0.980670570555009"
"PABPN1P1","1.00627227369922"
"TRIP12","1.01612163313454"
"KDM5B","0.977608028158466"
"LAMP1","1.00820556102593"
"GYG1","0.982653310530173"
"MCM3","1.01058441558442"
"VAMP2","0.983696759730997"
"RAE1","0.99838865613922"
"CLIC4","1.0216380182002"
"CLSTN1","1.00528842808434"
"SORD","0.833843128686913"
"GOLGA4","1.01645106861642"
"UQCRQ","0.9986806691646"
"ETF1","1.00962881293642"
"SNW1","0.993880578563481"
"GLB1","1.01174496644295"
"NME1-NME2","0.978885753109648"
"PODXL","1.0691335919626"
"FAT1","1.03257645218704"
"TMX4","0.939801128728836"
"DDX39A","0.953595618965269"
"IRAK1","0.999468838526912"
"TXNL1","0.994849315068493"
"ANXA2","1.0107458200263"
"NISCH","0.995300149540696"
"ZC3H15","0.990813093980993"
"PPP4R1","1.0082788671024"
"KRT18","1.00934403375909"
"COX7A2","1.00091977516607"
"INPPL1","0.975944218477629"
"OAT","1.04937333839727"
"PHB2","0.998057592385762"
"IFITM1","0.998319327731092"
"PPP1R12A","1.00923076923077"
"CNN2","0.996911003506428"
"PWP1","0.979293936081281"
"ICMT","0.997060058798824"
"RUVBL1","0.986829486605716"
"CALD1","1.00047785919083"
"GPAA1","0.964242697982536"
"SND1","0.961434573829532"
"DARS1","1.01921744061496"
"INSIG1","0.99654305468259"
"RRAGA","1.01055000703334"
"ACP1","0.993247755435186"
"IER3","1.09590341833966"
"EIF2B1","0.993013474014401"
"CYB5B","0.99125785095909"
"CPSF1","1.00062827225131"
"CLPTM1","0.993623804463337"
"BST2","1"
"IFNGR2","1.03436034829203"
"KDM3B","0.984450254575478"
"SCARB2","0.998697432080387"
"UBE2L6","0.979254783484391"
"KRT19","0.993050384710846"
"COPS5","1.01055082587499"
"HSPG2","0.976657011415914"
"ARL1","0.978314440611138"
"SMC4","1.01785381026439"
"TIMP1","0.994494039664297"
"GJA1","1.00021052631579"
"MARCKS","1.05469203108688"
"GYS1","0.98656158431848"
"AKAP1","0.98634641105662"
"HMCES","0.992935982339956"
"SRRT","0.980870083432658"
"DLG5","1.01085473266344"
"API5P1","1.00071658903619"
"API5","1.04271323914181"
"TPD52","1.00164473684211"
"EGR1","1.39290004003737"
"PNP","1.05033261200609"
"DNMT1","0.953127065979109"
"SRSF9","0.988850021862702"
"PSMC6","1.02330428192497"
"CCND3","1.01838417147568"
"PPP1R10","1.0918205159555"
"PSMD7","1.00157819225251"
"PEX19","1.05524239007892"
"NIPSNAP1","0.987142527675277"
"MYBL2","1.00182843211946"
"TUBG1","0.988734716307185"
"ACIN1","1.02536645308523"
"MRPL49","0.982541098508984"
"EPB41L2","1.01265353990494"
"LAPTM5","1.00494168808065"
"CDC123","1.01086956521739"
"KIAA0100","1.00356110999127"
"CLCN3","0.991518754918248"
"EIF1B","0.979511074232463"
"SGK1","1.26382765531062"
"NDUFS3","0.984705546026301"
"CD14","1"
"TWF1","1.01717212876186"
"SAFB","1.00061957868649"
"ECE1","1.0107778819119"
"COX6C","0.969248791916825"
"MCM5","0.998832344069281"
"RPA2","0.897293613707165"
"NDUFS5","0.968364791987673"
"TSG101","1.01689998738807"
"TBCD","0.985420808482439"
"WSB2","1.030276816609"
"MTHFD2","1.00988889535222"
"PSME2","1.05044129147581"
"DAXX","0.964521072796935"
"TMEM106C","0.990878473196744"
"ELAC2","0.911159507359567"
"CLINT1","0.986823075686968"
"SNRPA","0.979276106909889"
"SCAMP3","0.969362281564415"
"AZIN1","1.10498250291618"
"NCAPD2","1.01098753852338"
"EFCAB14","0.992977229197702"
"RNF13","1.06070472469431"
"AIP","0.892513074593999"
"MIR6752","0.973935969868173"
"RELA","0.981474959498486"
"RNASE1","1.01020408163265"
"ADAR","1.00161860799712"
"DHCR7","1.00600248378639"
"AEBP1","1"
"SMG7","1.01021324354658"
"LBR","0.996606269772793"
"VARS1","0.967878275570583"
"OSBP","0.994006330392619"
"SLC29A1","1.03490802675585"
"PRKAG1","0.952116763400478"
"ATXN2L","1.28019586507073"
"VPS26A","1.00085670226741"
"ENG","0.912962676165402"
"SH3BP5","1.02067048810144"
"TOMM7","0.948962247271426"
"TBC1D5","1.01874473462511"
"NIPSNAP2","1.00062704661046"
"LPCAT1","0.961160927468563"
"SCARB1","1.00208900999092"
"KRT5","1"
"RNF14","0.992849339557056"
"SCCPDH","0.999563547486034"
"SMARCD2","1.01078047699919"
"RTL8C","1.00079396585947"
"NET1","1.01727277744054"
"USO1","1.00072306579899"
"HDAC2","1.0123428440209"
"PRKAB1","0.951688198892629"
"SUPT7L","0.999860811469135"
"EPCAM","1.01296341167919"
"NEDD8","0.970331158439"
"HSPB1","1.15421872420056"
"EFEMP1","1.02153209109731"
"LIPA","1.05933852140078"
"BNIP3P1","1"
"BNIP3","1"
"CAPG","0.969827317498909"
"SH3GL1","0.992975365665897"
"CDC25B","0.99550234384898"
"ATMIN","1.06248289701724"
"SRGN","1"
"SRGN","1"
"PLAT","1"
"LRRFIP1","0.979566563467492"
"FAM32A","0.988518467284548"
"GDI1","1.00151591712986"
"TBL1X","0.980248421909998"
"TOMM34","1.02588266525086"
"ABCE1","0.996004124774426"
"MPZL1","1.01765435633171"
"B4GALT1","1.0069016514666"
"CEACAM5","0.977943615257048"
"CYB5R3","1.00560131795717"
"RRM2","1.00986862394375"
"B2M","1.01002199951112"
"IMPDH2","0.972058823529412"
"DCN","1"
"PSRC1","1.02370731707317"
"CKS1BP2","1.01591708310198"
"UBE2A","0.998526486406837"
"AKR1A1","1.00777808370044"
"MIR6764","1.00570905369742"
"UQCRC1","0.962064825930372"
"CTDSPL","1.01988444511143"
"DVL3","0.974504051411009"
"RPS4Y1","1"
"COASY","0.988609457989377"
"SEC63","1.00619403487511"
"SLC25A36","0.909502577678696"
"SLC20A1","1.04296724470135"
"DNAJC25-GNG10","1.02434427516884"
"NSA2","0.982996072192115"
"PRDX4","0.970163316582915"
"AFF1","0.996536473597272"
"CD55","1.06918744971842"
"PKP4","1.0164338537387"
"MCM6","0.957282071819517"
"ETFA","1.02381100018602"
"LRRC41","0.977468016039717"
"CHMP1A","1.00510899182561"
"WDR82","0.995133242328922"
"EIF4G3","1.01422896352474"
"DNPEP","0.959799757281553"
"CDK2AP1","1.02688202405828"
"PLK2","1.05744807121662"
"CPD","0.985917437525887"
"HEXB","0.985161140737306"
"FURIN","1.05417533107147"
"CCT2","1.01201923076923"
"GNL2","0.971264774577111"
"CAPZB","0.983545250560957"
"CIB1","0.979739207231545"
"CCNC","1.0089705518436"
"GNPAT","0.995049823207972"
"RNF41","1.0043115310522"
"NDUFS2","0.963404556722937"
"PGM1","0.969658028128793"
"NASP","0.98062015503876"
"ATP6V1A","1.01853197674419"
"CCZ1B","0.993218986836857"
"RSU1","1.07398805573988"
"PAPPA","1"
"PAPPA","1"
"WASHC5","1.07144583165526"
"CREBL2","0.989591331797628"
"KIF5B","1.01409990791897"
"MORF4L2","1.02307076813656"
"SPEN","1.02278223240423"
"ST6GAL1","1.02354061777113"
"DYNLT1","1.01512122610077"
"NDUFA6","1.01007341642479"
"ACAA2","0.995874679451444"
"ST14","0.99287988422576"
"NID1","1"
"NID1","1"
"TWF2","0.995522995522996"
"EXT2","0.994651797906236"
"MEST","1.03051793291868"
"EPHX1","1"
"LTF","1"
"LANCL1","1.05714538850004"
"ALDOC","0.913380839271576"
"EFNA1","0.948883822047829"
"GET3","0.967302091607096"
"ACAA1","1.00729064039409"
"SDHD","1.04933232258441"
"TMEM184B","1.00016319869441"
"RPL38","0.985410188950012"
"BCKDK","0.966063829787234"
"WIPI2","0.981970013285253"
"RB1CC1","1.01899757477769"
"SFRP1","1.00063184498736"
"UBE4A","1.01255600094317"
"MYO18A","0.989819662594532"
"FIBP","0.958840413318025"
"HARS1","0.990762734230668"
"SMS","1.03338492151227"
"CBX6","0.995818877324082"
"ZMYM4","0.929254444942477"
"RAI14","1.04465225014611"
"KPNA1","0.977260183243183"
"CTR9","1.05396430053964"
"SEL1L","0.997333111092591"
"PPFIA1","0.979103038096769"
"IDH3A","1.01101656963726"
"SDC4","1.05224472529216"
"OPTN","1.00842858792287"
"PLTP","0.988928971265083"
"BIRC2","1.03438962909615"
"NDUFAB1","0.997874924104432"
"COPS3","1.00290253589979"
"TRAK1","1.02253981216823"
"IER2","1.01089621356579"
