"Gene_Symbol","Tabuchi2011a"
"CAMKK1","3.26720127828924"
"ZNF625","1.9231925845996"
"ZNF563","0.30991314726871"
"CLEC4D","2.38785047248039"
"GPRC6A","5.30726612535842"
"ZNF417","0.109713815923285"
"HELB","0.763704251225583"
"SOCS4","1.00503731239151"
"LINC02904","1.96627227901663"
"ZNF547","13.9080247316774"
"SIM1","3.80421061862355"
"PROM2","0.489245427093818"
"TSNARE1","3.81855074881544"
"CAPN13","0.745704227993378"
"STMN1","0.326661221632344"
"SIGLEC10","1.52896763712439"
"RFX4","1.91403424408412"
"WFIKKN1","0.571005111763105"
"SENP1","1.55350078933093"
"KLF14","0.179852064828051"
"NXNL2","0.10070806756778"
"BRS3","0.104114476386037"
"TMX3","1.39970266625506"
"SNX18","0.148054638027629"
"FBXO39","0.594280706045412"
"B3GNT6","4.85031798881773"
"ZNF619","1.00330447021387"
"GARIN2","0.16448326055313"
"SLC26A1","7.81334116616026"
"CLDN15","1.20061727487406"
"RAB42P1","9.43294162096356"
"M1AP","0.104333406769792"
"ZSCAN4","2.93806448154799"
"VWA5B1","0.256513412281339"
"LINC00311","2.11294969791038"
"HTR6","2.01665707508861"
"MAGEB6","0.34428026570261"
"ELOA3DP","5.21189107444977"
"RUSC1-AS1","0.38306520849018"
"CACNG6","1.39702467731192"
"LMNTD1","5.21668128102199"
"CD200R1","0.294472959202929"
"LINC00334","3.40853212019882"
"ATOH7","22.809509569378"
"AMER1","0.647462231767535"
"NKX6-3","0.295817071063719"
"TBATA","1.22399836172212"
"EXOC3L2","1.19212447553975"
"CAMK2N2","0.994362946909259"
"KCNG3","0.341870418395708"
"B4GALNT2","5.06412324662091"
"FMR1NB","4.40095978169671"
"GCSAML","2.64051833381024"
"SIGLEC11","0.0900100717897299"
"MAGEB18","0.174636594117079"
"CD276","0.51047721727963"
"IFNL1","0.390769467718088"
"C4orf36","2.06567832397918"
"RIMS1","10.9141127506621"
"PITPNM2","0.120484009102699"
"GRK7","1.91038166736225"
"MMEL1","1.26875916582398"
"PDE8A","0.670359269706942"
"NLRP6","0.869470390213835"
"RTL3","0.371010570555273"
"ATRIP","1.10928492400862"
"ZIC5","1.75165624053709"
"TEDDM1","0.0766345837692423"
"TRIM67-AS1","0.992813859540087"
"PANX2","1.51478612810487"
"ZNF114","1.16025402561514"
"CCDC27","3.5503068267446"
"CFAP161","1.10996466106047"
"RBMY2FP","0.985953209590101"
"NEUROD2","13.5346675400953"
"LINC02899","2.30551892040715"
"LINC00208","2.2674628380283"
"LRRC15","4.40589872370348"
"CBLL2","0.909048782542758"
"ZMYM6","0.718611945573423"
"SGCZ","0.479802342354719"
"LINC02551","0.13986845305086"
"WNT9B","1.04770126715636"
"CNPY3","1.40755595911962"
"LINC00471","0.119781453167023"
"FGF4","2.3951135672915"
"C11orf65","12.715041836084"
"GARIN5B","2.35889997869446"
"OR5P2","0.180169615693776"
"DYDC1","0.760594193922199"
"IL27","4.93810121153294"
"IQCF1","1.40444439026769"
"DEFB125","0.182394890879785"
"WFDC10B","0.16807738814994"
"DEFB105B","0.400264931175488"
"PKHD1","1.88104478218466"
"PKD1L1","7.0022988726867"
"ADGRG4","0.125992680278199"
"REXO1L1P","1.23423866099091"
"TAF1L","1.88308791486043"
"CNTNAP5","0.0435318217737524"
"TMC2","1.15868124353422"
"SMCR5","4.48838121384449"
"ZIM3","1.74266569197559"
"NOX5","0.697340961098398"
"DAOA-AS1","9.79168549393458"
"KLHL4","1.19167186062387"
"GPR156","0.244582517140059"
"SUOX","0.573999026714995"
"IL31RA","0.40509731551317"
"ADGRF2","0.803160714891308"
"CD300LF","0.842851843536153"
"GJA10","1.6375111346039"
"WNT9A","1.41010514287467"
"GAL3ST2","0.920407991799835"
"PIP4K2B","0.536127264220306"
"ODF3","0.125795540053024"
"WFDC13","2.28149909342821"
"SLFN5","0.0470969188965926"
"SERPINB12","2.01331250351125"
"PGLYRP3","0.483169675946893"
"PSKH2","2.85308367520969"
"OR6W1P","0.963740049644783"
"MOGAT1","0.141432800277828"
"GPR78","0.881548957432497"
"H1-8","1.03743977053044"
"TAAR9","4.32921389681466"
"GNRHR2P1","0.401973200826162"
"MYOZ3","7.86955515396462"
"ASB11","4.19203241521021"
"SDR9C7","0.269339619495996"
"OR5P3","8.35037978796864"
"TRIM40","0.201115605972141"
"CSN1S2AP","0.418307643479101"
"WFDC12","0.166463029829869"
"CRYGN","0.928478669654081"
"STARD6","0.112646278670619"
"C11orf40","0.0982615459977094"
"ZBTB7C-AS2","0.175514287324579"
"WFDC2","0.584816549142605"
"TAC4","1.57973929547706"
"BCL2L11","1.31296447547281"
"TIGD1","1.07356739959942"
"CCDC69","0.696980749140546"
"DDX46","0.654365726079066"
"CDK8","1.8260226885535"
"PTK6","0.228565627056109"
"STK38","0.759682608426653"
"CLSPN","1.49865744978375"
"RBAK","1.29848058803216"
"WDR62","0.0760969502238212"
"SLC39A12","0.969184180868727"
"RNF168","16.3056121166242"
"GATA4","0.356114767654391"
"TC2N","0.592980197140574"
"C9orf72","0.21898412685785"
"KLF11","2.31216691773759"
"ANKLE1","1.13552400855132"
"PLXNA3","1.62203919603292"
"LACC1","1.58109727053593"
"TEX55","1.18765519687833"
"RANBP3L","0.0459834272154106"
"KDM1B","1.74924854060202"
"ATP6V0D2","0.441756640392131"
"LHX4","1.00456652694112"
"RNU6-646P","1.90015399769003"
"DNAH11","0.286215136467162"
"ADPRHL1","8.12284548537317"
"LRRN4","0.547632295383735"
"SH2D1B","8.02980779537753"
"SSTR3","1.6020998229065"
"ADAMTS19","0.228497573905519"
"UMODL1","1.73765086376903"
"ZNF441","28.2513355798471"
"DCAF4L2","0.291088784628605"
"STOX1","1.37440572653052"
"CRMA","0.148729807948878"
"KRT78","2.91510443843162"
"ZNF41","1.55287242617425"
"AMMECR1","1.66585572772413"
"OXER1","0.968512572067365"
"LINC00052","0.798105590331739"
"CCDC89","11.9748405105044"
"ZNF572","0.896297368681233"
"PCDHAC1","0.991219177886606"
"HIPK4","0.821907601603754"
"NKAIN3","0.990777570488226"
"ITIH5","7.15566030915164"
"POMK","1.88358329124306"
"ZNF709","6.95950186206233"
"CCDC57","0.244113633350749"
"SMC1B","39.8977005230298"
"ASB16","1.33118815777713"
"MAGEE2","0.199456204101339"
"ERVV-1","0.517100292505003"
"GAL3ST3","0.955053443723887"
"FLJ30679","1.92197266501181"
"UTS2R","1.02225074157851"
"USH1G","1.05434694329998"
"CNOT6L","0.978512983966664"
"CNOT6LP1","3.02414453660576"
"DIP2B","0.777411702477219"
"SNRNP48","0.998640107832859"
"ZNF560","1.43306547827918"
"RTTN","2.00050957107409"
"BTNL9","2.06437247309622"
"PUS10","2.25178218414904"
"PLCXD2","0.345245523421313"
"UMODL1-AS1","1.23211433606873"
"LMLN","0.568862912206892"
"RAD9B","2.48204003740178"
"NYAP1","1.18575793351203"
"RSKR","0.722914932457101"
"MRGPRX3","26.6570835973959"
"ABCA13","0.254792005635454"
"ADGRG7","0.525106094319229"
"CD300LD-AS1","0.600824507437115"
"LINC02910","0.589877533326108"
"SLC5A3","2.9083340383597"
"KIF19","4.38365444862155"
"GPR82","1.47906827889267"
"RIBC1","0.92151643106297"
"OXGR1","4.73923075359314"
"CDC14C","1.92838611884392"
"SULT1C4","7.06525191169216"
"CATSPER2","0.993685084144097"
"POU5F2","2.05660478857662"
"RXFP2","0.815448609255309"
"BEND7","4.80741904951097"
"SSMEM1","7.70025370543464"
"MAB21L3","0.857838555000662"
"BASP1-AS1","3.58476205603704"
"SLC35G6","1.73754137901607"
"UROC1","0.445820562073914"
"KCNA6","12.5982936984728"
"AMER3","2.29459765943935"
"ERVW-1","2.18345769612793"
"FBXL18","3.63101696609507"
"DNAH6","104.204495154984"
"LINC01600","0.128200653331543"
"PNPLA1","0.927333661935467"
"DEPDC4","2.74699828473413"
"ANKRD23","0.266520452040882"
"EPHA10","0.503190512866503"
"WDR64","1.6318499520332"
"AXDND1","3.84759492716281"
"HEATR9","0.599135069341989"
"PARP15","2.69083107497742"
"ARHGAP42","0.157547073540641"
"LINC01101","0.55291584590768"
"ATM","0.0599785673236199"
"CALHM4","0.914666748421117"
"NPHP3","6.51656504226832"
"ATG9B","0.169042805389928"
"CXorf58","0.225371388678113"
"HILPDA-AS1","0.120462332975743"
"MRGPRX1","0.429773722136171"
"CSMD1","3.96083146525372"
"MACF1","0.988403088575223"
"LCAL1","1.64688624044821"
"SLC17A8","5.53586913153345"
"LINC02873","10.7650173324239"
"SATB2-AS1","0.996939293292739"
"SLFN13","0.985102563595363"
"C12orf40","0.241615060534743"
"CFAP57","1.6149045590195"
"C5orf64","0.971715131933226"
"LY86-AS1","13.5367619982816"
"EDARADD","0.812043596930255"
"C18orf15","0.210305508623293"
"MUC19","0.866409603349504"
"KLHDC7A","7.37270450751252"
"NDUFV1-DT","1.2735434016786"
"FER1L6-AS1","0.0706470239512293"
"C1orf127","0.626804294594085"
"CCDC162P","0.907004149354"
"LINC02880","0.390460299667836"
"LINC00304","3.78556447160222"
"TERB1","4.8360382037369"
"MYO1H","2.41898308356372"
"ASB14","0.651694459386767"
"RPTN","1.38133413914306"
"FEZ1","0.978665063520691"
"LINC00269","0.775068370389827"
"STPG4","0.575754972497644"
"FAM9B","4.99569859092679"
"FLJ40288","3.33442904869813"
"CES5A","4.39514532014875"
"DCAF8L2","2.86153803702988"
"SLC35G3","6.17963133477352"
"KIRREL3-AS3","2.95108848470498"
"TMEM145","1.53885628561447"
"C15orf32","0.849478600386483"
"TSGA10IP","0.366702060910276"
"LINC00477","0.0931638418079096"
"CCDC140","0.24207650890741"
"C17orf78","2.88809324368735"
"TEKT5","0.979470880786322"
"PAX1","0.064799814491776"
"TDH","3.44412768057329"
"LINC00615","1.39202446906741"
"SERPINA9","1.25470293724967"
"MRGPRX4","1.36743247438684"
"A2ML1","3.05746831213611"
"CPO","0.863730514523548"
"MDS2","4.04746628592428"
"GJD3","0.54873040738479"
"HOXC12","1.53622656846321"
"VNN3P","0.0719302171732341"
"FERD3L","10.6103337823293"
"DEFT1P2","3.89194942178167"
"LINC00314","1.00231122696005"
"DEFB104B","0.117060710238731"
"NLRP14","3.44301755588337"
"NLRP13","0.462585421553353"
"NLRP8","1.94778420269687"
"NLRP9","0.554677087728463"
"TAS1R2","1.312587791754"
"ITGB1P1","1.1734720882975"
"JPH1","0.425837485438008"
"NLRP10","2.36184293772325"
"RANGAP1","1.40951584448588"
"KRT73","1.98907269227368"
"KRT74","2.77563746475932"
"LMX1A","2.59187244475345"
"GPR101","4.40843217537827"
"VN1R2","0.568263440211489"
"VN1R5","0.0512315514092502"
"MT-ND1","1.11804278635622"
"TAAR8","0.18789445106515"
"TAS2R39","1.15794413297439"
"TAS2R38","1.42565957256236"
"TAS2R40","2.22417347627258"
"TAS2R41","0.853364650549526"
"TMEM171","0.372298277850431"
"VN1R6P","1.64723078432633"
"TAS2R50","5.72641602428878"
"MT-TD","1.08135284917721"
"H1-6","0.267049998710044"
"MT-CO1","1.16933971559522"
"EFNA2","8.27458528389906"
"IFNE","0.816458206511396"
"MT-ND6","0.709324710482779"
"SREK1IP1","0.994157996374658"
"FBXL19-AS1","1.62885296069611"
"POLE4","1.32096652486303"
"MT-ATP6","1.118069288801"
"FAM27E3","5.73579503381547"
"SYCP3","1.58450354854269"
"TMIE","0.170403659243745"
"MUCL1","1.23654979548632"
"LINC00189","9.50585453936224"
"FOXC1","0.518862384979064"
"LINC01198","6.70453692146894"
"TRIM43CP","3.06112495710438"
"TRIM42","0.32566701663618"
"FSIP1","2.23131959720203"
"FAM98B","0.267129293794446"
"CABCOCO1","0.627174506638696"
"SLC9B1P1","8.08844414341585"
"WEE2-AS1","1.10963822531914"
"DYNLT5","1.32683034680255"
"TMCO5A","15.3380120238903"
"PPARGC1B","0.991692719086101"
"XKR6","2.24171815464538"
"TSGA13","1.88115474284027"
"C9orf163","0.871210317587987"
"HDX","24.2695635076681"
"C18orf54","1.00508019864148"
"SYT14","2.03463967290784"
"TECTB","0.839503170406007"
"LINC00896","0.705508977970877"
"HUS1B","1.39517052893428"
"NPB","0.688289291725851"
"KLC4","0.50555465029964"
"TIPRL","0.648603633895486"
"PRF1","1.00756919792633"
"FBXL14","0.146429907132811"
"C18orf25","1.50615724506567"
"ZNF569","2.66339308911406"
"DUSP18","1.26540794477352"
"ZNF697","0.663667625422316"
"ZNF791","0.535964925406635"
"HTRA4","0.700358907867787"
"LINC00525","0.0862003083766862"
"PRPF38A","1.38050155324234"
"FAM218A","8.82339128648162"
"RHEBL1","1.94873444350766"
"MCRIP2","1.27650825427804"
"RNF152","0.0825650055630162"
"ADGRG3","0.0804758473297488"
"ZNF644","0.605184488424965"
"TBC1D32","1.0144945645383"
"LRRC43","2.70198695048862"
"ZFC3H1","3.60464515158778"
"IRAK2","0.984899547331092"
"ICMT-DT","0.701843484816172"
"METTL21A","2.33649486061429"
"OTOGL","0.856947469687069"
"FAM76B","1.72424106326659"
"SPATA25","1.0049761084565"
"GLIS3-AS1","1.89552780210981"
"MCM9","0.314588885179227"
"PRR14L","2.0954942754375"
"KLHL32","1.54768382811525"
"SLAMF9","0.198676253231344"
"GOLGA4-AS1","1.14185690571555"
"UBE2U","3.14399373940263"
"METTL27","1.00052094233692"
"LINC00638","1.51636129573079"
"ZC3HAV1L","0.944305208824903"
"KCNJ5-AS1","0.739925087558351"
"KIAA1109","3.88851937649692"
"STOML3","0.832029171860737"
"FBXL13","0.99296455424275"
"FAM227B","2.94319294236255"
"SOX3","3.91727883426758"
"SPATA32","8.37627895016953"
"C3orf49","3.90111866006382"
"NKX2-3","9.0217392506078"
"TMEM252","0.18783799218744"
"FAM222A-AS1","1.53069955062303"
"TLE6","1.02052446446186"
"RTP1","0.354099706744868"
"PRR35","4.84171318468711"
"CYP1B1-AS1","0.613011165720284"
"MAGEA2B","47.9404928513739"
"LINC00315","2.88682708351629"
"COL6A5","0.452152271384717"
"PGAM5","0.366137528025139"
"C4orf45","0.324817267214321"
"CCDC149","13.057409389815"
"BEND2","0.647940557996542"
"C10orf67","5.36427578145469"
"CBY2","1.00949602165803"
"CCDC26","1.00854700854701"
"B3GALT5-AS1","2.06586592219599"
"SPIC","0.0820294233032562"
"IGSF22","0.750896363838208"
"DCST1","0.883379068526565"
"WDFY4","2.36103264242274"
"GPR26","3.80472351961721"
"CSNK1G2-AS1","3.69711256502632"
"NATD1","0.500495500213508"
"KLHL34","0.0545696887786918"
"ZSCAN10","12.2255556562099"
"SAMD3","0.170468901240358"
"GOT1L1","0.0474222399688836"
"LINC02870","0.809457262641531"
"LINC00504","1.21023386990923"
"ZNF99","0.436227110001629"
"SIGLECL1","1.18612284340923"
"LDHAL6A","1.00150591909868"
"MRGPRX2","0.480205016431965"
"NTN5","0.640562597342189"
"KLF17","0.336558101260919"
"CCDC105","2.1252206438598"
"C11orf42","4.97744216062106"
"POM121L15P","3.41107484527996"
"ZNF486","1.60150318275941"
"CFAP47","0.625162733346715"
"EXD1","1.75488185574413"
"NBPF4","7.05738256609326"
"ZNF663P","1.68511935536583"
"LINC00955","1.35515912007822"
"LINC01517","20.9248291798394"
"LINC00479","0.152074315214306"
"LINC02907","4.04099222654683"
"SHOC1","0.078895355874551"
"SLC22A24","1.33170374435929"
"FMO9P","3.30664698925213"
"C7orf33","0.41334755348717"
"ACER1","2.79768164307712"
"OSTCP1","0.952323404092707"
"LINC00305","0.476682944337921"
"BFSP2-AS1","6.88132840982724"
"MIA2","8.98404348248083"
"GPHB5","0.89768347306124"
"DCD","1.18769608358227"
"ALG14","0.905372825899776"
"TMEM237","1.01212679287687"
"ZNF564","0.940194365109749"
"B3GALT6","0.438899427702405"
"SNX21","0.192779615881214"
"ADAT3","1.01982711612897"
"SPINK6","0.195295014767189"
"CYP39A1","0.575916477702192"
"ZNF121","0.738015386853291"
"BRICD5","2.34600441275729"
"MED25","0.979188306391509"
"DMRTC1B","0.909103292903361"
"TRIM37","1.10576337666956"
"RSPO2","1.04726872626855"
"CHD2","0.378690078113366"
"USB1","1.22389201595716"
"SNRNP35","4.78861490446501"
"GPNMB","0.712654082853897"
"BICD1","0.594852219263728"
"ZNF12","0.558223493871118"
"CCDC13","2.86743307208657"
"ZBTB24","0.97905907335336"
"TMEM239","0.301569837832307"
"ZNF670","1.27255716148953"
"MRAP","11.2933504726708"
"ZNF24","1.84860312985652"
"TXNDC9","1.23150078076877"
"DCAF8","0.45753889566809"
"SMPDL3B","0.154476651232325"
"CNOT1","1.57605563104191"
"ASH1L-AS1","0.418041450635689"
"SETMAR","0.468264953249271"
"XG","2.84904356603297"
"C8orf76","0.825759456471691"
"KICS2","0.759412870356631"
"DEUP1","15.8340123433576"
"SLFNL1","1.77294895327019"
"TLCD5","5.44419575564346"
"NOL9","0.817705932161362"
"DDX51","1.45008779906557"
"SBDS","1.2968310432215"
"SNAPC5","1.36017152293187"
"RBM33","1.82380784770956"
"MIR31HG","1.21411796182888"
"TMTC4","0.759631100762453"
"TMEM185A","0.989794794611064"
"CARF","10.067406038857"
"PARP11","2.7173995057816"
"CCDC60","0.480812364495301"
"HSD17B12","0.98701619300185"
"NLGN4Y","0.217947202083824"
"MSRB3","0.978647295518818"
"ADIG","0.273657416088506"
"CCSER2","16.1290816907328"
"SUGT1P3","9.75755077459209"
"PPP1R21","1.06970046423608"
"OGDH","1.18810216883277"
"WFDC8","9.70538277541797"
"ZNF446","5.55855126621183"
"SLC25A27","12.0249218231782"
"TWIST2","0.128321672406129"
"GOLGA7","1.26577483849487"
"MBLAC1","1.44023007320828"
"ZMYM3","0.282006572329153"
"CD300LB","1.42897944378922"
"C3orf33","0.823409194522902"
"SLURP2","3.40041745816653"
"TRIM74","0.35745155502707"
"POU2AF2","2.07484696253909"
"C5orf46","0.681181681898916"
"IZUMO1","16.7922705978977"
"SH3YL1","0.322400509842798"
"CABP4","4.17717474302496"
"GRIK1-AS1","0.210173219909737"
"ZCCHC13","0.806749137057187"
"ARHGEF10","0.440276305758539"
"LINC01869","0.980324782835499"
"LINC02712","0.112843065328309"
"BAALC-AS2","16.2318752284635"
"C1QTNF9","0.147136107732733"
"SDCCAG8","1.01180320956803"
"ITGAL","1.00253453704883"
"C1orf210","0.964860393335883"
"ZNF638","1.18320686405793"
"CERS3","10.3585355040262"
"DNAJC5B","0.720798265032081"
"KLHL29","0.46394166017739"
"CKAP2","0.569985872723731"
"MORN1","14.0145213786964"
"ERAP2","19.9870058240084"
"SART3","0.822973444958352"
"TRMT2B","1.12895042634327"
"C9orf43","0.804820606209179"
"NOCT","0.741955216786664"
"TRIM4","0.554484917692041"
"FHIP2A","1.82452507340217"
"HERC3","0.443645751331327"
"UHRF1BP1L","1.51892725674004"
"NPAS4","2.03053274847224"
"SVOPL","0.038509705461175"
"LHFPL3-AS1","0.256115805959393"
"LIF-AS2","0.83161012038885"
"EIF4G3","0.570127695206196"
"SUPT6H","1.23470613348513"
"RNF170","1.70293520525791"
"PGLS","0.627384995085325"
"TRMT61A","1.35431992185758"
"NFS1","1.63180281534028"
"DYNC2LI1","0.559333303003321"
"DOCK2","1.44442776638905"
"LRRC18","0.784828368183344"
"SLCO4A1-AS1","0.883184417949521"
"CYTH4","0.219625932107367"
"COG3","1.48414070216396"
"HELQ","0.66434083814038"
"STAP1","1.00650117806582"
"CDKN2AIPNL","0.757933167253672"
"DENND4A","0.989575301296257"
"SIAE","0.479086882168311"
"FCHSD2","1.68640962123934"
"BTG4","1.3336428625076"
"PPP2R5C","2.14621998324069"
"CALHM1","0.626163321450553"
"NT5C1B","0.0526553260656335"
"PKD1L2","3.23743154397376"
"HACD1","2.6200149162332"
"CNTNAP4","2.23097401551083"
"NEK11","0.379260720225311"
"LINC00656","0.696115404318397"
"TRAM2","1.01604605274584"
"PADI2","2.48416381768905"
"CST9","0.269404105058921"
"AZIN2","1.70010907488605"
"UEVLD","1.46923372137649"
"LYG2","6.61288692281165"
"DYNLT2","2.97426265346737"
"LINC00161","3.59285328085651"
"APH1A","1.20048571582482"
"ATF3","1.60867190515377"
"SMIM11","1.28428272181649"
"ZNF146","0.99492822046692"
"REG4","0.534922388437777"
"KIAA0513","2.02808241940844"
"BEST1","7.47760153540291"
"SLC35F6","1.47693343426572"
"JPX","2.21495848926171"
"HILPDA","0.621965574246223"
"LINS1","0.401373587259402"
"DNAJB9","0.743221757713495"
"KRBOX4","1.46033707753182"
"SRGAP1","11.7204131907938"
"ZNF808","0.764608514671539"
"HEATR3","0.529539676167536"
"ARMC10","1.171270295683"
"TMEM37","0.273301083681263"
"SERPINC1","1.83664711624367"
"MTHFSD","12.1104473437094"
"RAD51B","7.93028330520681"
"PPA2","2.01184196524938"
"OSCAR","0.716604803690157"
"NAALAD2","0.0470932310125655"
"GHITM","1.31582873931271"
"CEP89","1.65342609646598"
"RNA5SP530","0.764953082627774"
"CD80","0.265242242076783"
"ZNF778-DT","0.507455807396161"
"CNNM2","0.352979519874847"
"OLFM3","0.238409860498961"
"VSTM2A","3.36968320356437"
"DPYD","2.23698767260411"
"TMEM126B","0.821365443723055"
"DNAH14","0.520210462289886"
"GPRIN2","0.0866998508810619"
"SPAG9","0.536620637881131"
"MBP","0.580966620079956"
"APOBEC4","2.89618333698938"
"ATP11B","0.662510090596393"
"GPR62","2.04608800432127"
"KCTD17","0.482335617590396"
"DYNLRB1","0.53531464241346"
"BPNT1","0.626973829025569"
"PSMD10","1.45226772039025"
"ZNF70","0.628726051081655"
"MYO18B","0.457811981501747"
"RHOBTB2","0.64192456831999"
"LENG9","0.420153465737529"
"SLC1A6","7.71323543731864"
"SYMPK","0.374879019103201"
"NKAIN2","0.057266291998242"
"LIPT2-AS1","0.86159382973245"
"ANKMY1","0.131425440027726"
"RUBCN","0.262914721207075"
"PTBP2","1.84983006284468"
"SERPINB8","1.00904675843936"
"AGFG2","0.16114614577482"
"MBLAC2","0.338925005569395"
"DGKE","0.371428652088238"
"ASCC1","1.02144342712343"
"ZNF57","0.703086967320725"
"MYT1L","0.13534239933943"
"ZNF154","0.209529817704827"
"CBFA2T2","2.36316800873763"
"PALM2AKAP2","7.09543686019718"
"TET3","4.04684940724411"
"RNF32","1.0202275721186"
"RGS11","0.0694465225972397"
