"Gene_Symbol","Tabuchi2008"
"HSPD1P1","1.62810954784744"
"RPL12P4","1.1919404265089"
"CIRBP","0.757215877583011"
"CCT7","1.14072451327931"
"PSME1","1.21234160817143"
"ATP5PO","0.95496034378247"
"RPS15","1.13830033135158"
"PSMD8","1.05157141219467"
"TPI1P1","0.866876922054799"
"GSTP1","1.1473681106311"
"HYOU1","0.826557790968229"
"SNRPD2","1.27288203488395"
"PLOD1","1.3205272292923"
"ZNF207","0.666210306531119"
"PSMD2","1.0611085360479"
"SCD","0.997623520231129"
"RAP1B","0.995681171274957"
"MAP4","1.55408374858509"
"BCAP31","0.979961143897319"
"CTSB","1.14627020671955"
"KARS1","0.9948583140307"
"EPRS1","0.99205204537566"
"PRDX6","1.17947164888932"
"PPP1CA","1.16553381378713"
"SARAF","1.43659039453917"
"AHCYL1","0.979005350004147"
"IST1","1.08951746514388"
"GNB2","0.951824495339977"
"NCOR1","0.796874339204501"
"CNOT1","1.23923801188"
"DHCR24","0.962944008591834"
"RAB11A","1.0837298732918"
"EIF3F","2.16434070357934"
"RNF114","0.831643080830923"
"RPL18AP3","1.12878167139291"
"STRAP","1.13967033164813"
"PSAP","1.06641987198111"
"S100A10","1.4131526577976"
"CCT8","1.18722326123917"
"NOP56","0.76238685457986"
"PSMB1","1.25189440386388"
"CCT4","1.32150269541612"
"EPAS1","1.88375203828194"
"DNAJA1","3.65917732960023"
"CKB","0.98356501347504"
"RHOC","1.30596670561424"
"PGAM1","1.08179593375863"
"SSR1","1.17710456998754"
"TRA2B","0.977752868406992"
"FKBP4","2.41494092874129"
"M6PR","0.992780838493601"
"SELENOF","0.808205318504917"
"AHCY","1.07199786105699"
"HLA-E","0.979335847591858"
"PALLD","2.38972365921389"
"RPLP2","1.15887899508989"
"CCT3","1.15411959875913"
"EIF4A2","1.10732138979635"
"PPM1G","0.988104941252874"
"TAGLN2P1","0.96981157316344"
"SRPRA","1.19831181398841"
"PHC2","1.04834950185345"
"BTG1","1.87392619282678"
"KDELR1","1.12459567976491"
"LGALS3BP","0.613272795960106"
"SLC3A2","1.35009242331332"
"COX6A1","1.16342072828954"
"RPS23","1.16448140635293"
"RAB14","0.363067769526679"
"TMED10","1.0172056145168"
"VCL","5.19752479625988"
"RPS4X","1.08082466927992"
"DEK","1.04588035123384"
"RPL8","1.13920559206202"
"RPL5","1.00779399425842"
"RERE","2.00221101577383"
"HSBP1","1.29215588130038"
"HMGN1","1.18257478465926"
"SEC31A","1.00439916812301"
"GLUD1","0.979326136038888"
"MLF2","0.819166703040238"
"CCND2","0.612636941753818"
"IMMT","1.04203925275318"
"SSRP1","1.00841326755264"
"SDCBP","1.19472749899679"
"FUS","0.861212126112262"
"SEPHS2","0.788400081584116"
"UBA1","0.991555605379918"
"ABLIM1","1.00271346135684"
"PPIB","1.2419174634354"
"SERP1","1.01545075115373"
"TSPAN3","0.978669172061069"
"ACTA2","1.34279620805463"
"PPT1","1.25672156036624"
"MDH1","0.962317647877224"
"PDHA1","0.928293241815157"
"ANXA6","1.33697405514344"
"CD59","4.23230322782152"
"SERPING1","0.280039422865183"
"PSME3","0.994126385488359"
"HIF1A","0.920500706177025"
"TRIM28","1.06660178687313"
"SNX17","1.01929286063778"
"IPO7","0.696127676722438"
"RBM14-RBM4","1.37117369552089"
"CKAP4","1.2026750787992"
"AARS1","1.16204793427142"
"PEDS1-UBE2V1","0.940410188102511"
"RNPEP","0.883868099673641"
"SSR4","1.0583835068295"
"CD9","0.960718036188734"
"HADHB","0.986241867977386"
"TXNIP","3.04140411622842"
"RPN1","0.967484306262785"
"ANXA1","1.65511663270148"
"PAICSP4","0.938844312955392"
"JUP","0.5561503510931"
"EIF1AX","0.712360735593265"
"YWHAH","0.956351112294552"
"DSTN","1.16112954473159"
"TAF7","1.28624749931582"
"CD99","1.13756047589598"
"BLCAP","0.800844748854637"
"HADH","1.18970898029854"
"PFKP","0.847293427060848"
"GNAI2","1.10404434038088"
"DUSP1","2.60313804606963"
"RAB6A","4.69916157426563"
"RAD23A","1.00014269490912"
"RPS18","1.21613953173306"
"PLD3","1.24049386091067"
"ANP32A","0.72944237969497"
"PSMF1","1.00593781038515"
"HNRNPA0","0.836555284849321"
"GOLGB1","1.37111933941505"
"MYL9","5.39552731799952"
"STOM","0.811401552277146"
"RCN1","1.46554442616285"
"PABPC4","0.976820086582952"
"CYC1","0.993087166165941"
"PSMC2","1.11633407380599"
"MMP2","1.1940963528675"
"SF3B1","1.20574612444299"
"SMARCC1","0.999828324716927"
"SNU13","1.10472153608093"
"TM9SF2","0.962120043633724"
"SYNGR2","1.02230188557522"
"PIP4K2B","0.753304396862609"
"DCTN1","0.896578826551346"
"ARHGAP27P1-BPTFP1-KPNA2P3","0.763299539447372"
"ATP6V1B2","1.81133618695732"
"CBX3","1.13087998489628"
"RBBP7","0.97516672012831"
"SDHA","0.955600462489735"
"RPS29","1.05191731692935"
"DAP","1.0374379321451"
"ARF4","1.45051482507048"
"USP9X","0.827351648023216"
"NBPF19","0.849122402824311"
"LGALS1","1.17358833224892"
"GPX4","1.16270424634257"
"THBS1","5.82215019710277"
"CSE1L","1.15685717827722"
"TUFM","1.12693017509683"
"PSMA7","1.0076085132142"
"CPE","3.49699491389476"
"PGD","1.04386785095552"
"COX8A","1.0096090096502"
"PGRMC1","0.928608908821299"
"EIF5A","1.15590594458519"
"ITGB5","1.42864491969334"
"MGAT1","0.99840814424914"
"ACLY","0.824780212979112"
"CDH1","5.61242165853659"
"HNRNPH2","0.937502083383036"
"PJA2","0.989157470992401"
"COX7C","0.990843940196389"
"ECHS1","1.03447967679094"
"PLP2","1.00377820928207"
"HLA-DPB1","2.00654427988867"
"SSB","0.942860072333611"
"RAB5C","1.25332726870934"
"GPNMB","0.962098863359502"
"EIF2S1","0.94804271703215"
"HAX1","1.12875516653998"
"TIMP3","5.91029333575346"
"MFN2","0.727513111548574"
"NMT1","0.993209587694395"
"YBX3","2.29232439292963"
"IGFBP7","0.916552081757913"
"PUM1","0.690233441391724"
"BHLHE40","0.992127291561066"
"NUDCP2","1.81430049870615"
"TERF2IP","0.978268477346231"
"TMX2","1.00652992677418"
"ARCN1","1.10435849850118"
"UBA2","0.97613056219181"
"FBXO7","1.24858334591855"
"GNAI3","1.00244381240141"
"CHD4","0.915292575505094"
"HTRA1","1.09675870367422"
"LRPAP1","0.965484967277262"
"ITPR3","0.629117402864893"
"PITPNA","0.828610114617693"
"IDH1","1.02284504353058"
"SELENOW","2.0988907104475"
"SLC7A5","1.24580568047097"
"AMD1","0.563351101152212"
"PSMD1","1.09988915944029"
"CREG1","1.15905542685761"
"CSTB","1.13121981574073"
"PCNA","1.1376950928448"
"RRBP1","1.0138930660265"
"TNFAIP1","1.27120692975778"
"HDAC1","0.946969365203842"
"DDX3X","0.996857682668607"
"LGMN","0.742326175099826"
"PPP1R7","1.14656842877259"
"PLS3","0.154030652454075"
"ERP29","0.928180645866919"
"CTBP2","0.757703687878163"
"SNRNP70","0.990042661793274"
"RAD23B","0.858393543948745"
"SRRM1","0.874343715203575"
"NDUFB8","1.10921088113184"
"ARIH2","1.00514182975535"
"ENO1","1.10924339811323"
"PSMD13","1.16671401595852"
"ILK","1.26464175681681"
"BTG2","0.289933851119225"
"CAPZA2","0.902961743083805"
"SPCS2P4","1.04485212414732"
"DDX1","0.881879097699574"
"ATP1B1","1.7154646524774"
"RAF1","1.0262175126573"
"OTUB1","1.19641230043605"
"SREBF2","0.795251089411785"
"SLC2A1","1.6461412957919"
"PSMC4","1.06176516737052"
"CDIPT","0.742452325296188"
"RPS6","1.20759860561573"
"BAG6","1.12997656962025"
"COX7A2L","0.991245098343675"
"SYPL1","0.987620183145889"
"BGN","6.33953703344882"
"TARS1","1.08033394657666"
"TXNRD1","0.757218004087879"
"PSMC3","1.01375712738629"
"NME1-NME2","1.10490818468251"
"NUDCD3","0.468853329638025"
"RALY","1.19095260627388"
"AKR1B1","1.45331880490996"
"SRP9P1","0.956344871350766"
"PSMA5","1.07533982064983"
"FDPS","1.12131695919116"
"RAB5B","1.05361651877571"
"HNRNPAB","0.975964368296452"
"DAB2","0.728043763975514"
"ADRM1","1.20906128407919"
"OGDH","0.88993212439862"
"TRAK1","2.02089510519517"
"APEH","0.996621836387767"
"SDC1","1.53320678552249"
"ARHGDIB","1.09281921463767"
"TOP2A","0.918581983199325"
"WSB1","0.993549538854769"
"MOB1A","0.901922315346256"
"ANXA4","0.984708585516627"
"EIF4A3","0.874354298062175"
"NDUFA5","0.987633312301682"
"ANP32B","1.01189146389889"
"SEPTIN11","5.67840666363258"
"NREP","1.00926907378179"
"SH3BGRL","0.861308158170135"
"ENO2","0.924383325057092"
"STK25","0.645081324752056"
"IFITM2","0.945442807949917"
"MYL12A","1.3126175149184"
"SMARCC2","0.999747031203776"
"ATP5F1B","1.0335517254851"
"EBNA1BP2","1.00661213122277"
"EMP1","0.594753519663639"
"CCT6A","1.44149224790017"
"ETS2","1.10927307137747"
"RARS1","0.766673553525681"
"STAT6","1.22949973050691"
"ARHGEF12","0.993904924631683"
"ENC1","2.09198310325029"
"SNRPC","1.07052231615877"
"UBE2D2","1.02128724525182"
"ADIPOR2","1.50608530856082"
"GRHPR","1.25230456949576"
"GPX3","0.558573955869123"
"SLC9A3R1","0.878581424286616"
"YME1L1","1.19574541749827"
"BAZ2A","1.75093922457106"
"COPB1","1.23699618440842"
"CST3","1.03277274954483"
"TMEM109","0.82230623561511"
"IVNS1ABP","1.428202590742"
"OAZ2","1.04603979053488"
"ANXA7","0.940349644752223"
"ZFP36L2","0.667316614765069"
"CUL3","0.996405640833089"
"PLEC","0.432869084337825"
"PPP2CB","2.43962053304728"
"HNRNPF","1.19882375869134"
"TPD52L2","1.3149726283811"
"CRTAP","1.09293085599045"
"NBR1","0.986671188128355"
"DHX15","1.11507213229427"
"UCHL1","0.362738039911488"
"PSMD3","0.909325717640929"
"ITGA5","0.851145624033148"
"CSNK2B","1.11059279100299"
"TRAP1","1.1125459745189"
"IGF2R","0.792978279397708"
"SGTA","1.05591293092594"
"PHGDH","1.08414109968354"
"TRAM1","1.07773521843389"
"PSMB3","1.19911438492406"
"MGST3","1.14709497133996"
"RPL36A","1.13123140372088"
"PPP1CB","0.847882939563508"
"PLEKHB2","0.772955084532641"
"LRP10","0.941444187287259"
"HSD17B4","1.17968378839101"
"NAP1L4","0.900364915943725"
"GSS","1.20689203532179"
"SOX4","0.984060499707281"
"BAP1","0.768873756220994"
"WDR77","0.579668221645444"
"MIR8075","0.847245841152865"
"CUL4A","0.666354385336612"
"ALDH2","6.86664927594573"
"VIM","1.02619516654357"
"SELENOP","1.96876832797923"
"CLDN4","1.42057071488478"
"DPYSL3","0.361087871065371"
"PTDSS1","0.92301813912907"
"TTC1","1.17509177684466"
"EIF4E","0.879957892570928"
"EIF4EP2","0.647810682568462"
"COL6A3","0.600988786632514"
"GBF1","0.907870613914007"
"DDX23","0.838223088161238"
"COX6B1","1.06210841891555"
"ATP6AP2","1.49755835616717"
"CNN3","2.81637631827811"
"TIA1","0.783817258026817"
"LINC02637","1.86062688399168"
"RHEB","1.18169306753673"
"RHEBP2","1.01280368446904"
"NPEPPS","0.859690718046766"
"BUB3","0.809687343975504"
"RUVBL2","1.18091710867581"
"SCRN1","0.298070046869129"
"TALDO1","1.23285060528714"
"JUN","3.01771811206656"
"NQO1","1.29273069852449"
"PYGO2","1.30776390894085"
"GSTO1","1.1408856798885"
"VBP1","1.23577475295073"
"JUNB","0.862881455920865"
"RRM1","0.993339734990385"
"DKC1","0.735854208634661"
"SUPT5H","0.903371837288909"
"PYGB","0.589642961166766"
"QSOX1","0.837274025833001"
"SUPT4H1","1.29224294516791"
"RCN2","0.772414991526117"
"CTSC","0.915252290241884"
"PPIF","0.846414720632144"
"AHSA1","1.99413982839009"
"RPL41P2","1.21526483899535"
"PUM2","0.793492683530057"
"PRCP","0.99866238529094"
"MYH11","3.07840066335544"
"PPP1R11","0.850472034642041"
"NFKBIA","1.24543154079764"
"TSN","1.02024446098016"
"LAMB1","7.51217778607237"
"TGFBI","0.678547064262681"
"PFDN1","1.1133571272135"
"IGFBP4","0.607198294623742"
"AAMP","1.19730478230744"
"G3BP1","1.19262565509224"
"SRM","0.88937962638309"
"NCBP2","0.817387226548257"
"CBX1","0.906198050155577"
"TOMM70","0.753574654831491"
"GRSF1","0.761225535208333"
"SNRPN","1.09770513039256"
"APOD","3.9097612431983"
"ARF5","1.04028125655654"
"ATP6V1F","1.10326755140437"
"RPA1","1.05074414785652"
"EIF4A1P10","1.0646973038266"
"ZFP36","0.943006025681632"
"PSMA3","0.926237147456575"
"CTNNB1","0.990726518968078"
"UBL3","1.00329963068573"
"DUSP3","0.985069259821245"
"ZNHIT1","1.19240083912273"
"PABPN1","0.787510696390336"
"TRIP12","0.97565697628367"
"LAMP1","1.1987584277338"
"MCM3","1.06009282109836"
"VAMP2","0.417112688818102"
"CLIC4","1.32097310743443"
"CLSTN1","0.831274100858335"
"SORD","1.00228868347315"
"ID2","1.28819107213782"
"GOLGA4","0.744163396490863"
"UQCRQ","0.977052360841187"
"SAMM50","1.01528662844826"
"ETF1","0.771732808773241"
"GLB1","1.0990451896044"
"PODXL","0.616710869779759"
"FAT1","2.60372031606994"
"SEC23B","1.39718188011228"
"DDX39A","1.04963201997608"
"IRAK1","0.875205254069288"
"TXNL1","1.10232475686942"
"ANXA2","1.20018794766624"
"NISCH","0.893105935317116"
"EIF3H","1.18704411035185"
"ZC3H15","0.692561757513344"
"PPP4R1","0.752187109860033"
"KRT18","1.10640192986706"
"COX7A2","0.921492341774816"
"INPPL1","0.989043592583625"
"OAT","1.04739365811463"
"PHB2","1.12280837566223"
"IFITM1","0.768298566331997"
"PPP1R12A","0.726320523514178"
"CNN2","1.09483974451619"
"PWP1","0.749886706363069"
"ICMT","11.7930580973355"
"RUVBL1","0.898927061265749"
"GPAA1","1.01802473944367"
"PRDX3","0.98092404934569"
"MBTPS1","1.01821498843865"
"SND1","1.051215409299"
"DARS1","1.05175523006133"
"INSIG1","0.469095841572454"
"RRAGA","0.918657788477858"
"IER3","1.97027112160847"
"EIF2B1","1.14354332924062"
"CYB5B","1.06929434341548"
"FXR1","2.40331364105927"
"CPSF1","0.844027966693099"
"BST2","1.22453907275409"
"IFNGR2","1.1613964854907"
"GFUS","0.985559431758824"
"TNC","7.14233172044926"
"SCARB2","2.33988972855264"
"JAK1","0.934446326886296"
"UBE2L6","1.02757879483073"
"KRT19","1.7947777088549"
"PACSIN2","0.847765969187313"
"COPS5","0.937204492365228"
"CNIH1","0.924522319752928"
"HSPG2","3.16777908418108"
"ITGA6","0.850960316727563"
"ARL1","0.672917201014051"
"ACSL3","1.6326654771019"
"TIMP1","1.40934753241567"
"GJA1","10.2279123541731"
"MARCKS","0.597161388148068"
"USP14","0.933360042727652"
"GYS1","0.931419074133793"
"HMCES","0.788411785306113"
"DLG5","0.651475936916551"
"PMPCB","0.972902221852955"
"TOX4","0.999470938024006"
"API5","0.919917910808762"
"TPD52","0.886708167924368"
"SIGMAR1","0.986337815807316"
"EGR1","0.46239138592348"
"PNP","0.865422456593893"
"SRSF4","0.716309892250833"
"DNMT1","0.927198617976291"
"PSMC6","0.897272433670278"
"CCND3","0.949805927056178"
"PPP1R10","1.20170454618223"
"ENTPD6","0.760434901671551"
"PSMD7","1.04617009205648"
"PEX19","0.824303941246044"
"NIPSNAP1","0.910155342029737"
"MYBL2","1.01230924333147"
"RGPD8","0.98634371359407"
"RANBP2","0.708523945738093"
"TUBG1","0.928776669473134"
"ACIN1","0.956956398241067"
"MRPL49","0.929991300758673"
"EPB41L2","2.64079560265339"
"LAPTM5","1.15807517630079"
"GALNT1","1.01053081022109"
"CDC123","0.97011254623091"
"ELAVL1","1.00061910906111"
"KIAA0100","0.937673727723764"
"CLCN3","1.22542251259732"
"EIF1B","1.24430200584262"
"SGK1","2.45769941202667"
"NDUFS3","1.06532275836922"
"SRSF1","0.688255590931629"
"CD14","2.24897728928987"
"LUM","9.16466218674665"
"TWF1","1.04540912990213"
"SAFB","0.815569629982622"
"ECE1","0.836026920946482"
"JOSD1","1.18626975390988"
"ADD3","1.02178693497878"
"COX6C","1.04773439252798"
"RPA2","0.883441600749013"
"NDUFS5","0.943164047931596"
"TSG101","1.33016302060007"
"WSB2","0.773997798959318"
"MTHFD2","1.08234397993081"
"PSME2","0.840801860794636"
"DAXX","0.638250626801221"
"TMEM106C","1.26587114691928"
"ELAC2","0.804123686400791"
"CLINT1","1.02147850823657"
"SNRPA","1.06381542297944"
"SCAMP3","0.930084226892866"
"ADNP","0.92904971877847"
"NCAPD2","1.05419623428631"
"EFCAB14","1.24280022855843"
"RNF13","1.00428988322982"
"AIP","1.08740541222668"
"MIR6752","0.973632824465474"
"RELA","0.781896462989599"
"RNASE1","0.976437690949036"
"ADAR","1.04387902264776"
"DDX42","0.701473227165754"
"DHCR7","0.809312677599765"
"AEBP1","0.490179356992402"
"SMG7","0.580618436154479"
"LBR","0.640127896341364"
"VARS1","1.1296423201426"
"OSBP","1.42170645713594"
"SLC29A1","0.821124879542883"
"POLR2B","0.854865440675378"
"TBCB","1.13970688759195"
"PRKAG1","1.05666640499191"
"VPS26A","1.20316589184973"
"ENG","0.984805558712329"
"SH3BP5","0.996852135606757"
"TOMM7","1.12053574638814"
"TBC1D5","1.1106238561538"
"NIPSNAP2","1.04153046207931"
"UBE3C","0.783130924662427"
"LPCAT1","0.625736642177726"
"SCARB1","0.997751837758725"
"KRT5","0.941389224331704"
"TIMM17A","0.660712209786185"
"RNF14","0.921752487506687"
"SCCPDH","0.857383436706171"
"SMARCD2","0.961408893023784"
"RTL8C","0.955555579434126"
"NET1","0.56943950311441"
"USO1","1.13149357692135"
"HDAC2","0.878451081570536"
"PRKAB1","0.882275955855908"
"SUPT7L","1.33032875687141"
"EPCAM","1.83716180278718"
"NEDD8","1.12778993044975"
"HSPB1","4.72512336462967"
"EFEMP1","0.725175330674281"
"RYBP","1.38252386537336"
"LIPA","1.15458369270453"
"BNIP3P1","1.1144095400246"
"BNIP3","0.854122607909331"
"CAPG","1.03321304088129"
"SH3GL1","0.898632623043272"
"CDC25B","1.05368488458352"
"ATMIN","0.868076758739449"
"ZFR","1.50438967708584"
"SRGN","1.12250283348555"
"PLAT","4.58303798522918"
"LRRFIP1","0.981595390108015"
"FAM32A","1.1752814567983"
"GDI1","1.09658456950667"
"NR3C1","0.994304537777971"
"TBL1X","0.615249088115337"
"TOMM34","1.10022479351665"
"UBXN1","1.00413854032343"
"ABCE1","0.839876715163281"
"PON2","0.656329755746335"
"ARIH1","0.979360801317195"
"B4GALT1","2.28198237619886"
"CEACAM5","3.5105165564946"
"CYB5R3","0.994795412811512"
"DCAF11","0.919113827764858"
"IL13RA1","1.2683947370806"
"FAM3C","0.811577166907423"
"RRM2","0.991379998406862"
"B2M","1.17330586005733"
"IMPDH2","1.00748844825041"
"ARAF","0.961066418002034"
"PSRC1","0.820160874379353"
"CKS1BP2","1.27972758743371"
"UBE2A","1.12089492749523"
"AKR1A1","1.12988179533935"
"MIR6764","0.912593822703763"
"YY1","0.623259759597965"
"UQCRC1","1.18242317460585"
"CTDSPL","0.619642662997692"
"DVL3","0.937139679517621"
"RPS4Y1","1.27636771612588"
"FARP1","1.07396486432051"
"COASY","1.0219383150438"
"SEC63","1.01407032165748"
"SLC25A36","0.981651887729678"
"SLC20A1","1.22898592880448"
"DNAJC25-GNG10","0.884223331934313"
"NSA2","1.20722108434273"
"PRDX4","0.967512014540591"
"CD55","1.31870749757074"
"MCM6","1.20818827631688"
"ETFA","0.975422841845241"
"CHMP1A","0.870806079378576"
"WDR82","0.775175408941568"
"EIF4G3","0.869527010551071"
"CDK2AP1","0.948606561574418"
"PLK2","14.1652865272916"
"CPD","1.22239619347743"
"HEXB","1.13537991063991"
"FURIN","0.826783561430579"
"CCT2","1.29703958951503"
"GNL2","0.77460309036628"
"CAPZB","1.00711115031867"
"ALCAM","0.986929762741586"
"CIB1","1.07090190824001"
"CCNC","1.24773134062817"
"GNPAT","0.995366291469366"
"PPP1R12B","1.83423431188255"
"MYCBP2","0.655424060328924"
"RNF41","1.50804551735807"
"ACSL1","0.999652425633628"
"SETX","0.801861266901889"
"NDUFS2","1.00933803564104"
"RBM6","0.75575009605872"
"PGM1","1.00273668517479"
"NASP","1.16440783382227"
"ATP6V1A","0.858143098229578"
"CLIP1","1.15548798517115"
"MYO10","1.47507770347916"
"DELE1","1.0027323214243"
"RSU1","0.911800142032026"
"PAPPA","0.631785273637458"
"EGFR","1.01247011122176"
"WASHC5","1.03895590634436"
"MED13","0.980932642553966"
"CREBL2","1.15173671913951"
"KIF5B","0.810369106842219"
"MORF4L2","1.25614454966217"
"SPEN","1.19745476256019"
"ST6GAL1","0.9876070754589"
"DYNLT1","1.19036682785976"
"NDUFA6","0.891142831664664"
"ACAA2","1.1332712743667"
"NID1","0.471861048544054"
"TWF2","0.942323652431526"
"TJP1","1.44577275587755"
"EXT2","1.21868449705425"
"MEST","1.35705765167427"
"EPHX1","1.29872242006452"
"LTF","1.28803136813566"
"LANCL1","0.859145304724847"
"EIF1","1.53896558738884"
"ALDOC","1.30048265487653"
"EFNA1","1.19873486004937"
"GET3","0.986680001055542"
"SDHD","0.949998753184455"
"TMEM184B","0.838965789194531"
