"","X","gene_id","L2FC","L2FCSE","p.value","p.adjust","symbol"
"1296",1296,"ENSG00000275291",-0.00890021359427402,0.124883045353726,0.167378855215426,NA,NA
"1297",1297,"ENSG00000196369",0.0926768280012866,0.124976101697637,0.19211229092607,0.613312734558361,"SRGAP2B"
"1298",1298,"ENSG00000271644",-0.000668062656458151,0.124313811828361,0.923584058712874,NA,NA
"1299",1299,"ENSG00000215784",0.127305035579046,0.200968120369546,0.0438078084476994,0.374212252626894,"FAM72D"
"1300",1300,"ENSG00000272419",0.0171951508473931,0.120351480700012,0.634606012905663,0.884334629184426,NA
"1301",1301,"ENSG00000281571",0.00667052775634943,0.123938291582367,0.65146609074463,NA,NA
"1302",1302,"ENSG00000223612",-0.00260362117884032,0.118970086085139,0.938935124039468,0.985625378270792,NA
"1303",1303,"ENSG00000162825",0.0150670485477446,0.119663806108311,0.685614290799471,0.905284830670048,"NBPF20"
"1304",1304,"ENSG00000234367",0.00357060642656551,0.124326354121027,0.680927150031819,NA,NA
"1305",1305,"ENSG00000270722",-0.00729525281358083,0.124303702134795,0.534604729237322,NA,NA
"1306",1306,"ENSG00000272150",0.00859758560789215,0.122689422343861,0.718018298846187,NA,"NBPF25P"
"1307",1307,"ENSG00000117262",-0.0403915661061321,0.113568583831896,0.474540479656658,0.808105957660895,"GPR89A"
"1308",1308,"ENSG00000174827",0.011303129801542,0.12314412464814,0.61958283637893,NA,"PDZK1"
"1309",1309,"ENSG00000117281",0.0109027269271964,0.124430509729677,0.4457596276345,NA,"CD160"
"1310",1310,"ENSG00000265491",0.0165723633658478,0.0924240156589292,0.78866418549587,0.942117420749089,"RNF115"
"1311",1311,"ENSG00000186141",0.209858345115486,0.169432033823419,0.0273264466007922,0.306245385020724,"POLR3C"
"1312",1312,"ENSG00000186364",-0.00710948520027846,0.118980195701828,0.840465773922967,0.959016009679227,"NUDT17"
"1313",1313,"ENSG00000131788",-0.053083129174863,0.106767400150298,0.401244430303679,0.76838439495647,"PIAS3"
"1314",1314,"ENSG00000143127",0.0142395170632836,0.124689789064316,0.373571785003963,NA,"ITGA10"
"1315",1315,"ENSG00000131779",0.0336272082638336,0.107848666901366,0.56571102319268,0.853652004104197,"PEX11B"
"1316",1316,"ENSG00000265241",0.148617487057574,0.176731868987985,0.0644217119954473,0.424495668051412,"RBM8A"
"1317",1317,"ENSG00000211451",0.00649481943600165,0.122784783293449,0.773773241503252,NA,"GNRHR2"
"1318",1318,"ENSG00000234222",-0.00532484387109431,0.123684965190944,0.736341874978232,NA,"LIX1L-AS1"
"1319",1319,"ENSG00000271601",-0.0977124322219211,0.123418063407707,0.166911751319283,0.590074345188585,"LIX1L"
"1320",1320,"ENSG00000272031",0.409136928420186,0.310415933977006,0.00708120264528461,0.160290173873974,"ANKRD34A"
"1321",1321,"ENSG00000121851",0.0301755116957858,0.114432759405619,0.564026161889024,0.852770563777624,"POLR3GL"
"1322",1322,"ENSG00000265972",0.184475114441649,0.152951772511586,0.0384062593377743,0.355715697579169,"TXNIP"
"1323",1323,"ENSG00000201558",-0.00518357044545282,0.124675076725779,0.2129053834055,NA,"RNVU1-6"
"1324",1324,"ENSG00000233396",-0.0134334945983511,0.120350635686479,0.691244150657109,0.906691120617117,NA
"1325",1325,"ENSG00000271425",-0.0705607719551099,0.150372209497493,0.0371655995722211,0.35129850067014,"NBPF10"
"1326",1326,"ENSG00000264343",0.0207217930763337,0.122796472805299,0.502057019498913,0.821942770769711,"NOTCH2NLA"
"1327",1327,"ENSG00000277406",-0.0217617931559014,0.119531021818536,0.585839445577783,0.862608898452138,NA
"1328",1328,"ENSG00000274428",0.000324504693940048,0.124405119770926,0.973184316755201,NA,NA
"1329",1329,"ENSG00000268043",-0.0146267609393259,0.11585324321605,0.743099003776166,0.926012013565939,"NBPF12"
"1330",1330,"ENSG00000225603",-0.00190651833217188,0.124015691593818,0.869880064931869,NA,NA
"1331",1331,"ENSG00000230832",0.0491374837981549,0.134631221341033,0.118847969117979,0.531296735833028,NA
"1332",1332,"ENSG00000131791",0.00160977386703136,0.104591769110893,0.980800627903489,0.99428028044445,"PRKAB2"
"1333",1333,"ENSG00000237188",0.00779462843727734,0.122534411116438,0.746749300020553,NA,NA
"1334",1334,"ENSG00000131781",-0.0267894120007906,0.127119711544716,0.187210041387531,NA,"FMO5"
"1335",1335,"ENSG00000180867",0.0349587940847527,0.117488651434144,0.481693285071939,0.811586616192098,NA
"1336",1336,"ENSG00000226015",0.7884683173124,0.577062046496904,0.00365186962502196,0.115884600225048,"CCT8P1"
"1337",1337,"ENSG00000131778",0.0356925856487298,0.0941567482130843,0.549060325026566,0.844084556820753,"CHD1L"
"1338",1338,"ENSG00000278811",0.0126417592835229,0.125096439436159,0.224266245748568,NA,"LINC00624"
"1339",1339,"ENSG00000213226",0.00528071991280602,0.123614642070403,0.749111531047558,NA,"LOC100130018"
"1340",1340,"ENSG00000116128",-0.0328850892231922,0.0996072645239948,0.594898094641276,0.867402880574761,"BCL9"
"1341",1341,"ENSG00000162836",-0.0357712548700421,0.110389898069789,0.533977158670503,0.836585491010486,"ACP6"
"1342",1342,"ENSG00000188092",-0.0277985279273617,0.118478640286599,0.542985757073304,0.840907885373462,"GPR89B"
"1343",1343,"ENSG00000215859",-0.00020345808894867,0.124006569890431,0.989649981038879,NA,NA
"1344",1344,"ENSG00000274372",-0.00334994211437262,0.124459450836854,0.602860285426234,NA,NA
"1345",1345,"ENSG00000263956",0.00710734716426184,0.111774443273583,0.887645051342517,0.970043173363898,"NBPF11"
"1346",1346,"ENSG00000198658",0.00629246433101643,0.122347085565292,0.799110778102034,NA,NA
"1347",1347,"ENSG00000228626",0.0489024295389939,0.136650434830655,0.045608865812701,NA,NA
"1348",1348,"ENSG00000274020",0.0223273724943469,0.118203350282249,0.60687805336218,0.873843138828423,"LINC01138"
"1349",1349,"ENSG00000231551",0.0145948503310623,0.122884659795757,0.57865923667082,0.858851509683902,"PDE4DIPP6"
"1350",1350,"ENSG00000225871",0.00247232800638185,0.124056835410677,0.828226105470747,NA,NA
"1351",1351,"ENSG00000280649",0.00411707199149255,0.123500455705933,0.806513274564574,NA,NA
"1352",1352,"ENSG00000236334",-0.00629126532480399,0.124239901279023,0.586922418714781,NA,"PPIAL4G"
"1353",1353,"ENSG00000274210",0.00150173644099646,0.124276121672388,0.86263352343066,NA,NA
"1354",1354,"ENSG00000270629",-0.00882500923554641,0.110426151995349,0.863711573424521,0.964023948681708,"NBPF14"
"1355",1355,"ENSG00000275140",-0.000456955406574015,0.124151944835317,0.961924845670353,NA,NA
"1356",1356,"ENSG00000178104",-0.0126751162213346,0.101148415363082,0.827190584217269,0.954942647364205,"PDE4DIP"
"1357",1357,"ENSG00000269713",-0.0375772498772676,0.102680240113339,0.543389120136282,0.840942860767527,"NBPF9"
"1358",1358,"ENSG00000274265",0.0382919623510029,0.123813070794809,0.375847941881536,0.753129439519238,NA
"1359",1359,"ENSG00000215861",-0.049166063318108,0.134660018004989,0.116053948245768,0.526070308647355,NA
"1360",1360,"ENSG00000274423",-0.0671647021549658,0.129279695268999,0.240848862380905,0.655996836049243,NA
"1361",1361,"ENSG00000271383",0.0591842928227474,0.121386275979791,0.315761577714696,0.715694984329469,"NBPF19"
"1362",1362,"ENSG00000263464",-0.0130871246198823,0.124737638779627,0.363500719626209,NA,"PPIAL4C"
"1363",1363,"ENSG00000277147",-0.0212103328488924,0.120453249808587,0.586318060093656,0.862608898452138,"LINC00869"
"1364",1364,"ENSG00000275557",-0.00194038425027416,0.123895522859727,0.881425546178871,NA,NA
"1365",1365,"ENSG00000206828",0.00585832147244063,0.124549012017645,0.421547146381688,NA,NA
"1366",1366,"ENSG00000150337",0.00543916956590749,0.124548003879713,0.427806028988925,NA,"FCGR1A"
"1367",1367,"ENSG00000203814",0.00277693846703555,0.120898666365623,0.926614320421387,0.983165394670395,"H2BC18"
"1368",1368,"ENSG00000233030",-0.00662413229006888,0.124612624733095,0.370786519593226,NA,NA
"1369",1369,"ENSG00000183598",-0.00597467478771641,0.124321060593509,0.568641186988139,NA,"H3C13"
"1370",1370,"ENSG00000270882",0.0212550397004462,0.121102516567145,0.559073306901349,0.850175143368816,"H4C14"
"1371",1371,"ENSG00000203811",0.00568580437950207,0.124456765304045,0.507616946464829,NA,"H3C14"
"1372",1372,"ENSG00000203812",0.0303779943008039,0.128275461688114,0.146711217734695,NA,"H2AC18"
"1373",1373,"ENSG00000220323",0.00142917403912667,0.123628363107211,0.901392154058543,NA,"H2BC19P"
"1374",1374,"ENSG00000261716",0.0223353169775575,0.117243636439281,0.62311892633097,0.880158955353357,"H2BC20P"
"1375",1375,"ENSG00000203819",-0.0065821455991694,0.123418287501083,0.716697136788614,NA,NA
"1376",1376,"ENSG00000272196",0.0127770745064743,0.12418113391827,0.479368953096934,NA,"H2AC19"
"1377",1377,"ENSG00000203852",-0.0039639587747039,0.124336731928557,0.653995960742194,NA,"H3C15"
"1378",1378,"ENSG00000270276",0.0427660280085484,0.132589380003835,0.105183833959299,0.510467447352774,"H4C15"
"1379",1379,"ENSG00000264207",0.00120389922466699,0.124256759553015,0.88968474017276,NA,NA
"1380",1380,"ENSG00000184678",0.0698860397177591,0.1227704292262,0.27539375186946,0.685496595077083,"H2BC21"
"1381",1381,"ENSG00000184260",0.0212163104465123,0.124304636462833,0.420044586129414,0.780397352387709,"H2AC20"
"1382",1382,"ENSG00000184270",0.000453657338666715,0.123972370374501,0.968887324125396,NA,"H2AC21"
"1383",1383,"ENSG00000178096",-0.0233600203364749,0.118011859364084,0.595324495302968,0.867402880574761,"BOLA1"
"1384",1384,"ENSG00000159164",-0.139110647713712,0.155944799360156,0.0777714403642073,0.456875852687958,"SV2A"
"1385",1385,"ENSG00000143368",0.124377568079246,0.123985862858181,0.101932936351014,0.504824432183822,"SF3B4"
"1386",1386,"ENSG00000014914",-0.0556974205896763,0.131967715724828,0.219334705134886,0.640193507515112,"MTMR11"
"1387",1387,"ENSG00000264522",0.0402931691737143,0.102210020912477,0.555113034216952,0.84792494122809,"OTUD7B"
"1388",1388,"ENSG00000285184",-0.0067823095177176,0.123722473991821,0.683948654693314,NA,NA
"1389",1389,"ENSG00000136631",-0.00733614226090768,0.0922821049214237,0.904774852454591,0.975985845210346,"VPS45"
"1390",1390,"ENSG00000023902",-0.0750420868705103,0.12579689398078,0.233888503029731,0.65195249363773,"PLEKHO1"
"1391",1391,"ENSG00000143401",0.115410087873493,0.177673309169382,0.0671965217621883,0.433335898390559,"ANP32E"
"1392",1392,"ENSG00000118298",-0.0194821840591326,0.123678099564062,0.46906548094459,0.806732719865738,"CA14"
"1393",1393,"ENSG00000117362",-0.0706199644717617,0.134839157984834,0.188455488149296,0.611883686657737,"APH1A"
"1394",1394,"ENSG00000118292",-0.00432515854696911,0.124294177160556,0.643015226075366,NA,"C1orf54"
"1395",1395,"ENSG00000159208",-0.00699535947606884,0.123975203909357,0.629247497022488,NA,"CIART"
"1396",1396,"ENSG00000266472",0.0564132298284262,0.102703259199931,0.386102655517641,0.75987977053829,"MRPS21"
"1397",1397,"ENSG00000117360",0.0873510924192604,0.123003984329253,0.202531444719435,0.623822540828214,"PRPF3"
"1398",1398,"ENSG00000163125",0.0485774045112299,0.104326969270565,0.450703052380492,0.7961507877457,"RPRD2"
"1399",1399,"ENSG00000143374",-0.0113124846074195,0.0992446850136953,0.849546699340396,0.960972889962675,"TARS2"
"1400",1400,"ENSG00000143369",0.0502747020564394,0.122020571372151,0.346650852563985,0.734780531158218,"ECM1"
"1401",1401,"ENSG00000228126",0.00543660977186852,0.124404803685856,0.545048721988648,NA,"FALEC"
"1402",1402,"ENSG00000237781",-0.00145945350200042,0.124225826406148,0.863384524351243,NA,NA
"1403",1403,"ENSG00000143382",-0.0896073973086093,0.156919391416079,0.087692387954249,0.477395264422444,"ADAMTSL4"
"1404",1404,"ENSG00000203804",0.000353105003397758,0.124376933051268,0.955609819345396,NA,"ADAMTSL4-AS1"
"1405",1405,"ENSG00000143384",-0.121282369376633,0.119063512222753,0.103392712151322,0.507963605725498,"MCL1"
"1406",1406,"ENSG00000253047",-0.0106959611989019,0.124458952125776,0.441159114611446,NA,NA
"1407",1407,"ENSG00000143420",-0.174985287047942,0.12232442523833,0.03328629620223,0.33653577333122,"ENSA"
"1408",1408,"ENSG00000143457",0.0187853757473506,0.10404521982233,0.747954497141917,0.927478855124741,"GOLPH3L"
"1409",1409,"ENSG00000143452",0.096131730255773,0.164654651398187,0.0708330395884872,0.440152159309428,"HORMAD1"
"1410",1410,"ENSG00000163131",0.0286669046786052,0.121944825854822,0.469212092875247,0.806732719865738,"CTSS"
"1411",1411,"ENSG00000143387",0.0176575361771581,0.12527966209202,0.291844621196025,NA,"CTSK"
"1412",1412,"ENSG00000143437",0.00941383006700648,0.0969464701379434,0.878485359296142,0.967976455370589,"ARNT"
"1413",1413,"ENSG00000224800",-0.00302394234165181,0.124309156500535,0.722563628015072,NA,"RPS27AP6"
"1414",1414,"ENSG00000143379",-0.108561451802009,0.123394414488616,0.137351405063143,0.55895883250417,"SETDB1"
"1415",1415,"ENSG00000143418",-0.0198413224991477,0.0992726027097941,0.656105693370229,0.896069682571516,"CERS2"
"1416",1416,"ENSG00000231073",-0.00554483668184175,0.124458699557246,0.508541266239246,NA,NA
"1417",1417,"ENSG00000143412",0.0338347976024943,0.125822944190327,0.329139073312633,0.724624455254254,"ANXA9"
"1418",1418,"ENSG00000143409",0.0144725311083024,0.109492679922945,0.78785992681156,0.942117420749089,"MINDY1"
"1419",1419,"ENSG00000143363",-0.0580946051386355,0.104162858300499,0.372758664438529,0.751043175188567,"PRUNE1"
"1420",1420,"ENSG00000163141",-0.000163526256018311,0.123524753302087,0.970501378317469,NA,"BNIPL"
"1421",1421,"ENSG00000143443",-0.0768384221652022,0.130645548978104,0.218196958169673,0.639090873862541,"C1orf56"
"1422",1422,"ENSG00000197622",-0.0424832018357366,0.095805808083302,0.505405907834386,0.823344376189092,"CDC42SE1"
"1423",1423,"ENSG00000213190",0.00304728792307017,0.106830778563658,0.95718975750235,0.98809471845961,"MLLT11"
"1424",1424,"ENSG00000143458",0.350645615310598,0.255509951935015,0.00845523076132029,0.177087012303054,"GABPB2"
"1425",1425,"ENSG00000261168",0.000355020198702024,0.124143160886068,0.975854259789181,NA,NA
"1426",1426,"ENSG00000143434",-0.0400938672328289,0.129831390399159,0.195200952847972,0.615559022087035,"SEMA6C"
"1427",1427,"ENSG00000163156",0.188178611221933,0.175319965755853,0.0385250541726998,0.356155469958699,"SCNM1"
"1428",1428,"ENSG00000163155",-0.0600992513969814,0.119460577256623,0.31686807637275,0.715768900979723,"LYSMD1"
"1429",1429,"ENSG00000163159",0.0516682828361182,0.110238022068431,0.408146733428012,0.773400825871147,"VPS72"
"1430",1430,"ENSG00000143398",-0.150403394480782,0.131362481029429,0.0622475877228851,0.421703746321103,"PIP5K1A"
"1431",1431,"ENSG00000159352",0.0169179356185837,0.0963332319172372,0.784217262395635,0.941357938192469,"PSMD4"
"1432",1432,"ENSG00000232671",0.0170112700612865,0.124670678639082,0.401026207774065,NA,"ZNF687-AS1"
"1433",1433,"ENSG00000143373",-0.145446713772579,0.163738542577471,0.0705103477077566,0.439761782934727,"ZNF687"
"1434",1434,"ENSG00000143393",0.0165090145306569,0.103162276152616,0.780825678447054,0.940411926269127,"PI4KB"
"1435",1435,"ENSG00000143390",-0.143753941157909,0.119142136641948,0.0641764605498278,0.42439578065919,"RFX5"
"1436",1436,"ENSG00000237976",-0.0168692881211537,0.123579361885893,0.496660249830464,NA,NA
"1437",1437,"ENSG00000143416",-0.489630245293301,0.22239188119315,0.00130430257035947,0.0646339596856022,"SELENBP1"
"1438",1438,"ENSG00000159377",-0.0361030318993844,0.114415714487474,0.496086609230183,0.818051591383648,"PSMB4"
"1439",1439,"ENSG00000143442",-0.0618887621387081,0.104793836226206,0.351611445605117,0.738357299078407,"POGZ"
"1440",1440,"ENSG00000143375",0.157386907461951,0.236183120456325,0.0359665500995611,0.348529158384229,"CGN"
"1441",1441,"ENSG00000143367",-0.103461903354393,0.112999058257725,0.150537677943434,0.575336681520957,"TUFT1"
"1442",1442,"ENSG00000223861",-0.00199477832339645,0.123332413864572,0.907826490246601,NA,"RPS10P6"
"1443",1443,"ENSG00000143376",0.0332656055909925,0.0968415187592471,0.593130389048804,0.867297688732393,"SNX27"
"1444",1444,"ENSG00000143436",0.0165944769113051,0.0977603814438776,0.785284774603854,0.94163770849372,"MRPL9"
"1445",1445,"ENSG00000143450",-0.00629363316204859,0.123386909626681,0.732050394588874,NA,"OAZ3"
"1446",1446,"ENSG00000182134",-0.0854283513122698,0.142686037811029,0.149011499187887,0.572054949056214,"TDRKH"
"1447",1447,"ENSG00000203288",0.000838656880473764,0.124348293196275,0.90141096603292,NA,"TDRKH-AS1"
"1448",1448,"ENSG00000143365",-0.00572632399345112,0.12425549449857,0.60683238471012,NA,"RORC"
"1449",1449,"ENSG00000234614",-0.0175311583328932,0.125817029837296,0.150286331518753,NA,NA
"1450",1450,"ENSG00000196407",0.00388515392571815,0.124564056966061,0.538303022705407,NA,"THEM5"
"1451",1451,"ENSG00000159445",0.504677790584541,0.193598422629926,0.000494001693108565,0.0346127838917923,"THEM4"
"1452",1452,"ENSG00000197747",0.189390379887746,0.133489171816077,0.0282405790366393,0.309877420374669,"S100A10"
"1453",1453,"ENSG00000163191",0.233032835813546,0.198880601500181,0.0234979568427588,0.28719944063939,"S100A11"
"1454",1454,"ENSG00000237975",0.00583090595684592,0.124460272563748,0.498263811038396,NA,"FLG-AS1"
"1455",1455,"ENSG00000197915",0.0101869908391964,0.125067093068355,0.0742566061714415,NA,"HRNR"
"1456",1456,"ENSG00000143631",0.00146531358231861,0.123534683756319,0.895809164285586,NA,"FLG"
"1457",1457,"ENSG00000183586",0.00989945550678787,0.124707841057038,0.344226123484202,NA,NA
"1458",1458,"ENSG00000237008",0.00272202163709602,0.124462333097326,0.639216768812427,NA,NA
"1459",1459,"ENSG00000238279",0.00151479897204082,0.123383896907213,0.934527014294857,NA,NA
"1460",1460,"ENSG00000197956",0.00259225246174919,0.0990953637953974,0.981301035957861,0.994404750877801,"S100A6"
"1461",1461,"ENSG00000196420",-0.00301132014702079,0.124171537426552,0.767618218131037,NA,"S100A5"
"1462",1462,"ENSG00000196154",-0.257519376569898,0.237516204027904,0.0205189443567857,0.271517257342426,"S100A4"
"1463",1463,"ENSG00000188015",-0.0237311352553629,0.111999136203612,0.65094320422439,0.892909475788075,"S100A3"
"1464",1464,"ENSG00000196754",-0.0163389448921491,0.109565247273489,0.75973488067373,0.932255334673401,"S100A2"
"1465",1465,"ENSG00000188643",0.025670295955165,0.111323465522952,0.631126087368165,0.883273536884769,"S100A16"
"1466",1466,"ENSG00000189334",-0.00246166811486178,0.123733431817426,0.86193008255314,NA,"S100A14"
"1467",1467,"ENSG00000189171",-0.0791065243554732,0.125165790980174,0.223169914957003,0.643051162698281,"S100A13"
"1468",1468,"ENSG00000160678",0.00216061584676511,0.124116869583949,0.839676296989715,NA,"S100A1"
"1469",1469,"ENSG00000160679",-0.0966112137445085,0.10933706674363,0.173071866276803,0.5943613550147,"CHTOP"
"1470",1470,"ENSG00000143553",-0.0661059335468583,0.120370677433254,0.28260582729242,0.692298966750272,"SNAPIN"
"1471",1471,"ENSG00000143621",0.104084557856456,0.112181268927693,0.151826545190057,0.576632152469743,"ILF2"
"1472",1472,"ENSG00000169418",-0.460192178534587,0.198899703628785,0.00111096402764553,0.0576001242660771,"NPR1"
"1473",1473,"ENSG00000143624",-0.102016465567968,0.124462212690185,0.154804326627327,0.58007824964854,"INTS3"
"1474",1474,"ENSG00000143554",-0.0205881699940556,0.121103726363508,0.565149928990838,0.853518837715334,"SLC27A3"
"1475",1475,"ENSG00000143614",0.0393466281975651,0.10609989311109,0.52515185389493,0.832656864395811,"GATAD2B"
"1476",1476,"ENSG00000223599",0.000776668842294912,0.124424149758433,0.89335923119019,NA,NA
"1477",1477,"ENSG00000284738",-0.00146691234080012,0.124166247932599,0.878328605124526,NA,"LOC101928059"
"1478",1478,"ENSG00000198837",-0.149838772201701,0.20516393154087,0.0497748266319684,0.390521832438044,"DENND4B"
"1479",1479,"ENSG00000160741",0.107780785141788,0.137106015795288,0.134033103611656,0.554167933967426,"CRTC2"
"1480",1480,"ENSG00000143570",-0.0483501300673091,0.100949482206104,0.4792829003538,0.809727430737717,"SLC39A1"
"1481",1481,"ENSG00000282386",0.0464716304728749,0.134077675284035,0.101288632657202,0.504481682862572,NA
"1482",1482,"ENSG00000273026",0.0100051014396917,0.123580917655438,0.611992650722334,NA,NA
"1483",1483,"ENSG00000143578",-0.0152272401721143,0.116769843174622,0.723333869181527,0.919808949996131,"CREB3L4"
"1484",1484,"ENSG00000143543",-0.03818184430448,0.12193894473381,0.405974939804735,0.771140664669515,"JTB"
"1485",1485,"ENSG00000272654",0.0358775384259951,0.12968624278004,0.145925018363956,NA,NA
"1486",1486,"ENSG00000143545",0.074090924906091,0.112188880803172,0.269483938875985,0.680533169884345,"RAB13"
"1487",1487,"ENSG00000177954",-0.032340737486584,0.0952520630326315,0.615838268210616,0.877209426625323,"RPS27"
"1488",1488,"ENSG00000143552",-0.000996811857613595,0.124275358634311,0.902490321220816,NA,"NUP210L"
"1489",1489,"ENSG00000231416",0.0032439010439724,0.124300954868121,0.714527690172897,NA,"RPL34P5"
"1490",1490,"ENSG00000143549",0.153139994343406,0.174479566873638,0.0612114713468196,0.420367233749008,"TPM3"
"1491",1491,"ENSG00000143612",-0.0466728629498055,0.1066015888286,0.472629422163599,0.808037801797315,"C1orf43"
"1492",1492,"ENSG00000143569",0.289286014562539,0.211698342777769,0.0123283545045782,0.214215883999909,"UBAP2L"
"1493",1493,"ENSG00000143575",0.0639453559045048,0.10823443823701,0.33318820680005,0.726428873335011,"HAX1"
"1494",1494,"ENSG00000143515",-0.0955187511410525,0.134402476691794,0.156776525539361,0.581930496963808,"ATP8B2"
"1495",1495,"ENSG00000226855",-0.0311132257329724,0.120774749987091,0.5086012985951,0.825096612022442,"RPSAP17"
"1496",1496,"ENSG00000160712",0.0049989807442399,0.114270328047278,0.916605251969017,0.980020858802006,"IL6R"
"1497",1497,"ENSG00000228264",0.0143894976947214,0.123965917753983,0.493916701133503,NA,"PSMD8P1"
"1498",1498,"ENSG00000160714",-0.024338556041394,0.0931369288291039,0.712475030108705,0.915509676632009,"UBE2Q1"
"1499",1499,"ENSG00000229780",-0.00504525803355795,0.124356830552203,0.584716827957846,NA,"UBE2Q1-AS1"
"1500",1500,"ENSG00000160716",-0.00437640192560253,0.123764330699058,0.770337652063203,NA,"CHRNB2"
"1501",1501,"ENSG00000160710",-0.0735765669145139,0.0991187338074383,0.28557109594455,0.694580540805029,"ADAR"
"1502",1502,"ENSG00000163344",-0.0567838805469774,0.12670583131742,0.284978195370625,0.693708826792755,"PMVK"
"1503",1503,"ENSG00000163346",-0.424766298467959,0.155590336628207,0.000423400888215889,0.031154179497057,"PBXIP1"
"1504",1504,"ENSG00000163348",-0.0834232874384503,0.136413903112949,0.17991456813804,0.603717680081603,"PYGO2"
"1505",1505,"ENSG00000271380",-0.0118357315778947,0.124953487742618,0.26776093280242,NA,"LOC101928120"
"1506",1506,"ENSG00000160691",-0.251540949410477,0.199515340829014,0.0174012830498773,0.249772702220357,"SHC1"
"1507",1507,"ENSG00000173207",-0.0662741437050828,0.103304784272312,0.299838668083703,0.705518910603709,"CKS1B"
"1508",1508,"ENSG00000264349",-0.00550523444524986,0.124536151234004,0.445295873657311,NA,"MIR4258"
"1509",1509,"ENSG00000160688",-0.0107695669925098,0.110625946996014,0.833195608021624,0.957042529857835,"FLAD1"
"1510",1510,"ENSG00000160685",-0.0416901207080621,0.111311925882358,0.472277214434581,0.808037801797315,"ZBTB7B"
"1511",1511,"ENSG00000163354",-0.0011417550731925,0.124050337089688,0.916548310433587,NA,"DCST2"
"1512",1512,"ENSG00000163357",-0.000713832943946701,0.123828212808079,0.953018892656811,NA,"DCST1"
"1513",1513,"ENSG00000232093",0.0155663093981844,0.121602802550111,0.619819578105765,0.87871034390122,NA
"1514",1514,"ENSG00000143537",-0.0577296467467338,0.13131786519904,0.170415558770782,0.591290773630881,"ADAM15"
"1515",1515,"ENSG00000243364",-0.0669127817260619,0.137588431163231,0.16889088801717,0.590997511373114,"EFNA4"
"1516",1516,"ENSG00000143590",-0.00659388542258729,0.119217689504112,0.85241540984664,0.961399746243641,"EFNA3"
"1517",1517,"ENSG00000169242",-0.0188844188496348,0.110588713138499,0.721218754639164,0.919427111163704,"EFNA1"
"1518",1518,"ENSG00000169241",0.121063332784789,0.1317844131319,0.108240009617983,0.51652430400406,"SLC50A1"
"1519",1519,"ENSG00000179085",-0.143023171636868,0.197384850468314,0.0545062744941801,0.404741036241442,"DPM3"
"1520",1520,"ENSG00000223452",-0.00791939779086641,0.124205625256774,0.551423826023354,NA,NA
"1521",1521,"ENSG00000163463",-0.0408039851530763,0.129514308494414,0.212382114895383,0.633148154677888,"KRTCAP2"
"1522",1522,"ENSG00000163462",-0.0107791361333883,0.118119549017659,0.780597201035955,0.940411926269127,"TRIM46"
"1523",1523,"ENSG00000185499",-0.0322113607869702,0.10446356457948,0.581339685585527,0.859589757362787,"MUC1"
"1524",1524,"ENSG00000231064",-0.0144777278349793,0.123713109339837,0.510836566665498,NA,NA
"1525",1525,"ENSG00000169231",-0.105446280419628,0.155779950428136,0.106066243882139,0.512091355031246,"THBS3"
"1526",1526,"ENSG00000173171",-0.0351122639782549,0.115614955805826,0.504176134759702,0.822915315630081,"MTX1"
"1527",1527,"ENSG00000160766",0.00338119963665342,0.112881711657139,0.951640293727901,0.987298599802961,"GBAP1"
"1528",1528,"ENSG00000236675",-0.0836838128298583,0.152731458551308,0.094226354056155,0.488883102651041,"MTX1P1"
"1529",1529,"ENSG00000177628",-0.0447153224417825,0.106326035540046,0.441609246022462,0.791195476766991,"GBA"
"1530",1530,"ENSG00000160767",-0.00392708065791865,0.105594456401609,0.998176384428734,0.999323089004941,"FAM189B"
"1531",1531,"ENSG00000116521",-0.0253032201772703,0.110442556695665,0.64162852841196,0.888024757907445,"SCAMP3"
"1532",1532,"ENSG00000176444",0.0631033519250912,0.106667974648232,0.336065203905667,0.727892198771762,"CLK2"
"1533",1533,"ENSG00000143630",-0.0554313467005833,0.137063849460034,0.119043803817299,0.531622022883772,"HCN3"
"1534",1534,"ENSG00000160752",-0.323504750874185,0.166599921373682,0.00450815150346808,0.127039186178001,"FDPS"
"1535",1535,"ENSG00000225855",-0.0348776564949735,0.128277051250062,0.217475828037096,0.638533925568812,"RUSC1-AS1"
"1536",1536,"ENSG00000160753",-0.0570570414293712,0.107220649567374,0.373532719998025,0.751945496760098,"RUSC1"
"1537",1537,"ENSG00000116539",-0.0174424438000314,0.102883460103428,0.764912313166878,0.934194608980488,"ASH1L"
"1538",1538,"ENSG00000235919",0.00899104676713274,0.121691900777604,0.749960602204028,0.92828536978636,"ASH1L-AS1"
"1539",1539,"ENSG00000271267",-0.00559536838463207,0.124375954843199,0.554526283436734,NA,NA
"1540",1540,"ENSG00000232519",0.00220611562536139,0.124099947211357,0.845533304639249,NA,NA
"1541",1541,"ENSG00000125459",-0.0310199779387942,0.117739432716606,0.516193298631086,0.828148900755014,"MSTO1"
"1542",1542,"ENSG00000246203",-0.00746188214866306,0.123175657417148,0.710972908541174,NA,NA
"1543",1543,"ENSG00000163374",0.0575230845969165,0.108124567755333,0.368414377813112,0.749186711936908,"YY1AP1"
"1544",1544,"ENSG00000132676",0.0849805878257,0.102260804110043,0.221215757671725,0.640861478130714,"DAP3"
