"Gene_Symbol","Andocsb"
"IL2RB","1.01277730974445"
"CKMT2","1.0495126705653"
"RBL1","1.01537008414906"
"BTN2A2","1.0132952108649"
"SNRNP35","0.989561270801815"
"IGFBP1","1"
"KCNJ8","1"
"KCNJ8","1"
"KMO","1.00098286998034"
"ZC2HC1A","1.00315457413249"
"SMPDL3B","0.977205069320405"
"FBXO46","0.963955961129506"
"SPI1","1"
"HNF1B","1.00869225510304"
"SLC15A2","1.00657731447009"
"APC2","1"
"EIF2S3","1.02250470199105"
"MTF1","1.01563593932322"
"PHYHIP","1"
"RAMP3","1"
"ACVR2A","1.0079020589872"
"CLDN10","1"
"MN1","1"
"REEP2","1.00547368421053"
"RCE1","0.996886028648536"
"S100A1","0.999020019599608"
"PVALB","1.18560009335434"
"DCT","1"
"DCT","1"
"STIL","1.0391700059019"
"ZBTB24","1.01683014971606"
"SULT1C2","1.00182456140351"
"CSPG5","0.999586263963591"
"BARD1","0.987017282725544"
"TMSB15A","1"
"DYNC1I1","1"
"GNA15","1.02035907568078"
"CRABP1","1.01404099971918"
"SERPINI1","1"
"PEBP1","0.979232811117473"
"ACADSB","1.07830058289766"
"GRIA2","1"
"AKAP6","1"
"PFDN4","1.03973600989963"
"BBOX1","1"
"ACOX2","1"
"HOXB6","0.965613935030061"
"SH2B2","0.970961991834857"
"FAM131B","1"
"DBT","0.998515075214668"
"PLAG1","1.0216423637759"
"CTNNA2","1"
"SLN","1"
"MDFI","1.03880750449756"
"CBR3","1.0160194796873"
"PDZK1","0.998531571218796"
"LRRC17","0.993726474278544"
"CFD","0.906503547003101"
"ZBTB20","1.01907303093191"
"TNNC2","1.17219473459166"
"ANK1","1.01160027952481"
"CCL14","0.920839393309786"
"CHEK1","0.999491197720566"
"SMAD3","0.998948032821376"
"DCLK1","1"
"WAS","1"
"PRSS2","0.985049299277334"
"IL1R2","0.937767563426614"
"HSD11B1","0.980208120791675"
"SEMA5A","1.01291771974165"
"STK4","0.992819663076498"
"ACAT1","1.00216890334824"
"MPPED2","1"
"ARHGAP44","1"
"FES","1"
"GPR183","1.00014040999719"
"PEX7","1.00496480643539"
"SLC22A3","0.992625972961901"
"ITGBL1","0.998319327731092"
"AP1B1","0.974446414768335"
"TBKBP1","0.999158249158249"
"ZNF354A","0.993943798449612"
"CALB2","0.968552651296213"
"BMP5","1"
"BMP5","1"
"OVGP1","0.98645630718248"
"BCHE","1"
"H2AX","0.990563233764304"
"ZNF211","0.951890445961592"
"GSTT2B","0.999578947368421"
"NPY1R","1"
"OCEL1","0.960454580357828"
"MFAP3L","1"
"SNAPC1","1.04864864864865"
"ATP2A1","1.01487314085739"
"PRL","1"
"SAC3D1","0.926360196041938"
"FOXO4","1.02883135995719"
"HOXB2","0.913380022115739"
"HPCA","1.01029654036244"
"MST1R","0.957221581443035"
"CD3E","1"
"ILRUN","1.01549080985633"
"MC1R","0.981442510044002"
"HPCAL1","0.978163233699861"
"SCNN1B","1"
"HS3ST1","1.05834487534626"
"CASP10","1.03345383600161"
"KLK11","0.97839140916064"
"VAX2","0.999461061708434"
"CRLF3","1.01237950279046"
"SCRG1","0.999789429353548"
"CCL20","1.02458033573141"
"AMBP","1"
"PPP1R1A","1.00050276520865"
"UGP2","1.02097387464737"
"ARL2-SNX15","1.01889914937279"
"ISG15","0.960108970616851"
"SIT1","1"
"RYR1","1"
"TESK2","1"
"GZMA","1"
"CRYM","0.98907702927681"
"DPYSL4","0.998320738874895"
"GNLY","1.00014040999719"
"KIAA0408","1"
"GHR","1"
"C5","0.999791449426486"
"CYP17A1","1"
"BTK","1"
"GCNT1","0.989673390970221"
"VIL1","1.00325776211688"
"CPB1","1"
"GABPB1-IT1","0.982246295042503"
"AIFM1","0.978153990851182"
"TCN1","0.973171628077912"
"ZNF415","1"
"PRSS12","1.0046102263202"
"CIZ1","0.977794931172006"
"HAPLN1","1.00097141271163"
"KATNA1","1.05391446512838"
"GEMIN4","0.915248581915249"
"RUNX1T1","1.02176476895036"
"CDH6","1"
"CDH6","1"
"VAV2","0.99820193637621"
"CORO2A","0.997930740673118"
"AVIL","1.01600696537405"
"RRAGB","1.09147800478557"
"GSPT2","1"
"STEAP1","0.998805695911805"
"HSPA4L","0.981881284132088"
"CR2","1"
"DNAJC8","0.992813466832322"
"TYK2","0.964198194967426"
"PCP4","1"
"SV2B","1"
"OAS1","0.914437883524372"
"CSRP3","1"
"BPI","1.00785964912281"
"TRAF6","0.987165178571429"
"PCSK5","1.01002465078061"
"KCTD17","0.955949367088608"
"RPP38","0.98272777924401"
"REN","1.00152777777778"
"PAGE4","1"
"CHST1","1"
"AQP9","1"
"LAMP3","1.01122807017544"
"PIP4K2A","0.995722165934932"
"LIPT1","1.01676023106338"
"SNX7","0.998935480884939"
"C1QL1","0.988553590010406"
"SERPIND1","1"
"PYGM","1.44535073409462"
"ROR2","0.985315408479835"
"HRH1","1.03639355051004"
"NOS3","1"
"GGT5","1"
"MYL3","1"
"RASGRP1","1.03255524431995"
"SLC4A1","1"
"PDE9A","1.00539531023034"
"DSG3","1"
"SLC44A4","0.995760466348702"
"TRAIP","1"
"TRAF1","0.988477700962451"
"HOXB5","0.942770219849607"
"PSG7","1"
"HOXD9","0.999403697078116"
"LRP6","0.996178972020215"
"SCYL3","0.996967071057193"
"ANGPT1","1.00014040999719"
"MYOM1","1"
"TNFSF13","0.999369085173502"
"MMRN1","0.990404672507301"
"SYT17","1.0064972073407"
"CPA1","1"
"GALNT8","1.01157407407407"
"PRRG2","0.929939204785591"
"PRRG1","1.07260918601486"
"MEOX1","1.00140431507724"
"F10","1"
"ALKBH1","1.00661375661376"
"SMPD2","0.951978594564146"
"ALDH3A1","0.960787957628694"
"CPA3","1"
"CALB1","1"
"CALB1","1"
"CDA","1.00292887029289"
"CRH","1"
"CRH","1"
"KIAA0586","1.01103286384977"
"PIP5K1B","0.836789973721447"
"ALAS1","1.03285048424461"
"SH3GL3","1"
"ADGRB3","1"
"AOAH","1"
"ALDH3B1","0.992298379826392"
"SNRPGP15","0.999407717891476"
"PAX6","1"
"WNT2","0.997068676716918"
"FGA","1.0018191995522"
"RAPGEF4","1"
"TTLL1","0.97137196631996"
"CTSG","0.998258176891814"
"C4BPA","1"
"PCDH17","1"
"HAAO","1.0160821546212"
"MIR1180","0.972605478904219"
"PCBP3","1"
"KIN","1.01044469519428"
"FMO1","1"
"WRN","1.03987546401629"
"LY75","0.910126518473713"
"NCAM2","1"
"GAL3ST1","0.956679636835279"
"HLA-DOB","1.00532907007727"
"XPA","0.99069840769352"
"ASB9","0.978459150009703"
"MTTP","1"
"CYP27B1","0.996838777660696"
"AP3B2","1"
"MMP10","1.05733036156513"
"BCL2A1","1"
"APOM","1.01055318313454"
"DENND4C","1.01460330550115"
"CD86","1.00322942993541"
"TFAP4","1"
"BUD31","1.00354460588194"
"SYNGR3","1.02037329127234"
"CD38","1"
"TNNT3","1"
"TYRP1","1"
"GFRA1","1"
"SCGN","0.982935591480626"
"MAP2K6","0.980900993490922"
"HSD17B6","1"
"IPO8","1.00035065572621"
"ANKRD26","0.984058749776106"
"TRPM2","1"
"LRP2","1.00361111111111"
"COMP","1.00425765691526"
"ZMYND10","1"
"BST1","0.997085761865112"
"ITGB7","1"
"PAH","1"
"POMC","1"
"GFRA2","1.0223251895535"
"CNTFR","1"
"PKP1","1"
"SCGB1A1","1"
"DIAPH2","0.98413168480541"
"TEP1","1.00498350529936"
"TENM1","1.02124388539483"
"ABLIM3","0.997907949790795"
"NCOA2","0.996850724333403"
"BLM","0.931912859386738"
"PGAM2","1.00166251039069"
"KCNQ2","1"
"FABP3","1"
"RBM42","1.02333750074418"
"DTNA","1.00021057064645"
"TNNI3","0.979510349900179"
"STAC","1"
"DOC2A","1.00027277686852"
"CBLN1","1"
"CYP1A1","1"
"BPHL","0.929169928387115"
"SH3GL2","1"
"GSTM5","1"
"CRP","1"
"F2","1.00302280846386"
"ITIH3","1"
"F8","1"
"CD8A","1"
"SULT2B1","0.950181865419589"
"DUS4L","1.00396968603392"
"TCAP","1.03753193161721"
"EREG","1.09786638684855"
"SLC27A2","0.97886830882821"
"F12","0.964747880410531"
"FAM50B","0.978691332648167"
"DUSP9","1"
"KLK7","1.00052042674993"
"RAMP2","1"
"BIK","1.12103953914637"
"VPS9D1","1.08624708624709"
"FGF7","1.01704904230688"
"KLK13","1.0375865479723"
"ARVCF","0.994629648393961"
"ITGAM","1.06104151314173"
"CD1D","1"
"SKAP1","1"
"CCN5","0.990299277605779"
"IL7R","1"
"SLC3A1","0.92141964028085"
"RASGRP3","1"
"ROR1","1.01827886232361"
"ROM1","0.993747394747811"
"TUFT1","1.02250622031215"
"WASL","0.981095802627363"
"POLG2","0.962481608631682"
"MAT1A","1.00603762987925"
"GRM3","1"
"REG3A","1"
"MARCO","1"
"APOC3","1"
"KLRC4-KLRK1","1"
"HMGCS1","1.03739676790957"
"HSPB2","1.00203123905582"
"PCSK1","1"
"MYOM2","1"
"CCK","1.01572591968548"
"MMP3","1"
"HSD17B1","1.00870175438596"
"CLGN","0.999368553988634"
"CD2","1"
"GYPA","1"
"GYPA","1"
"TSPOAP1","1.0070306038048"
"JAK2","1"
"JAK2","1"
"CACNA1H","1"
"PRSS22","0.995657568238213"
"GAS2","0.992721979621543"
"GABRB3","1"
"NME6","0.919337665675368"
"CDK5R2","0.996956786366403"
"TULP3","0.983443878862666"
"ZNF197","0.948396094839609"
"SLC14A1","1"
"SLC18A2","1"
"NGFR","1"
"LY86","1.00084104289319"
"FOLH1","1"
"SPIB","1"
"GREB1","1"
"S100A12","0.999789429353548"
"SLC7A4","1"
"ARID3A","1.02000512952039"
"FCN3","0.977896029471961"
"PRSS1","1"
"BDKRB2","1"
"ITPKA","1.00124688279302"
"ZC3H7B","1.01551035571654"
"PRKD1","1"
"ZNF74","0.993803253292022"
"ADD3","0.980536714833382"
"REG1B","1"
"MSH3","0.984839535341603"
"JAKMIP2","1"
"JAKMIP2","1"
"GABBR1","1.48715002489563"
"ADORA2B","1"
"FABP1","0.901526760883138"
"NLGN1","0.999789429353548"
"ARSL","0.944779538972273"
"SLC22A4","1.00218043063505"
"CX3CR1","1"
"CCNA1","1"
"KRT1","1"
"PNOC","1"
"KCNN3","1"
"KCNN3","1"
"MICA","1.0061266874351"
"FOXJ1","0.996017280950452"
"OMD","1.00469483568075"
"POLE2","0.983623078861174"
"CEL","1.00154385964912"
"PTH1R","1"
"PNLIP","1"
"PLIN1","1"
"S100A7A","1"
"SLC4A3","1"
"VNN2","1.03022452504318"
"RELN","1.00181691125087"
"CTSE","1.00446222495769"
"ZNF799","1.01932220536166"
"GPA33","1"
"GTF2E1","1"
"MSX1","1"
"SETBP1","1.00419849955262"
"FOXF1","1"
"HK3","1"
"CGREF1","0.913557779799818"
"PPM1E","1"
"MYH3","0.998527865404837"
"COL10A1","0.991689195954741"
"TDO2","1.0016849199663"
"CLTCL1","0.988352745424293"
"IL6R","0.985226567349473"
"VIPR2","1.00014035087719"
"PTPRT","1.01039033979219"
"CA1","0.998737904922171"
"MYH1","1.00013435442698"
"KCNK3","1.00662621189928"
"RXRG","1"
"PSMC3IP","0.980717831233295"
"PLXNB3","1.0011401140114"
"CSHL1","1"
"MMP13","1.00705948137275"
"ZNF426","0.994873297202285"
"BATF","1.02125919869174"
"TAF13","1.11006060606061"
"H4C3","0.981115625924369"
"KCNS3","1"
"AADAC","0.973197212769405"
"CTRB2","1"
"SLC38A3","1.01319853973603"
"FEZ1","1.01558803061935"
"HOXD1","1"
"KL","1"
"SCGB2A1","1"
"PRR5-ARHGAP8","0.916515949778512"
"ING2","0.932565497138388"
"DPEP1","0.974068071312804"
"CRHBP","1"
"AATK","0.920812647441992"
"CD1C","1.010249929795"
"CD84","1.00182532996349"
"MOG","1"
"PRRX1","1"
"IL15","1.07060809875723"
"IQCB1","0.990053874844592"
"CYP3A4","1.00052340361896"
"MEP1A","1.0060350877193"
"NPY","1"
"ADGRG2","1"
"CEP135","1.04292079919506"
"CEP162","1.00127518490181"
"PRG4","1"
"TGM1","1"
"HABP2","0.943702146824801"
"CASP1","1"
"LEFTY2","1"
"ACTL6B","1"
"ACTL6B","1"
"FOXJ3","0.985196597226874"
"KIAA0319","0.998354721948009"
"RBM19","0.988992676402228"
"NDP","1"
"NMU","0.996444258523321"
"HPD","1.00028046557285"
"TNFAIP6","0.99796126401631"
"S100A3","0.974992086103197"
"MERTK","0.997581035316884"
"ANKRD1","0.99748427672956"
"ASPA","1"
"USP5","1.00713728114196"
"DSC3","1"
"DSC3","1"
"NR2C2","1.00712978736829"
"RAB33A","1"
"MAPK11","1.00014040999719"
"ATP2C2","0.980189798339264"
"NOL4","1"
"ADAM23","1"
"GNB3","1"
"SELP","1"
"RNH1","1.00195602847977"
"SLBP","1.00964270532698"
"SNRPA1P1","1.01106069717014"
"SPN","0.996268207535813"
"SLC6A12","1"
"PTPN22","1.00355191256831"
"DPYS","1"
"RAD51C","1.00062586055827"
"WT1","1"
"ACADL","1.0166350810697"
"EPHA3","1.00112327997753"
"UCN","0.959110042092604"
"COLQ","1"
"HMGA1","0.982278572853748"
"CSNK2A1","1.02312863165091"
"LRRC23","1.02431684121825"
"KEL","1"
"PLCH2","1"
"SLC24A1","0.949380241965412"
"ADGRB1","1.04360679970436"
"PTPRR","1.00803633822502"
"CTH","1.04858185902836"
"NELL1","1"
"MATN3","1"
"ZNF35","0.967579110852262"
"SLC22A18AS","0.938476141168349"
"ZBTB6","1"
"ECM2","1"
"GINS1","1.00159014112502"
"RAC3","0.90230993718158"
"ISL1","0.999272595017276"
"AFF2","1"
"MAPK12","1.05427246210491"
"SRSF6","1.01815749235474"
"FUT1","0.987758945386064"
"H3C10","0.987760709379293"
"RNASE2","1"
"ANKRD7","1"
"EGR3","1.04531474266967"
"TPM1","1.31699346405229"
"STAT4","1.00014040999719"
"BHMT","1"
"CD33","1"
"AMPD1","1.04822808419931"
"SOX15","1.00224466891134"
"LLGL1","1.00617543859649"
"CXCR5","1"
"ADRA2C","0.99611848825332"
"ASGR2","1"
"CLPS","1.00051007396072"
"MCC","1.00224183830741"
"XAF1","1.00028070175439"
"ADAMDEC1","1.00042105263158"
"FZD5","1.00449050086356"
"LHX2","1"
"MOCS3","1"
"ZNF135","1"
"SLC26A3","1"
"RHAG","1.00083542188805"
"SCML2","0.998220762334907"
"IL3RA","1"
"CHP2","1"
"CELA3B","0.999789429353548"
"CYP4F11","1"
"RLBP1","1"
"ABCC2","1"
"GJB5","1"
"PTX3","1.00083507306889"
"GDF10","1"
"APOBEC2","1.01628755967425"
"SYT5","1"
"SYT5","1"
"MAB21L1","1"
"CLCA2","1.00238696995226"
"ADRB2","1.00475501343808"
"ADORA3","1"
"IL13RA2","1"
"ZNF222","0.990061418202122"
"BMP6","0.998136260095258"
"ARG1","1.00503778337531"
"PLA2G5","1"
"TPPP","1.01350245499182"
"ZNF134","0.996432318992655"
"HERC3","1.00013522650439"
"CRKL","0.998317914213625"
"CRYBB1","1"
"MPP3","1.0090276750037"
"PTGIR","1.00217132450795"
"ZNF623","1.04819920914823"
"GPR17","0.983029801324503"
"ENTPD3","1"
"CDSN","1.02100673801031"
"HOXC4","0.989648033126294"
"GH2","0.996858638743455"
"NME5","1"
"CEACAM7","0.999789783476981"
"ANXA11","0.993977919036467"
"MEOX2","1"
"RCVRN","1"
"GRB14","1.00172711571675"
"CD180","1"
"CLC","1"
"CA4","0.989302840280339"
"CETP","1"
"SELE","1"
"CPA2","1.00013633265167"
"WNT10B","0.993629295209431"
"PLA2G7","1"
"OPCML","1"
"SRPK3","1"
"MAGEB2","1"
"VAV1","1"
"CST1","1.01165402976692"
"HRG","1"
"CILP","1"
"PAX2","1"
"PAX2","1"
"LHX1","1"
"KCNN1","1.00126368997473"
"MMP17","1.01305263157895"
"GPR4","0.98553412462908"
"SPINK1","1.0128877152879"
"ZNF136","0.876506765067651"
"TM4SF5","0.883368619148436"
"TIMP4","1"
"CR1","1.00013871549452"
"MICB","1.01839370963213"
"MAP3K13","0.978272115882049"
"DLG2","1.01188478747204"
"EGF","1"
"CPN1","1"
"CCDC9","0.998144712430427"
"PROC","0.857347477731525"
"TGM4","0.979654510556622"
"ZNF239","0.983511715360139"
"ADH1C","1"
"FMO4","1"
"MATK","0.983935742971888"
"LEFTY1","0.998371998371998"
"GCM1","1"
"PRKCG","0.999375130181212"
"PRELID3A","1.06783490384086"
"LY6D","1"
"P2RY2","1.09089013967063"
"PTAFR","1.0227629088943"
"PRKY","1.01919720767888"
"CDH18","1"
"ADCYAP1","1"
"NEUROD1","1"
"CLTB","1.01728043833307"
"NPHP1","1.00028022978843"
"TDGF1","1.03993344425957"
"HOXA4","1.00517041257782"
"NTS","1"
"SULT2A1","1"
"SULT2A1","1"
"HSD3B2","1.02688285253036"
"IL18","1.06901829819801"
"MAP4K1","0.997726803058483"
"CTRC","0.994279335844844"
"ARHGAP22","1"
"NALF2","1"
"TEC","1"
"MYBPH","1"
"C8A","1"
"RYR3","1"
"FOXD1","1"
"TRDMT1","1.00529100529101"
"CNMD","1"
"SPINK2","1"
"PLA2G1B","1"
"GUCY2C","1.00014040999719"
"ZKSCAN7","1.03008614976806"
"CRLF1","1.00057725610929"
"KNTC1","0.949907009360041"
"EPPIN","1"
"EPPIN","1"
"SYN3","1"
"DAPK2","0.997763697353709"
"SERPINA6","0.999368553988634"
"GRP","1"
"CDH15","1.0157282579963"
"EXTL1","1.00028070175439"
"CALCRL","1"
"IFI16","1"
"MSI1","1.00909577314072"
"LIPF","1"
"GALNS","0.970219338894038"
"CXCL6","1"
"CCR7","1"
"ELAVL3","1.0488"
"CARTPT","0.999583333333333"
"IL2RA","1"
"PON1","0.998317914213625"
"LGI1","1"
"APCS","1"
"PEX10","1.00847659980898"
"COX6A2","1"
"SLCO1B3","0.990523105794042"
"GNAL","1.00238696995226"
"OPA3","0.981118373275236"
"PRM1","1"
"SOCS3","0.988230678697529"
"MAP3K10","0.989271180170181"
"XCL1","1"
"XCL2","1.00249895876718"
"PIK3CG","1.00014040999719"
"FOLR3","1.00881763527054"
"MYF6","1"
"DUSP8","0.933669674331361"
"HSPB3","1"
"FOXF2","1"
"SCGB2A2","1.00814366256003"
"SCN2A","1"
"BDNF","1.02048828364618"
"CACNG3","1"
"SERPINA7","1"
"CDX2","1.00013175230567"
"PF4","1"
"RARRES1","0.988041853512706"
"TNNI2","1.04865467726195"
"MYBPC2","1.00040551500406"
"DGKG","1"
"SLC1A1","1.01762420205384"
"GDF1","1"
"CD19","1.00042105263158"
"LGALS7B","0.983445067724723"
"MAPT","1.00982481060606"
"ATF7-NPFF","1.02135789832822"
"SMCP","0.990452469904525"
"CCL13","1.02597584948048"
"LRRTM2","1.00104712041885"
"TIAM1","0.995094339622642"
"NR0B2","0.92208961291634"
"TCL1B","1"
"ASAP2","1.00044385264092"
"TLL1","1"
"ZNF205","0.973039453668641"
"CNGA1","1"
"SERPINB7","1.00461796809404"
"GCG","1"
"ANGPTL7","1.00561639988767"
"TRPC3","1.00014035087719"
"MLANA","1"
"MLANA","1"
"CDX1","1"
"SPOCK3","1.01488345970233"
"B4GALNT1","1"
"S1PR4","1"
"EPYC","1"
"LIN7A","1"
"COMMD4","0.961201434387554"
"SEMG1","1.00280819994384"
"PDE1B","1"
"PRMT1","0.982491690218454"
"CELA2A","1"
"CELA2A","1"
"ZNF365","1.01179443976411"
"MASP1","1.00070204998596"
"DBH","1.00069881201957"
"NDRG2","0.928663725883349"
"RHO","1.00378947368421"
"GABRA5","1"
"DIO1","0.997898276586801"
"WNT2B","1.00217598259214"
"MT1H","1.00238916910008"
"NTRK3","1.00575680988486"
"BMX","1"
"ACSBG1","1"
"ACSBG1","1"
"TNFRSF6B","0.913183279742765"
"METTL13","0.917798490901021"
"PLXNC1","1"
"PLXNC1","1"
"MBTPS2","0.99950970091756"
"NOVA2","1.04521134296415"
"FAM30A","1"
"LTC4S","1"
"LDB2","1"
"PTK6","0.97856052600681"
"DNAAF11","0.919543033703297"
"CD5","0.948446750482272"
"LAG3","1"
"CD36","1"
"FHIT","1"
"ITGA2B","1.00028081999438"
"HINFP","0.958739635157546"
"FMO3","1"
"COA1","1.01388460351743"
"OCA2","1.00020898641588"
"RCC1","1.00169954924998"
"INSM1","1"
"CYP24A1","1"
"SUPT3H","0.976004625614339"
"CD70","0.999589827727646"
"PIP","0.988041237113402"
"SIX2","1"
"SIX2","1"
"SRP19","1.02730608944455"
"AIM2","0.998367346938775"
"CYP4F2","1"
"CYP4F3","1"
"AMH","0.969358327325162"
"CDH16","1"
"RGS9","1.00083857442348"
"SIGLEC6","1.00021057064645"
"MGAM","0.998953756015903"
"TBXT","1.02313810556761"
"GABRR1","1"
"RIBC2","0.921242473022119"
"TRPC6","1"
"SLC26A4","0.997088186356073"
"CHRNA5","1"
"GRIN2A","1"
"SLC2A2","0.994764397905759"
"XIAPP1","0.992845786963434"
"MRAS","1"
"CYP4F12","1"
"GLB1L","1.02384358607535"
"CD28","1"
"SYCP2","0.999789429353548"
"PPEF1","1"
"INSL4","1"
"KLHL24","0.993555946104277"
"TAC1","1"
"CLUL1","1.00350877192982"
"ZNF702P","0.978281760522775"
"EEF1A1P9","1.00537264418607"
"AKR1B10","0.930525266371736"
"OPRL1","1.07309363887791"
"SLC7A1","1.00221575959008"
"TNP1","1.02051460361613"
"IL24","1"
"PSG11","1"
"KCNQ3","0.991637772792168"
"CDKL5","1.00063171193936"
"VIP","1.00814377983712"
"NKX2-5","1"
"KRBOX4","1.00312957783993"
"LY96","1"
"MKRN3","0.980758151860813"
"CNR2","1"
"CCT6B","1.00482921083628"
"DAZL","1"
"GFI1","0.999274836838289"
"MED22","0.961341137365417"
"CST6","1.08673499970029"
"NRL","0.999791449426486"
"INS","1"
"SLC16A5","1.0070363073459"
"HOXD3","1.00574229691877"
"SLC2A4","1"
"OVOL1","0.996857322438718"
"ENDOU","1"
"LIPC","1"
"RPGRIP1","1"
"MAGEC1","1"
"F11","1"
"CDRT15P3","1"
"CACNG1","1.05474906677727"
"TAF1A","1.00762083724815"
"GDF5","1.01029962546816"
"RENBP","1"
"IL18R1","0.996014264736732"
"DKK4","1"
"EIF4H","1.01301909123656"
"TRH","1.00702049985959"
"PDE6A","1"
"USP9Y","1"
"PRPH2","1"
"SSX1","1.000505625079"
"SLC5A1","0.872472364518738"
"ADAMTSL2","0.999032213466058"
"TYRL","1.00028081999438"
"PTGER2","1"
"CHRNB2","1.01552123855554"
"P2RY14","1"
"HTR2B","0.999789783476981"
"HTN1","1"
"TNFRSF17","1"
"DSG1","1"
"NR0B1","1"
"NR0B1","1"
"GLI1","1"
"HBZ","1"
"ZNF571","1"
"IQCC","0.982850716896261"
"CPB2","1"
"POLR3G","0.988875485859804"
"APMAP","0.988198563846394"
"MYOD1","0.998462613556953"
"UPK3B","1"
"IGLL1","0.983429991714996"
"GLRX","1.00650790245298"
"SP4","0.998527865404837"
"SI","1.00070175438596"
"GZMK","1"
"GAD1","1.00895036615134"
"SAG","1"
"AQP2","1"
"FLT3","1"
"SKIL","1.00237691001698"
"CEACAM8","1"
"KRT31","1"
"GABRA1","1"
"APBA1","1.00666111573689"
"CD5L","1"
"GP2","1"
"CLEC10A","1"
"ZNF165","1.01699104108743"
"HCG4","1"
"PDK1","0.98937784522003"
"PTPN6","1.01399504414895"
"CPSF4","0.940780089518469"
"ASIC2","1"
"PDIA2","1"
"IL7","1"
"PNLIPRP1","1"
"ZNF43","0.990031152647975"
"GPR143","1"
"HP","1.00463514766256"
"XK","0.988121569591218"
"KDM5D","1"
"EDNRB","1.00175254118472"
"CHRNB1","1"
"TULP1","1"
"NTF3","1.00841134174467"
"GPT","0.970738748195775"
"UMOD","1"
"MYH8","1.00034300610551"
"LMO1","1.00326397388821"
"SYNGR4","1"
"MGAT5","0.995899470899471"
"CCDC181","0.997876857749469"
"LPAR2","1.02311760860522"
"HPGDS","1"
"C9","1.00803546688833"
"TNFRSF8","1"
"CNKSR2","1.00455277719409"
"SLITRK3","1"
"TULP2","1"
"JRKL","1.0115454248657"
"CHRNA4","1"
"CHRNA4","1"
"WNT11","1.07392644107087"
"APOC4","1.01894736842105"
"MIR615","0.987007045475341"
"SYCP1","1"
"SSUH2","1"
"VEGFD","1.00126368997473"
"ASGR1","1"
"HOXC11","1.00570729718712"
"BFSP1","1.00597371565114"
"CD1B","1"
"PCYT1B","1.00154450996911"
"DFFB","0.893670532345955"
"RDH16","1"
"CYP2B6","1.00119211370931"
"CHST7","1.00474308300395"
"EDN2","1.01987848758332"
"FCER2","1.00154619250097"
"CD96","1"
"KCNA5","1.00475711892797"
"FKBP6","1"
"MPPE1","1.02002942174946"
"KCNJ2","1"
"ITGA10","1"
"RPL3L","1"
"TMSB4Y","1"
"UPK3A","1"
"PTH2R","1"
"LY6H","1"
"FRMPD1","1"
"CUBN","1"
"CRYBB2","0.900982959505104"
"ASMT","1.02977943582695"
"GAD2","1"
"DNAJC4","0.948410989578848"
"FGF4","1"
"AQP8","1"
"KLRC1","0.999171156237049"
"HTN3","1"
"BRDT","1"
"NDUFB1","0.987101519473297"
"PNMT","0.999159663865546"
"ERBB4","1"
"F2RL2","1"
"NAT2","1"
"DLEC1","1.00014040999719"
"SCGB1D2","1"
"MTHFR","0.999789517996211"
"NPPB","1"
"PAX5","1.01739070186378"
"PDYN","1"
"CD3G","0.998467753168965"
"SEMA3A","0.95341827647623"
"DGKI","1.00013935340022"
"ADCY8","1"
"ADRB3","1.00706244318579"
"CTF1","0.999166666666667"
"NGF","1"
"SPAG8","1.00043233895374"
"CELF3","1"
"POM121L15P","1"
"CES1P1","0.999165275459099"
"OXTR","0.998797113071371"
"PMP2","1.01952606635071"
"TRPV6","0.980667509244956"
"TXK","1"
"ZNF430","0.999120914249181"
"ARSD","1.01431943351692"
"ACYP2","1.01914725621792"
"HBD","1"
"STATH","1"
"SLC6A3","1.00294612794613"
"ALX1","1.00014040999719"
"TBX19","1.00137741046832"
"C22orf31","0.999372516209998"
"AFM","1"
"PDE6H","1"
"KCND1","0.995265942634364"
"CRYBA4","1"
"FBP2","1.00520833333333"
"GABRG2","1"
"RASL10A","1.00280701754386"
"RNASE3","1"
"HYAL2","0.980733592083639"
"LILRB5","1"
"MFSD2B","0.998953317981997"
"HOXC6","1.00446454455847"
"PAEP","1"
"MIOS","0.986329433085136"
"ZNF254","0.940570522979398"
"HRK","1.00041999160017"
"GCKR","0.997774630791018"
"STARD8","1.00150069031755"
"CHAD","1.00773249738767"
"ELANE","1"
"CA6","1.0354310565362"
"SLK","1.00112419132464"
"DAO","1.01833727078412"
"NRG2","1"
"P2RX6","1"
"LILRA3","1"
"SLC1A6","0.973368216274234"
"GP9","1"
"GH1","1.00140409997192"
"ACKR2","0.999368553988634"
"ARHGDIG","1"
"IL12RB1","0.994713190589479"
"ACTN3","1.11847250977686"
"AMHR2","0.990045624222314"
"APOA4","1.05875981586786"
"GNG7","0.998653069078315"
"PAGE1","1.04012345679012"
"CDH19","1"
"NTSR2","1"
"BRME1","1"
"EXOG","1.00028070175439"
"MATN1","1.0037037037037"
"ICAM5","1"
"TNFSF9","1"
"CLDN11","1.00042122999158"
"CFHR2","1"
"FOXE1","1"
"BAAT","1"
"CRTAM","1"
"NKX2-2","0.92292185461876"
"TAT","1"
"CPNE1","0.993662864385298"
"GLE1","0.996069182389937"
"VCY","1.04771991762283"
"PRKCA","1.00193637621024"
"IL11","1"
"ST8SIA4","1.01039704137883"
"IL11","1"
"ZNF124","1.01280564788333"
"GLYAT","1"
"CH25H","1.00265103948654"
"PCDH8","1"
"NDUFC2","1.0063673680468"
"SPTA1","1"
"SEMA3E","0.988230678697528"
"PMCH","1.00084245998315"
"HTR6","1"
