"Gene_Symbol","Tabuchi2011d"
"HDAC9","0.256612017894942"
"SLC16A11","2.78384348585156"
"TMEM67","0.0386075064502599"
"HS6ST2","0.213740665082243"
"CAMKK1","1.00495785080154"
"ZNF625","2.08249456050662"
"ZNF563","0.495944332986261"
"CLEC4D","2.526167760253"
"GPRC6A","0.498730471366937"
"ZNF417","0.772014036229572"
"ZNF781","2.26606151320554"
"HELB","0.410730241203518"
"SEC62","0.32742758004311"
"LINC02904","3.28385419702286"
"STMN1","0.156057600684519"
"SIGLEC10","0.566865975708354"
"RFX4","1.00804949848995"
"WFIKKN1","0.370134750914975"
"KLF14","0.123884864352603"
"NXNL2","0.475182520007757"
"BRS3","0.121598220396988"
"TMX3","0.595849513380019"
"ZNF396","1.01940641807253"
"SLC26A7","0.431292520470933"
"SNX18","0.714406506438917"
"FBXO39","1.16670743141331"
"B3GNT6","5.81747700539897"
"ZNF619","0.649672024270439"
"GARIN2","1.11104587032292"
"CLDN15","0.686833723970204"
"RAB42P1","1.0997981966638"
"ZSCAN4","0.119188169332539"
"VWA5B1","0.998938464090231"
"LINC00311","0.887268940943697"
"MAGEB6","6.63211434640736"
"ELOA3DP","6.87606496413269"
"RUSC1-AS1","1.03677801112124"
"LMNTD1","5.1973742428021"
"CIRBP-AS1","0.148139623137577"
"ASMTL-AS1","2.59588258422825"
"CD200R1","2.16942484054799"
"LINC00334","0.226489768607752"
"ATOH7","12.9618176381035"
"AMER1","0.26559281898783"
"NKX6-3","0.347775410119303"
"TBATA","0.546686101139567"
"EXOC3L2","0.865259160208271"
"KCNG3","1.51411781301397"
"FOXP2","21.6585812013358"
"B4GALNT2","11.7249791671986"
"FMR1NB","23.07185032424"
"GCSAML","0.763408003924294"
"SIGLEC11","1.42782298039163"
"IL23R","0.0523724094546895"
"MAGEB18","1.11462308427858"
"IFNL1","0.0447238171513061"
"C4orf36","1.67562422609771"
"PCDH10","7.04016893026827"
"TAB3","0.295018460874008"
"GRK7","1.36301391675424"
"MMEL1","0.977480530069197"
"NLRP6","4.31216501542959"
"RTL3","0.668055909322466"
"ATRIP","0.28639506783905"
"ZIC5","4.55566223771576"
"TEDDM1","0.940291934439296"
"TRIM67-AS1","1.11371405164134"
"GABRG1","3.61824687532735"
"ZNF114","0.521650413713537"
"CCDC27","0.208165034029"
"CFAP161","2.37946048707944"
"NEUROD2","8.30037922844169"
"LINC02899","0.203528042129447"
"LINC00208","0.922161877736643"
"LRRC15","1.00239332072898"
"CBLL2","1.18721880529109"
"ZMYM6","0.545125010537454"
"SGCZ","10.7742306635527"
"LINC02551","0.0346037473348452"
"WNT9B","0.831605747563724"
"LINC00471","0.104209285416799"
"FGF4","1.21827556574048"
"SLC30A8","0.507447799666663"
"C11orf65","24.9195646428719"
"GARIN5B","1.69501942081715"
"OR5P2","0.628531964469226"
"DYDC1","0.577046412659088"
"IL27","2.83638017045949"
"IQCF1","0.299857379686967"
"DEFB125","0.225087875244815"
"WFDC10B","0.307743538391778"
"DEFB105B","9.18060572152607"
"PKD1L1","3.30073871724828"
"ADGRG4","0.117649192177928"
"REXO1L1P","1.0965619617559"
"TAF1L","0.310621803252368"
"RECQL4","0.458960620169089"
"TMC2","0.751008223597692"
"SMCR5","1.29817402912804"
"BICD2","0.519193763329981"
"ZIM3","0.336058238232654"
"NOX5","0.45945995423341"
"DAOA-AS1","1.04963092145616"
"KLHL4","0.140998130175407"
"GPR156","0.342270649689847"
"IL31RA","0.223313312395406"
"SYTL5","0.108488973021373"
"ADGRF2","1.37178417607759"
"CD300LF","0.571447397963666"
"GAL3ST2","0.605017559778864"
"PIP4K2B","0.155172197714057"
"ODF3","0.445610259800233"
"WFDC13","1.40325339536793"
"SERPINB12","0.485840474677937"
"GIPC3","3.41973714508903"
"PGLYRP3","0.240053938684932"
"PSKH2","0.260184167766186"
"OR6W1P","0.45897243858598"
"MOGAT1","0.847558252989135"
"GPR78","0.375986931872778"
"H1-8","3.63816189513677"
"TAAR9","0.144195028355789"
"GNRHR2P1","0.490782954457645"
"MYOZ3","0.308026652080315"
"BNIPL","1.78780347925827"
"ASB11","0.324205203980329"
"OFCC1","0.0446291260737246"
"SDR9C7","0.738601884515101"
"OR5P3","2.83319387464966"
"TRIM40","0.228606778435788"
"CSN1S2AP","0.536372877769651"
"WFDC12","0.271604697309782"
"CRYGN","1.65157376015958"
"STARD6","0.863345815779893"
"C11orf40","0.0771377516523851"
"ZBTB7C-AS2","0.827549831858573"
"WFDC2","0.111168075858766"
"TAC4","0.430504458477075"
"TIGD1","0.699970786737179"
"CCDC69","0.486088803390876"
"DDX46","0.980514535814682"
"CDK8","0.414610182578482"
"SLC39A12","1.25780503961665"
"RNF168","1.21562430066114"
"TC2N","0.199378385578545"
"C9orf72","0.485546383097803"
"KCTD18","0.55979132666583"
"KLF11","3.13076145782318"
"ANKLE1","0.36545182676371"
"PELO","0.0691264842878698"
"TEX55","1.99191005478696"
"RANBP3L","0.980676947430307"
"KDM1B","0.457401826713656"
"ATP6V0D2","2.82417104691143"
"LHX4","0.997045601685101"
"RNU6-646P","1.33760743588846"
"DNAH11","0.569252350904892"
"PROSER3","0.527474801353737"
"SYNRG","13.8018373090852"
"GRIK5","0.414327864133564"
"LRRN4","0.317316502147585"
"PDE5A","0.0901198147568271"
"SH2D1B","0.338847431912069"
"ADAMTS19","0.724809691234296"
"UMODL1","7.52352291551629"
"ZNF441","8.99328785512726"
"DCAF4L2","0.0855433118190981"
"STOX1","2.26979055460404"
"CRMA","0.996318606959912"
"ANKFN1","3.33912371343721"
"KRT78","0.0422634202072186"
"CCDC7","0.118868693040069"
"ZNF41","0.563926137612662"
"ZNF512","0.6115656427769"
"OXER1","0.974073192078012"
"LINC00052","5.51697762651826"
"BRWD1","1.01841592146843"
"CCDC89","8.1769720975327"
"ZNF572","0.96023714354317"
"PCDHAC1","3.30915094653228"
"HIPK4","3.7477130281333"
"ZNF709","13.1665900668632"
"SMC1B","26.3100054044153"
"ASB16","1.01418910896505"
"MAGEE2","1.32212876612541"
"ERVV-1","0.214817687670973"
"GAL3ST3","0.409709583984826"
"FLJ30679","0.863183000867303"
"UTS2R","0.605258435032304"
"USH1G","0.770137826429573"
"SYN1","0.563706660327073"
"SLC23A3","5.41829260710066"
"CNOT6L","2.5379308441648"
"CNOT6LP1","2.449168117154"
"RHBDL3","0.0582545810764089"
"DIP2B","0.110626958493953"
"SLC36A1","0.509972106492161"
"ZNF560","0.306936159262638"
"RTTN","0.208976363498253"
"UMODL1-AS1","0.433408602742744"
"NYAP1","1.2862853986897"
"RSKR","0.756702446148229"
"MRGPRX3","13.1422768911678"
"ABCA13","0.0450932904440413"
"ADGRG7","0.280208531270496"
"CD300LD-AS1","0.281579754302624"
"TMEM182","0.332259506401456"
"CASP8","0.237103188113688"
"SLC5A3","2.31625602797545"
"KIF19","6.30119243421053"
"GPR82","0.050360298377752"
"OXGR1","0.719343985688439"
"CDC14C","3.23558904548833"
"SULT1C4","0.684866798223976"
"POU5F2","2.45406482459746"
"RXFP2","1.00521838559533"
"BEND7","2.73657057386915"
"SLC18A2","0.272313224634258"
"SSMEM1","0.128826981363255"
"MAB21L3","0.263645887738171"
"BASP1-AS1","4.83859652606116"
"MIER3","1.64966365455107"
"SLC35G6","0.579472414737892"
"UROC1","0.386474557094321"
"KCNA6","11.8334051219273"
"ERVW-1","0.116658047463081"
"FGF13","1.37507680930086"
"FBXL18","0.982816988100123"
"LINC01600","0.082374994406408"
"PNPLA1","0.606762162470283"
"DEPDC4","1.44394816840175"
"ANKRD23","0.143446271527042"
"EPHA10","0.120640212700858"
"WDR64","1.13515868198994"
"BTBD9","0.172720163748928"
"AXDND1","75.2642626412438"
"HEATR9","0.765636526261434"
"PARP15","2.59946803171735"
"LINC01101","0.343905984050183"
"CALHM4","0.928076522165675"
"ATG9B","0.136158290657937"
"CXorf58","0.0954347846908793"
"HILPDA-AS1","0.104925209566467"
"TFAP2B","0.0604898526501751"
"CCDC13","0.474753767521442"
"LINC02210","0.282967174980615"
"MRGPRX1","0.809933328843693"
"AGBL4","17.4243014240712"
"LCAL1","1.717822274528"
"SLC17A8","0.732796914483309"
"LINC02873","1.3818969336024"
"CNTNAP5","0.105920688313769"
"SATB2-AS1","0.112817833748501"
"RBFOX1","0.176020842379505"
"C12orf40","0.0634223744032205"
"CFAP57","1.20061375025808"
"C5orf64","0.723774905761982"
"LY86-AS1","5.74115625383577"
"EDARADD","1.0510694313779"
"C18orf15","0.269370781197711"
"MUC19","0.626112599616121"
"KLHDC7A","4.34323409386014"
"NDUFV1-DT","0.446600864732653"
"CNTNAP4","1.00610185043585"
"FER1L6-AS1","0.510299822151269"
"C1orf127","0.292601996609531"
"CCDC162P","5.59767613432023"
"LINC02880","0.345312162565173"
"LINC00304","4.50753493163613"
"TERB1","0.349191485182548"
"MYO1H","2.98630150903095"
"ASB14","0.542334588488435"
"RPTN","3.09417662954429"
"LINC00269","0.698020735155514"
"STPG4","0.46329479423942"
"FAM9B","15.6247698022667"
"FLJ40288","2.77978808208013"
"CES5A","0.318835739541328"
"DCAF8L2","3.45096253782548"
"DNAH17","2.5167498554315"
"SLC35G3","0.353380316605872"
"LINC01931","0.175634737909526"
"KIRREL3-AS3","1.16029361708425"
"TMEM145","0.716754690614661"
"C15orf32","0.574728075465386"
"TSGA10IP","0.12975460757207"
"LINC00477","0.400841663045053"
"CCDC140","0.285737767399525"
"C17orf78","9.30116653447096"
"TEKT5","0.486993319796357"
"PAX1","0.43791324328455"
"TDH","2.62410558159992"
"LINC00615","2.0873634195137"
"SERPINA9","0.20067523364486"
"FBXL21P","0.0934378310027999"
"PALM2AKAP2","5.88798440533691"
"MRGPRX4","0.177678652957613"
"CPO","0.594917973802184"
"MDS2","2.43578436245229"
"HOXC12","0.530210450143241"
"VNN3P","0.142428971612202"
"COPS9","0.140793933726842"
"FERD3L","0.818627103460277"
"DEFT1P2","4.37005065083601"
"LINC00314","0.350421897885791"
"DEFB104B","0.516432886686598"
"NLRP14","0.577150188262925"
"DGKB","3.15037908584244"
"NLRP13","2.65643383126968"
"NLRP8","0.165040908872787"
"NLRP9","0.827771192059633"
"TAS1R2","0.634797929673586"
"JPH1","0.362413380077555"
"NLRP10","0.344236147146195"
"KRT74","1.65418815913125"
"LMX1A","3.06173841593842"
"GPR101","2.29569088709113"
"VN1R2","0.182092515603918"
"VN1R5","0.224517498395775"
"MT-ND1","0.87590922853113"
"TAAR8","0.186149170374654"
"TAS2R39","1.3813498403075"
"TAS2R38","0.325974153300919"
"TAS2R40","1.03788233750656"
"TAS2R41","1.57909832673598"
"VN1R6P","4.09588128017648"
"TAS2R50","8.80935670208781"
"PIANP","3.22372592122961"
"MT-TD","0.852271181830545"
"H1-6","0.604901834318"
"MT-CO1","0.807839248367883"
"IFNE","0.0732385976484125"
"MT-ND6","0.736962951822329"
"SPAG11B","0.322977676855755"
"THRSP","0.207741564630476"
"DIPK2B","0.231674598157486"
"FBXL19-AS1","1.56172111201239"
"POLE4","0.629190771462838"
"MT-ATP6","0.936830400245035"
"PDZK1IP1","0.271073819378033"
"TAL2","2.03453939538205"
"SYCP3","0.36173292909805"
"TMIE","0.114852479163601"
"MUCL1","1.74465520170406"
"LINC00189","6.31646158714794"
"LINC01198","2.55484185211118"
"TRIM43CP","0.633773670582444"
"TRIM42","0.234630204894522"
"FSIP1","1.14141314193072"
"FAM98B","0.397707839898385"
"CABCOCO1","0.594328660544808"
"SLC9B1P1","1.78028282693269"
"WEE2-AS1","4.04357120053302"
"DYNLT5","0.241377840011792"
"TMCO5A","4.56492169128383"
"XKR6","2.67947897667045"
"TSGA13","0.223765770679505"
"C9orf163","0.534451658291026"
"CCDC141","0.147447616326258"
"HDX","5.87159677083574"
"CDYL2","0.574709503139531"
"C18orf54","1.78405944486224"
"SYT14","1.93941728727197"
"TECTB","0.130427054131256"
"VWA3A","0.25234223566413"
"LINC00896","0.629261283278459"
"HUS1B","0.782222931395653"
"NPB","0.324565893461652"
"ITGB1P1","0.574056677535749"
"FBXL14","1.1275225056758"
"PPIL6","0.354298743013702"
"SP1","0.37312780253398"
"C18orf25","1.94727447413469"
"SGO1","0.827975857388525"
"ZNF569","0.488327209293694"
"CCSAP","0.619372440780454"
"ZNF791","0.736036750512502"
"HTRA4","0.298277891377841"
"LINC00525","1.29365230473604"
"FAM218A","0.396782083769531"
"MCRIP2","0.454505900224339"
"ZNF548","1.163230581161"
"RNF152","0.232640595380187"
"ADGRG3","0.616642954367682"
"ZNF644","0.666660319660613"
"TBC1D32","0.521447314399957"
"LRRC43","3.68168935077205"
"AK7","0.0981347043066366"
"ZFC3H1","5.84535273356174"
"ICMT-DT","0.248491040475328"
"METTL21A","3.36893043334465"
"OTOGL","0.873349125099833"
"SPATA25","0.804469385487276"
"GLIS3-AS1","0.677799691535498"
"MCM9","0.293206058214708"
"PRR14L","3.5565715989638"
"KLHL32","0.588179805413496"
"SLAMF9","0.150695732565466"
"GOLGA4-AS1","0.60709988882628"
"UBE2U","0.366523030581935"
"METTL27","2.31248350728409"
"LINC00638","1.02541464582959"
"ZC3HAV1L","0.653549448749202"
"RASGEF1B","0.228236023328106"
"KCNJ5-AS1","0.56033543338216"
"KIAA1109","14.7877026973968"
"STOML3","1.5958342739917"
"FBXL13","0.826984126984127"
"FAM227B","7.67428016051143"
"DTD2","0.244845237066275"
"SOX3","14.5383134867855"
"SPATA32","0.639507633809921"
"C3orf49","4.56782391936245"
"NKX2-3","0.707994423395206"
"TMEM252","0.517328500612974"
"CIP2A","0.466244464310477"
"FAM222A-AS1","0.11480990865976"
"TCEANC","1.34715747488177"
"RTP1","1.91203900173484"
"PRR35","3.94121285166038"
"NXPE1","0.129711101505824"
"CYP1B1-AS1","0.827867776876461"
"LINC00315","1.50927373320453"
"COL6A5","0.102842257149221"
"PGAM5","0.404424595492567"
"C4orf45","0.457395725859464"
"CCDC149","12.7415201101086"
"BEND2","0.127179285706678"
"C10orf67","0.319892320770757"
"CBY2","0.344629044741536"
"CCDC26","0.314219938186004"
"B3GALT5-AS1","0.286179301474081"
"SPIC","0.0263941741859553"
"P2RY10","2.01644797824788"
"IGSF22","0.675715815908621"
"DCST1","0.496306883146581"
"TCP11L2","4.76531443895257"
"WDFY4","1.80283976666253"
"GPR26","7.15062004460234"
"KIAA0825","0.0147965501379392"
"CSNK1G2-AS1","3.70844218655983"
"KLHL34","0.0364233524052759"
"ZSCAN10","0.732059419975774"
"SAMD3","0.0511667148972688"
"GOT1L1","0.519369920875444"
"LINC02870","0.894249534511349"
"LINC00504","0.780288828833074"
"ZNF99","0.219793844589002"
"SIGLECL1","1.31019918526479"
"LDHAL6A","1.25551821743799"
"MRGPRX2","0.403780203313638"
"NTN5","0.361959482773411"
"KLF17","0.27666879068531"
"CCDC105","0.871699798268471"
"C11orf42","11.5615187532508"
"ZNF486","2.31570246525381"
"EXD1","0.314450536410824"
"NBPF4","4.3291671232019"
"ZNF663P","1.24160119154453"
"LINC00955","10.0987328136486"
"LINC01517","13.6679012314971"
"PIKFYVE","0.248664363232317"
"LINC00479","0.1658365562021"
"LINC02907","1.30525710940295"
"SLC22A24","3.05075412410198"
"FMO9P","11.6468340856036"
"C7orf33","0.258276775903303"
"ACER1","0.928659956433561"
"OSTCP1","1.21366337390374"
"LINC00305","1.10632751178321"
"BFSP2-AS1","6.16133590438197"
"GPHB5","0.0801965673231926"
"DCD","1.35418511791285"
"EXOSC6","0.0272101769051031"
"ALG14","0.76974419587645"
"PPP1R21","0.509030979689822"
"TMEM237","0.665692257269053"
"ZNF564","1.25896660040462"
"ADAT3","0.443921381205568"
"CEL","0.0835743090390479"
"SPINK6","0.360505219804678"
"C22orf39","0.532351830405668"
"DPCD","0.653039171980695"
"BORCS8","0.457893133430887"
"ZNF121","0.501376250585896"
"RAB7B","0.296043864725697"
"DTYMK","0.643099823859408"
"ATP6V1C2","0.203440189536795"
"BRICD5","2.20218142217836"
"NBR2","0.84063166119492"
"MED25","0.670921256635693"
"NT5E","0.0978926808681465"
"ARHGEF28","1.02165900944111"
"LLGL2","0.853383301591202"
"ZNF483","28.7222035056464"
"RSPO2","0.714694080082844"
"GPNMB","0.873416644897116"
"SLC4A4","9.44657478288903"
"ARSB","0.14704872766574"
"FRMD4A","0.0366848891831394"
"ZBTB24","0.978936990396141"
"TMEM239","0.477857544805007"
"MRAP","21.0823223802255"
"SMPDL3B","0.117923561941543"
"ASH1L-AS1","0.372760295516722"
"SETMAR","0.352097539502144"
"XG","0.173267252012273"
"KICS2","0.336377800860662"
"EPHA8","3.47360158382764"
"SLFNL1","0.206289372452671"
"DNAJA3","0.425327485841845"
"NOL9","0.385864552898151"
"ENTPD5","0.463923037552119"
"RBM33","0.576976795430276"
"MIR31HG","0.338983441346097"
"TMTC4","0.389572204720814"
"TMEM185A","0.797376503554691"
"CARF","9.46538385769126"
"PARP11","2.02100192405636"
"CCDC60","0.642451388487078"
"USB1","0.216531764140747"
"NLGN4Y","0.302279849402812"
"ADIG","0.141621976373523"
"DNAI4","0.240141492704086"
"SUGT1P3","25.0102762453552"
"CLDND1","0.983331124139689"
"WFDC8","2.97747470237724"
"SLC25A27","17.1684197226697"
"MBLAC1","0.586801613229035"
"ZMYM3","0.32423946709661"
"CD300LB","4.92719437721137"
"C3orf33","0.216771908128134"
"SLURP2","3.04334016034189"
"SNX32","0.420019908504955"
"TRIM74","0.41214036757743"
"POU2AF2","0.496810333355513"
"C5orf46","0.879341498927227"
"IZUMO1","1.36119102350571"
"SH3YL1","0.290596940943209"
"PTPRO","0.357113330625314"
"CABP4","4.5344375917768"
"GRIK1-AS1","0.73681288353518"
"ZCCHC13","10.043192447423"
"LINC01869","0.694513619559547"
"LINC02712","0.559760896388435"
"BAALC-AS2","0.90730473985622"
"C1QTNF9","1.11439082906597"
"KATNAL2","1.67883359246013"
"ITGAL","0.517550645237619"
"COCH","0.992142385833869"
"C1orf210","1.44372148047997"
"CERS3","17.6680654507212"
"KLHL29","0.118879142729806"
"CKAP2","0.506794579594328"
"MORN1","8.14975751337617"
"CENPL","1.5028621303997"
"ERAP2","15.6436557571678"
"SART3","2.90486119196046"
"C9orf43","0.506913679688549"
"HERC3","0.398242185691132"
"NPAS4","0.746054062160237"
"SVOPL","0.615213318277304"
"LIF-AS2","0.173274319191399"
"ITPKB","1.5494544786865"
"RNF170","0.211365403805788"
"C6orf141","0.411597159537851"
"PGLS","0.493618068037876"
"RPS6KA5","0.698168393823383"
"NFS1","0.98229328308579"
"DOCK2","0.432020722722087"
"LRRC18","1.3407646943313"
"SLCO4A1-AS1","0.914694960589591"
"CYTH4","0.436759099052198"
"FARP2","6.87299567002333"
"COG3","1.90446260213702"
"HELQ","0.732656458690263"
"STAP1","0.714070670524189"
"GIN1","0.903079934794282"
"SIAE","9.22531531653366"
"GINS4","0.980515893200032"
"BTG4","0.313017977727555"
"CALHM1","0.644830164362399"
"NT5C1B","0.256204583363174"
"HACD1","1.83867593411123"
"LINC00656","0.637279693068983"
"PADI2","10.7345933785627"
"CST9","0.326499625354595"
"UEVLD","1.56503225570643"
"LYG2","2.6168676346426"
"DYNLT2","0.233908565194602"
"LINC00161","4.4838697107118"
"RCC1L","0.0464692092971258"
"CTNNB1","0.566615196208935"
"TAF5L","0.468751523561289"
"ATF3","3.49769147301499"
"FBXO7","0.559995101753419"
"SMIM11","0.38508443005051"
"KIAA0513","2.63817371415166"
"BEST1","4.48674165813187"
"JPX","3.3573778773356"
"LINS1","0.587114992169332"
"CFHR3","0.817854531713368"
"SRGAP1","10.1904791140649"
"C19orf47","0.473376857547221"
"ZNF808","1.55417672291652"
"CARD8","0.99565171545455"
"ARMC10","0.451297109153921"
"CEP70","4.80600486368301"
"SERPINC1","2.33889513914166"
"THADA","0.389786936944004"
"MTHFSD","1.00506483386945"
"PPA2","0.101202438319931"
"RGS7","0.0292612974010835"
"OSCAR","0.563120957134363"
"NAALAD2","0.112025501100933"
"ACSM5","0.830522048968651"
"RNA5SP530","0.717174150527057"
"ZNF778-DT","0.0692630951089903"
"OLFM3","0.112635200474897"
"C2","0.643062270005051"
"DPYD","0.0965145967885694"
"TMEM126B","0.520645079677665"
"DNAH14","13.5731484509161"
"APOBEC4","1.89814499638177"
"FAM13C","0.089403312402371"
"SETD6","0.307073238652186"
"ATP11B","0.267731633930918"
"GPR62","1.15592304815723"
"DYNLRB1","0.526810938482539"
"CELF2","0.986869558659639"
"BPNT1","0.425563330514267"
"PSMD10","0.890757771794244"
"MYO18B","0.469441875242701"
"ETFBKMT","0.095575806181533"
"DRC3","1.12164881060468"
"RHOBTB2","0.413728760048248"
"LENG9","0.596520592720402"
"SLC1A6","0.310001558026759"
"ARHGAP27","0.434848920227228"
"NKAIN2","0.509641678233118"
"MBTPS2","0.246455230119305"
"CEP120","1.50217222840118"
"LIPT2-AS1","0.439525057934037"
"PTBP2","0.978020392458638"
"MBLAC2","0.0594377949247625"
"DGKE","0.0334229737234776"
"BCL6B","0.41033684885565"
"ASCC1","0.557142267261557"
"ZNF57","1.66837455203491"
"EPHA7","0.156906789882907"
"ZNF154","0.0783323011351616"
"CBFA2T2","1.85081889512269"
"RNF32","0.362729338093511"
"RGS11","0.0583564542675758"
"OSBPL1A","0.398265035173308"
"DUOXA1","2.26414813554998"
"MAST4","4.9988432401373"
"RPRML","1.4033637663743"
"ZNF594-DT","1.19648372922649"
"METTL8","0.40769137041854"
"FAM151A","0.150178966321463"
"CCDC187","0.0862890341321714"
"STAU2","0.3329351360778"
"L3MBTL4","3.9470032606909"
"NALCN","0.0709497831441827"
"ARHGEF10","1.01476750627261"
"OR2L13","8.03729454130567"
"SPATA6L","0.0704968734788632"
"CALHM3","0.559745319698108"
"GLYATL2","1.2995423233993"
"RELL1","0.309243599614392"
"SLC6A11","10.4111438527299"
"RABGAP1L","0.372916955143388"
"ZNF655","0.519457684836491"
"SLC9A1","1.00075353955325"
"LINC02363","0.354706335355894"
"TRIM7","3.48636519785595"
"ARHGAP29","2.25760846360035"
"IPP","0.505740812448783"
"FGF7P2","1.27413929731173"
"CARD16","0.144635014768284"
"DNAAF5","0.327957809172148"
"UBE2DNL","0.190798028715371"
