"Gene_Symbol","Tabuchi2011f"
"HS6ST2","1.95059353279819"
"CAMKK1","12.4199389228621"
"ZNF625","0.179986202260706"
"ZNF563","0.806282855474008"
"CLEC4D","2.2990972497609"
"GPRC6A","1.11205013800681"
"SLC44A5","0.054561161267481"
"ZNF417","0.719525902581373"
"ZNF781","2.82410796195259"
"HELB","1.00051632118439"
"SEC62","1.70894011881605"
"SOCS4","0.999056724881812"
"LINC02904","1.77655588842132"
"ZNF547","12.8390286882455"
"PROM2","0.276033459442574"
"TSNARE1","1.89215752052238"
"CAPN13","0.476144601552747"
"STMN1","1.69644905975925"
"SIGLEC10","1.20265593488207"
"RFX4","0.67141181583009"
"WFIKKN1","0.738128761985421"
"KLF14","0.271109272852852"
"NXNL2","0.582407849015466"
"BRS3","0.229788672142368"
"TMX3","1.01140591742896"
"SLC26A7","0.990732065018129"
"SNX18","1.18033833969013"
"FBXO39","1.00299620887856"
"B3GNT6","2.8132901218372"
"DENND1B","21.1701881554596"
"ZNF619","1.38639000750802"
"GARIN2","1.94246021716109"
"CLDN15","1.40519728387292"
"RAB42P1","8.83514796412518"
"PTCHD1","0.977680432925093"
"M1AP","4.04846019481644"
"ZSCAN4","0.139472630887453"
"VWA5B1","0.311204885412378"
"LINC00311","2.30488647015147"
"MAGEB6","5.97478721923873"
"ELOA3DP","5.39138610977375"
"RUSC1-AS1","0.684553763653894"
"LMNTD1","7.25876257974209"
"CIRBP-AS1","0.408692589496764"
"ASMTL-AS1","2.92291671786302"
"LINC00334","0.0954102044281106"
"ATOH7","10.6267670726403"
"AMER1","1.34509242432586"
"NKX6-3","2.29497475049304"
"TBATA","4.11642012190715"
"EXOC3L2","1.03903747404029"
"TNFRSF13C","4.37778152393796"
"CAMK2N2","1.39697851751287"
"KCNG3","1.31980245842657"
"B4GALNT2","29.3097205038869"
"FMR1NB","2.53285135145732"
"GCSAML","0.405338674733271"
"SIGLEC11","0.852917961483902"
"IL23R","0.114217798021924"
"MAGEB18","0.126574027774123"
"CD276","0.3582607799497"
"IFNL1","1.23236816165599"
"C4orf36","1.61675257012675"
"PITPNM2","0.287163236841461"
"GRK7","2.02266438045051"
"MMEL1","1.18696692626574"
"NLRP6","11.3718970580373"
"RTL3","0.986175496688742"
"ATRIP","1.0674532696675"
"ZIC5","1.62963728886164"
"TEDDM1","0.20416778757535"
"TRIM67-AS1","1.61284535849483"
"PANX2","2.44275130493349"
"ZNF114","0.801335565884261"
"CCDC27","0.585431206530872"
"CFAP161","1.25606549585668"
"RBMY2FP","0.0400878770301624"
"NEUROD2","12.4587015325107"
"LINC02899","0.714655904010526"
"LINC00208","0.306897750549678"
"LRRC15","20.5684383829341"
"CFAP46","0.984651534591963"
"CBLL2","1.68239110287303"
"ZMYM6","2.25249234258114"
"SGCZ","12.2120998763566"
"LINC02551","1.07913855411466"
"WNT9B","0.457027889145767"
"CNPY3","1.14730343566437"
"LINC00471","0.501406154041634"
"HAS3","1.72398246194573"
"SLC30A8","0.365183386991584"
"C11orf65","11.1593844482753"
"GARIN5B","2.10259435894915"
"OR5P2","0.289175934310803"
"DYDC1","0.289258955865018"
"IL27","8.71649097235435"
"IQCF1","1.77947486469355"
"DEFB125","1.92508566222711"
"WFDC10B","0.237296893893591"
"DEFB105B","2.06129618811759"
"PKD1L1","2.29551575545381"
"ADGRG4","0.200830204007195"
"TENM1","0.808990345371126"
"REXO1L1P","0.762331059238532"
"TAF1L","0.49994151242001"
"ADGRF3","0.0912988231112515"
"TMC2","1.55355859094177"
"SMCR5","14.0670653985685"
"ZIM3","0.654577324684492"
"NOX5","0.159862242562929"
"DAOA-AS1","11.2281787959137"
"GPR156","0.136725126509958"
"SUOX","2.06701402872869"
"IL31RA","1.85606703193416"
"ADGRF2","0.893539525892766"
"SYN2","0.174046103632547"
"CD300LF","1.27634982770234"
"GJA10","5.71985826016308"
"GAL3ST2","1.29982356203055"
"PIP4K2B","0.628855858565604"
"WFDC13","4.59286374054942"
"SLFN5","0.304182206594118"
"SERPINB12","1.6842250830816"
"GIPC3","1.66097312863801"
"PGLYRP3","1.68980663466237"
"PSKH2","2.83398173171156"
"OR6W1P","0.593848968586835"
"MOGAT1","1.30317187319122"
"GPR78","0.51569136158355"
"H1-8","2.15133584665126"
"TAAR9","0.539512252108099"
"GNRHR2P1","0.656261500842795"
"ASB11","0.55894592847413"
"SDR9C7","3.22259417574137"
"OR5P3","1.74210569072667"
"TRIM40","0.960574971501654"
"CSN1S2AP","1.3995059820332"
"WFDC12","0.300693536319573"
"CRYGN","2.01341912337629"
"STARD6","1.55810405506146"
"C11orf40","1.35273937161071"
"ZBTB7C-AS2","1.05676416990738"
"DEFB119","0.555199477419858"
"TAC4","1.7450550893486"
"TIGD1","0.841271937459607"
"CCDC69","1.62601420228359"
"DSG2","7.67153224551802"
"KBTBD6","0.648155129352999"
"CDK8","1.60060252200355"
"PTK6","1.46707864920935"
"THEM4","1.00667491786126"
"WDR62","0.786851305026644"
"SLC39A12","4.9448894088903"
"SVEP1","20.534687393944"
"C9orf72","2.41494115938974"
"KCTD18","1.9949106980952"
"ANKLE1","1.29309589008191"
"PELO","0.22448582956111"
"TEX55","0.709803515825155"
"RANBP3L","0.0526645000476884"
"KDM1B","1.64880443486772"
"ATP6V0D2","2.06811313010709"
"LHX4","1.61726864052085"
"RNU6-646P","1.70324695129573"
"DNAH11","0.136867735930574"
"ADPRHL1","9.51602181805926"
"SYNRG","32.8678554558337"
"LRRN4","1.21469281340136"
"ZNF777","1.18435497419263"
"SH2D1B","7.64237242016211"
"SSTR3","4.93897502620261"
"ADAMTS19","0.985762324966358"
"UMODL1","4.48452315216534"
"ZNF441","1.52744308375113"
"DCAF4L2","0.079628951193694"
"CRMA","2.3076433075087"
"ANKFN1","0.404890536825771"
"KRT78","0.285627813618569"
"CCDC7","0.846698233287511"
"ZNF41","1.28302557338609"
"FAM117B","2.398258767"
"OXER1","1.40533673907405"
"LUZP1","2.73498132183015"
"ZNF75D","1.56283934736985"
"LINC00052","1.64609614432936"
"CCDC89","24.9826623101049"
"ZNF572","0.730431067357806"
"PCDHAC1","2.89012500652972"
"HIPK4","4.55079342542071"
"ITIH5","12.7895946903423"
"POMK","1.71106982652138"
"SMC1B","28.5425490298057"
"ASB16","7.17507860974481"
"MAGEE2","0.781781990360752"
"ERVV-1","0.806591428537593"
"GAL3ST3","0.685657665393587"
"FLJ30679","11.261102969764"
"UTS2R","0.36257602026304"
"USH1G","1.26664442361597"
"SLC23A3","4.82351551327489"
"CNOT6L","1.75275616083009"
"CNOT6LP1","2.04825990139927"
"ZNF718","6.6385784719373"
"SLC36A1","1.51335765439021"
"ZNF560","0.96640699932159"
"RTTN","2.56095862662683"
"BTNL9","4.24089887256285"
"PUS10","1.33848918708441"
"PLCXD2","0.428024727700913"
"UMODL1-AS1","0.372156743955499"
"RAD9B","1.88481454951088"
"NYAP1","1.90439756991067"
"MRGPRX3","4.46615198479"
"ABCA13","0.0748346455711195"
"ADGRG7","0.84395093814553"
"CD300LD-AS1","11.197616521299"
"LSM14B","1.97513283678719"
"CASP8","2.44508300535211"
"LINC02910","2.20834340689115"
"SLC5A3","2.29701037485469"
"KIF19","2.09304511278195"
"OXGR1","4.14596165965319"
"CDC14C","7.32331550334494"
"SULT1C4","11.0001695855945"
"POU5F2","2.1842097901797"
"RXFP2","0.498269220250514"
"SLC18A2","0.0661319881350488"
"SSMEM1","9.11667779409801"
"MAB21L3","5.31454675489785"
"BASP1-AS1","6.10467482701452"
"SLC35G6","1.5246163036692"
"UROC1","1.71760148556781"
"TNRC6A","0.985683182564248"
"KCNA6","9.31725268829393"
"AMER3","4.07825909462034"
"ERVW-1","1.67834773971647"
"FGF13","0.211376205158322"
"FBXL18","3.83706369328353"
"DNAH6","48.4072636179132"
"LINC01600","0.148972121537567"
"PNPLA1","1.68851200236057"
"DEPDC4","11.6557410458027"
"COX6B2","9.41522476906628"
"WDR64","1.0213011727392"
"AXDND1","55.6987720114126"
"HEATR9","0.931036072587784"
"ARHGAP42","0.0944037820700042"
"LINC01101","3.02716632561342"
"ATM","0.46574896048139"
"CALHM4","0.46337298424183"
"NPHP3","6.57606705618264"
"CXorf58","1.01844837806457"
"HILPDA-AS1","0.302680773668216"
"CD200R1","5.08748886622691"
"CCDC13","0.390565122770497"
"MRGPRX1","0.440057916358004"
"CSMD1","29.4874668840432"
"ADAMTS20","5.82507057938593"
"ABCC12","1.74183132303938"
"AGBL4","14.5346232029807"
"LCAL1","7.61956936133534"
"SLC17A8","1.29881633195904"
"LINC02873","13.1676498920679"
"SATB2-AS1","0.0495222114586216"
"SLFN13","1.90774468884757"
"CFAP57","2.78594755907581"
"C5orf64","0.646563677975229"
"ADAMTS15","0.200138986349749"
"LY86-AS1","9.15281698784829"
"EDARADD","0.870723773148177"
"C18orf15","1.19031644588098"
"MUC19","1.65601888508387"
"KLHDC7A","5.8388286032276"
"NDUFV1-DT","1.63907963873872"
"AQP4-AS1","0.059460902556232"
"FER1L6-AS1","1.32712029762822"
"C1orf127","0.744468638161612"
"CCDC162P","2.39077561220385"
"LINC02880","0.609110354685781"
"LINC00304","10.1824330164599"
"TERB1","0.573674777185789"
"MYO1H","21.3477781065427"
"ASB14","1.72777478931325"
"RPTN","6.96714726002575"
"LINC00269","0.82983884674217"
"CCDC150","2.25048809367189"
"STPG4","1.00393265800432"
"FAM9B","3.2200848179991"
"FLJ40288","2.3244780424015"
"CES5A","0.796689040370702"
"DCAF8L2","3.34709307138324"
"HYDIN","13.3201144004427"
"SLC35G3","9.15279597690973"
"KIRREL3-AS3","2.04969291559989"
"TMEM145","1.7236155677618"
"C15orf32","0.44483816583545"
"TSGA10IP","0.286967104038391"
"LINC00477","0.714821816601478"
"CCDC140","1.86105857491707"
"C17orf78","11.2906501805027"
"TEKT5","1.49138993538085"
"LINC00615","1.36103416435826"
"SERPINA9","0.597713618157543"
"MRGPRX4","0.788960315576091"
"CPO","1.45197553314597"
"GPR6","1.43148345116686"
"MDS2","4.96892913191338"
"HOXC12","0.261359648688032"
"COPS9","0.111895369450451"
"FERD3L","1.88817099657775"
"DEFT1P2","9.62542889820816"
"LINC00314","0.849313483375305"
"DEFB104B","2.60324837869156"
"NLRP14","1.69804591024393"
"NLRP13","2.10884916516609"
"NLRP8","0.376045515619751"
"NLRP9","8.17370222284731"
"TAF5","1.58350582067115"
"TAS1R2","7.7830448426275"
"PCSK6","0.194390696877054"
"JPH1","1.65486575621175"
"NLRP10","2.44846644354903"
"SLC29A2","1.80957733642198"
"LMX1A","3.11820749350481"
"GPR101","17.5093256133397"
"ILDR1","0.62087919387301"
"VN1R2","1.16527538584733"
"VN1R5","0.350782368330125"
"MT-ND1","1.11219418536816"
"TAAR8","0.409545098758206"
"TAS2R39","0.410349269652186"
"TAS2R38","0.373649051839856"
"TAS2R40","0.0798607466826599"
"TAS2R41","2.31061978977891"
"VN1R6P","4.95752030938613"
"TAS2R50","21.6246081659208"
"MACROD2","0.597055784234366"
"MT-TD","1.05824153406773"
"H1-6","0.311229070457419"
"MT-CO1","1.09058476048952"
"CYGB","1.83008956354042"
"IFNE","1.12100519975999"
"MT-ND6","1.44549054995739"
"SPAG11B","0.108395292385374"
"FBXL19-AS1","0.603280547157289"
"POLE4","1.48405893782147"
"MT-ATP6","1.17386788118495"
"PDZK1IP1","2.7466895760832"
"FAM27E3","1.70714135854273"
"TAL2","5.02123303975244"
"SYCP3","1.48271205126438"
"TMIE","0.191135767636291"
"MUCL1","0.730744351371483"
"LINC00189","3.8572106703401"
"FOXC1","0.610095045915169"
"LINC01198","2.86379088150832"
"TRIM43CP","6.35751584444023"
"TRIM42","0.211724339477643"
"FSIP1","0.516675927264977"
"FAM98B","0.48751518541501"
"CABCOCO1","0.569599849880554"
"SLC9B1P1","1.8957090144498"
"WEE2-AS1","12.0360525426944"
"DYNLT5","1.36826977743151"
"TMCO5A","4.28473172156218"
"TSGA13","1.50669991162473"
"C9orf163","6.67839899792593"
"HDX","2.21697393074414"
"SYT14","0.0684775783942091"
"TECTB","1.62331862359277"
"LINC00896","1.33480986162497"
"HUS1B","0.614587277109324"
"NPB","0.426354881704013"
"ENAH","2.06211985095949"
"STK35","2.03859215201303"
"KLC4","0.383037918152795"
"ITGB1P1","1.15892992627171"
"FBXL14","1.64931673008637"
"C18orf25","1.948620533254"
"SGO1","1.14808900213754"
"NLRX1","1.29019323076529"
"ZNF569","1.92015736926103"
"CCSAP","1.37996986007798"
"DUSP18","1.73591396566246"
"ZNF697","1.92367680001071"
"HTRA4","1.8642368211115"
"LINC00525","0.907992150811827"
"FAM218A","3.91466845306362"
"MCRIP2","1.20924921783045"
"RNF152","0.0741406115045777"
"ADGRG3","2.13147084003129"
"B4GALNT3","0.607651332027783"
"LRRC43","5.67454459567181"
"ZFC3H1","5.55082455670384"
"IRAK2","1.59366646496986"
"ICMT-DT","0.540319100922982"
"OTOGL","0.435494264139984"
"FAM76B","0.708823856726099"
"SPATA25","1.11876875208356"
"GLIS3-AS1","0.755042104867183"
"MCM9","0.662366831577989"
"PRR14L","1.684574431737"
"KLHL32","0.743357864537857"
"SLAMF9","6.66192467248653"
"GK5","2.62104070600362"
"GOLGA4-AS1","2.02555091908685"
"UBE2U","0.274032794308369"
"METTL27","3.61988953292629"
"LINC00638","2.75707143284833"
"ZC3HAV1L","0.116887786414461"
"RASGEF1B","0.316216038542087"
"KCNJ5-AS1","1.42919050973912"
"STOML3","0.341668057205116"
"FBXL13","1.35112781954887"
"FAM227B","8.30558924559395"
"DTD2","1.51974992076983"
"SOX3","5.74749846832717"
"SPATA32","5.94260496211736"
"C3orf49","1.8291504182915"
"NKX2-3","1.32309481665419"
"TMEM252","0.430802500628203"
"FAM222A-AS1","0.994696627231331"
"TLE6","2.06449968680529"
"RTP1","3.26799433714365"
"PRR35","12.2189095753116"
"CYP1B1-AS1","0.101328911580856"
"MAGEA2B","5.98446969463437"
"LINC00315","2.67218758233073"
"COL6A5","4.97386401379158"
"C4orf45","13.4370741858106"
"CCDC149","21.4536167609726"
"BEND2","0.376148884279086"
"C10orf67","7.3740905701445"
"CBY2","0.999966348904176"
"CCDC26","1.40901469215361"
"B3GALT5-AS1","3.83874999086464"
"SPIC","0.828644566496665"
"VPS13B","1.86071685878963"
"IGSF22","0.808227644910904"
"ZBTB3","0.418116483438289"
"DCST1","2.04563610031252"
"WDFY4","2.070651607298"
"GPR26","5.5056039290019"
"CSNK1G2-AS1","6.16167655549039"
"KLHL34","0.976345988059954"
"ZSCAN10","4.1877321340076"
"SAMD3","1.04229990121042"
"GOT1L1","0.233721805911293"
"LINC02870","1.57924918819594"
"LINC00504","4.24785700583244"
"ZNF99","0.141739780031557"
"CFAP65","0.557881174914955"
"SIGLECL1","0.465671989936604"
"LDHAL6A","0.727786531319864"
"MRGPRX2","0.474994465918572"
"NTN5","2.03316258933559"
"KLF17","3.14298653051574"
"CCDC105","1.19740270656468"
"C11orf42","8.55547636018057"
"POM121L15P","4.23796183598504"
"ZNF486","2.13064226125044"
"EXD1","3.73145381633634"
"NBPF4","6.12824205237372"
"ZNF663P","6.98020610934457"
"LINC00955","7.38807491029252"
"LINC01517","0.6188055149976"
"PIKFYVE","1.31260749783102"
"LINC00479","0.907038346224808"
"LINC02907","2.35127985515574"
"SLC22A24","1.6323574579139"
"FMO9P","1.87527024836989"
"C7orf33","0.853537586452072"
"ACER1","5.30735264134949"
"OSTCP1","0.865703039914401"
"LINC00305","0.356577344126342"
"BFSP2-AS1","10.0647186028901"
"LRRC28","1.94168788650418"
"GPHB5","0.766623716371871"
"DCD","1.3948278967831"
"ALG14","1.19150868074581"
"PPP1R21","1.61893076248904"
"TMEM237","1.32406786009708"
"ZNF564","1.03540667863762"
"B3GALT6","0.861928202665386"
"SNX21","2.88125699664161"
"RHOB","2.37959817419934"
"ADAT3","1.42425678111805"
"CBS","1.01929886932396"
"SPINK6","0.681632558265562"
"CYP39A1","0.184879406307978"
"BORCS8","1.73693384141317"
"ZNF121","0.975254965977598"
"RAB7B","1.47758536259627"
"BRICD5","1.54472596096582"
"ASPHD1","1.8366049064715"
"DMRTC1B","2.31337332669688"
"LLGL2","5.35563064446765"
"OSMR","1.72345941711704"
"RSPO2","0.0450892446208722"
"SNRNP35","5.05878799646193"
"GPNMB","2.15802263628245"
"CEP57L1","1.88246993576547"
"ARSB","0.136285271967565"
"ZBTB24","1.61524816135667"
"DGLUCY","0.300218059126437"
"TMEM239","0.663230053032758"
"ZNF670","1.32889616439085"
"MRAP","25.6721833909108"
"ZNF24","3.35548357367451"
"CNOT1","1.42222645330472"
"SPTLC1","1.71836403674272"
"ASH1L-AS1","1.36828521096307"
"SETMAR","1.68276585106211"
"XG","2.2779519035524"
"C8orf76","1.54822604293313"
"MVB12B","0.743662957413309"
"DEUP1","16.9353457101191"
"SLFNL1","2.64927499499221"
"TLCD5","5.40359756264674"
"NOL9","1.49730640163544"
"TUBGCP3","1.56015021130307"
"SNAPC5","1.12104390043451"
"RBM33","1.64943426388308"
"MIR31HG","2.60474017480231"
"TMTC4","1.01496946860361"
"TMEM185A","1.90511239186031"
"CARF","9.97982078299622"
"ULK2","0.257297526547008"
"PARP11","4.86671901231773"
"CCDC60","0.548676180784115"
"USB1","1.63218045714743"
"HSD17B12","2.95186148333847"
"MSRB3","1.76999019093846"
"ADIG","0.33629711231952"
"CCSER2","14.9862739603674"
"RUFY2","0.141394867243547"
"DNAI4","6.798711876536"
"SUGT1P3","1.24936047548465"
"CFAP91","5.32232182729174"
"PHF21A","1.89772517417947"
"GDAP2","1.60382847461746"
"WFDC8","40.9126848528535"
"ZMYND11","1.4205553466354"
"ZNF446","9.19345055150154"
"SLC25A27","19.9973151394548"
"TWIST2","0.15015864910632"
"FAM53B","6.97456537073151"
"MBLAC1","1.437941879175"
"CD300LB","5.71641052196944"
"C3orf33","2.3665966221421"
"SLURP2","2.5359861727295"
"SNX32","1.9711221580459"
"TRIM74","2.85516229000163"
"POU2AF2","1.62712089959412"
"C5orf46","2.06146974533567"
"IZUMO1","11.1500731829298"
"SH3YL1","0.48777014587169"
"CABP4","4.96902202643172"
"GRIK1-AS1","1.38551576349881"
"ZCCHC13","2.09630163913828"
"LINC01869","0.953840919915629"
"LINC02712","0.548843665588422"
"BAALC-AS2","17.8808740506072"
"C1QTNF9","1.71717843667795"
"KATNAL2","1.36829058142277"
"COCH","0.992364825455132"
"C1orf210","2.81781752844169"
"CERS3","3.39803482869191"
"DNAJC5B","1.29814423606351"
"GPSM1","0.392201265497576"
"CKAP2","1.01901664893378"
"MORN1","23.6143025379958"
"ERAP2","2.04635469520054"
"SART3","3.25157511328569"
"C9orf43","0.790085625733247"
"UHRF1BP1L","2.58538378614684"
"TTBK2","0.478337291695291"
"NPAS4","2.57420612604506"
"SVOPL","0.690895097748535"
"LHFPL3-AS1","0.107900765356448"
"LIF-AS2","0.671943603939999"
"ITPKB","1.52583132809556"
"EIF4G3","1.92616879368948"
"RNF170","1.79906747875159"
"PGLS","1.30603775164103"
"TRMT61A","1.76479727420233"
"DOCK2","2.02901481297229"
"CANT1","1.44918414121028"
"LRRC18","2.70175527500998"
"SLCO4A1-AS1","0.989948211592636"
"FARP2","1.00191542195435"
"COG3","1.95421792224118"
"HELQ","1.66308654144313"
"STAP1","1.29450806521987"
"GIN1","0.987358566437355"
"DENND4A","1.34064539631462"
"SIAE","4.99192883110049"
"BTG4","0.104546664936945"
"PPP2R5C","3.65087589684598"
"CALHM1","1.6195417349961"
"NT5C1B","0.0575835987880939"
"NR1H4","1.17299723895683"
"HACD1","2.6028588652702"
"CNTNAP4","3.84259382509335"
"NEK11","0.2788328305072"
"LINC00656","1.39940270526557"
"TRAM2","1.44398443355203"
"CST9","0.423895345387906"
"AZIN2","1.60283016823537"
"UEVLD","4.01563137727907"
"LYG2","1.96393576159728"
"DYNLT2","4.13505341793837"
"LINC00161","8.84460074915853"
"TK1","0.99979740460044"
"CTNNB1","2.12708056014057"
"APH1A","1.58218114237489"
"GGNBP2","0.384109378096937"
"ATF3","12.6567358739268"
"DMWD","1.73438992666187"
"SMIM11","1.66558615666595"
"REG4","0.119139728957627"
"KIAA0513","2.61830195687447"
"BEST1","5.02933113322766"
"SLC35F6","1.67757687821101"
"ZNF85","2.45311905697948"
"JPX","3.34880984824817"
"MIER3","1.6695036737142"
"HILPDA","0.820088102279508"
"CFHR3","0.68437066154061"
"ST8SIA4","1.3352857553465"
"KRBOX4","1.12704361144057"
"ZNF808","1.78615608602613"
"HEATR3","1.35374968935788"
"CARD8","1.98698552895193"
"TMEM37","2.55457524187239"
"ATF6B","1.00316055268718"
"CEP70","2.37971308732319"
"THADA","0.182528878902684"
"RAD51B","13.4128294048922"
"PPA2","3.69745222929936"
"OSCAR","1.32247427881583"
"NAALAD2","0.0834625523564043"
"PIK3AP1","1.54642339763974"
"RNA5SP530","2.03753055191693"
"GSTCD","1.02072771139331"
"ZNF778-DT","1.34621606477967"
"OLFM3","0.0500128254456842"
"VSTM2A","5.48172496259815"
"DPYD","2.46818599421339"
"TMEM126B","1.54655015026103"
"DNAH14","7.85819634457826"
"SPAG9","1.8248559695287"
"APOBEC4","3.60776393521985"
"FAM13C","1.43730280240413"
"WDR20","1.45965619825626"
"CFAP97","0.17278836396437"
"DCAF5","2.17678370449639"
"GPR62","0.608281048738937"
"PGM5","10.1249575214273"
"DYNLRB1","1.64482139844481"
"CELF2","2.10763274985127"
"ETV4","1.36419908726457"
"PSMD10","1.41458020072035"
"MYO18B","0.996315882373707"
"ETFBKMT","0.119059285959794"
"DRC3","0.778107862720174"
"LENG9","0.414712904852458"
"PCAT4","3.1606480436115"
"SLC1A6","0.225759051161704"
"NKAIN2","0.156759594588637"
"LIPT2-AS1","1.09498256126963"
"ANKMY1","1.56189869628916"
"RUBCN","7.33148811462065"
"SERPINB8","1.39084641254152"
"AGFG2","1.71792031880955"
"MBLAC2","0.123586690159386"
"BCL6B","0.978927086853911"
"ZNF57","1.11220948798921"
"EPHA7","0.0943968156766687"
"PALM2AKAP2","1.02268348883768"
"TET3","3.15681248727279"
"RGS11","0.0906112619256283"
"OSBPL1A","1.75532213883913"
"RPRML","5.08918929206475"
