"Gene_Symbol","Tabuchi2011e"
"TSNARE1","5.049331696499"
"ABHD11","1.71636848443145"
"CAPN13","8.01973885135316"
"STMN1","0.689994749431188"
"SIGLEC10","1.19653942253669"
"WFIKKN1","1.12127582347781"
"SENP1","1.20116052979648"
"KLF14","0.122836789437332"
"NXNL2","0.122276088699745"
"BRS3","0.120788843258042"
"TMX3","2.26167806716818"
"SLC26A7","0.0239467653888459"
"SNX18","0.937554367331545"
"FBXO39","0.704944763768293"
"B3GNT6","7.32649192371225"
"DENND1B","12.8532198916992"
"ZNF619","0.493841776129204"
"GARIN2","1.16718708076853"
"HS6ST3","11.4844497832167"
"CLDN15","1.6389250771226"
"RAB42P1","5.73184444651012"
"M1AP","6.02093725903662"
"ZSCAN4","2.19662316082867"
"VWA5B1","0.329249711411942"
"LINC00311","0.997495394513247"
"MAGEB6","15.2003135268074"
"ELOA3DP","7.33834806612324"
"RUSC1-AS1","1.52982063372561"
"CACNG6","0.979090466264701"
"LMNTD1","1.95225932570169"
"CIRBP-AS1","1.2367332967897"
"ASMTL-AS1","1.91065416656427"
"CD200R1","6.70216439596935"
"LINC00334","0.353998094756693"
"ATOH7","4.81194269247499"
"CRYZL2P-SEC16B","0.67064434649818"
"AMER1","1.08508177763093"
"NKX6-3","0.268460131043251"
"TBATA","2.12724359746549"
"EXOC3L2","1.29125584922382"
"CAMK2N2","1.39594033040236"
"KCNG3","0.0684371739881911"
"B4GALNT2","5.14479667417963"
"FMR1NB","1.015992440935"
"GCSAML","1.01651575849242"
"SIGLEC11","0.0976526632657439"
"MAGEB18","0.660523199199937"
"IFNL1","0.220641941843273"
"C4orf36","0.480683839524796"
"FIGNL1","1.2066425475954"
"PITPNM2","0.537962169965987"
"GRK7","0.0564532809045639"
"MMEL1","1.01239934138426"
"NLRP6","18.4725359309255"
"RTL3","0.537608252674478"
"ATRIP","1.48106038548885"
"ZIC5","0.636905544435992"
"TEDDM1","0.469954665471031"
"TRIM67-AS1","1.45214418893723"
"PANX2","5.52432757728262"
"ZNF114","0.979152432392429"
"CCDC27","0.529925538240796"
"CFAP161","0.377117845014603"
"NEUROD2","8.84275165661778"
"LINC02899","0.923484155570427"
"LINC00208","0.785464078326725"
"LRRC15","1.33797924659111"
"CBLL2","1.86618923245429"
"SGCZ","2.05082257178184"
"LINC02551","0.0332765144017328"
"WNT9B","1.03089169178543"
"SCAMP1","0.993754134486999"
"LINC00471","0.112271376435625"
"FGF4","5.39105434881332"
"SLC30A8","1.39189329082082"
"C11orf65","18.2236818178512"
"GARIN5B","3.70157497090975"
"OR5P2","0.196392232476267"
"DYDC1","0.303001938023216"
"IL27","5.23240665198337"
"IQCF1","1.69407333365839"
"DEFB125","0.386977497298274"
"WFDC10B","0.230858902660218"
"DEFB105B","1.09380373701056"
"PKHD1","0.257333319787603"
"PKD1L1","10.0939748374437"
"ADGRG4","0.290381777788831"
"REXO1L1P","1.38262205371967"
"TAF1L","0.506513910869515"
"RECQL4","1.46288010089453"
"ADGRF3","0.317392678014296"
"TMC2","0.726056881345233"
"SMCR5","11.2158808933002"
"ZIM3","2.44265868583265"
"NOX5","0.333125400457666"
"DAOA-AS1","5.70970948644341"
"GPR156","0.620033974045054"
"SUOX","1.69376761981474"
"SYTL5","0.285414314633862"
"SDCCAG8","1.29249919757857"
"ADGRF2","1.83853223454404"
"CD300LF","1.01278809828288"
"GJA10","1.88367642596345"
"WNT9A","1.47190438210347"
"GAL3ST2","2.62541042832418"
"PIP4K2B","0.140681605507653"
"ODF3","0.0832300742855669"
"WFDC13","1.44806883103554"
"SERPINB12","4.47257766887497"
"GIPC3","0.250745746606467"
"PGLYRP3","0.150362376619085"
"PSKH2","2.01709523183247"
"OR6W1P","0.665844603269708"
"MOGAT1","0.845243017083134"
"GPR78","1.07448063803209"
"H1-8","0.930945261948394"
"TAAR9","1.9865513554846"
"GNRHR2P1","1.59451286195321"
"ASB11","6.99651374875903"
"SDR9C7","1.40029608092879"
"OR5P3","6.69292010235997"
"TRIM40","0.156046514860845"
"CSN1S2AP","0.507067584785719"
"WFDC12","0.133896099671449"
"CRYGN","0.610180526168156"
"STARD6","0.089877949411418"
"C11orf40","0.0637477404755006"
"ZBTB7C-AS2","0.668473012831351"
"WFDC2","0.265544065126242"
"DEFB119","3.10244910693394"
"TAC4","0.882295011519225"
"BCL2L11","0.985419618866759"
"TIGD1","1.14748095635418"
"NFX1","1.01374946406659"
"KBTBD6","0.813816502521088"
"CDK8","1.70104022608382"
"PTK6","0.142173328590182"
"STK38","1.14722779540573"
"THEM4","0.694661694236242"
"WDR62","0.65503626016812"
"SLC39A12","1.61453556895706"
"RNF168","11.4931661642939"
"SVEP1","32.8721859798635"
"C9orf72","2.20443954741358"
"KCTD18","0.873502750893218"
"ANKLE1","1.20349018760059"
"LACC1","0.46798400715925"
"TEX55","1.31471956170431"
"RANBP3L","0.511191113730414"
"SNX13","1.00350329939218"
"KDM1B","1.70436600811615"
"ATP6V0D2","0.0615621741417102"
"LHX4","1.72647195601229"
"RNU6-646P","1.51604725929111"
"DNAH11","0.252382908134691"
"SYNRG","20.5629526846166"
"SEPSECS","1.00643595695294"
"LRRN4","0.30174904535246"
"ZNF777","1.43429818212556"
"SH2D1B","7.20427616118473"
"ADAMTS19","0.240155971040209"
"DDX31","1.4223849761928"
"UMODL1","0.78950067050564"
"PARD3B","0.0499093915560952"
"DST","18.3996525435998"
"ZNF441","2.59074545902852"
"DCAF4L2","5.1342978001858"
"CRMA","0.211507673150473"
"ANKFN1","0.338200235954599"
"KRT78","11.5763667367764"
"CCDC7","0.0715426913089965"
"ZNF41","1.00027772918125"
"OXER1","1.25233323069596"
"ZNF75D","1.36537359239952"
"LINC00052","0.876073310702286"
"CCDC89","25.884187681787"
"ZNF572","4.31607604412367"
"PCDHAC1","2.80019692050522"
"HIPK4","3.42328417949602"
"FAM124A","0.328622709492146"
"NKAIN3","10.8244922383752"
"FANCB","1.33764460013833"
"POMK","1.85925177654313"
"ZNF709","4.61304375044853"
"SMC1B","30.2251538223236"
"ASB16","0.513456040576903"
"MAGEE2","1.04887556221889"
"ERVV-1","2.03867697736935"
"GAL3ST3","4.74261784533361"
"FLJ30679","7.69491880252415"
"UTS2R","1.30105040024922"
"USH1G","1.05573640228899"
"SLC23A3","1.28520798358515"
"CNOT6L","3.73361481358832"
"CNOT6LP1","1.39585176829802"
"ZNF718","6.0072460240746"
"SLC36A1","0.605761109494439"
"SNRNP48","0.860853676800958"
"ZNF560","0.555919128827754"
"UMODL1-AS1","1.72531255163298"
"RAD9B","1.62032819514542"
"NYAP1","1.78007590228974"
"RSKR","3.35039065352318"
"MRGPRX3","11.1367459814484"
"ABCA13","0.578581536409144"
"ADGRG7","0.816978360232355"
"CD300LD-AS1","0.566868331905615"
"DGKH","1.85312559903952"
"LSM14B","1.29068071927256"
"CASP8","0.40008205205028"
"SLC5A3","2.18582301644748"
"KIF19","2.69112233709273"
"OXGR1","0.424270191701734"
"CDC14C","22.9696404366647"
"SULT1C4","1.68309848297977"
"POU5F2","0.511650825961685"
"RXFP2","1.15704775076772"
"BEND7","2.90529581546444"
"SLC18A2","0.116463564397589"
"SSMEM1","7.09696888770196"
"MAB21L3","0.695298703724036"
"BASP1-AS1","5.91165248698679"
"SLC35G6","1.48570543081339"
"UROC1","1.01884446603617"
"KCNA6","2.03346104146358"
"ARID2","1.31083939452369"
"ERVW-1","0.522630745109628"
"FGF13","0.404373100159328"
"FBXL18","1.89267831665803"
"LINC01600","0.194894169239719"
"PNPLA1","1.42334852279929"
"ANKRD23","3.87028133710754"
"WDR64","0.73426689116432"
"AXDND1","3.72815826849838"
"HEATR9","1.77077032310416"
"LINC01101","0.196846691783485"
"CALHM4","5.03853087252437"
"NPHP3","6.49921194657157"
"CXorf58","0.240709030712532"
"HILPDA-AS1","0.287371361321794"
"MRGPRX1","0.114565290591959"
"HFE","0.982667980141816"
"RLN3","3.43461314053647"
"ABCC12","2.77906791195382"
"AGBL4","20.5073246491742"
"LCAL1","3.1456679209004"
"SLC17A8","1.17417874717383"
"LINC02873","10.6070918794254"
"CNTNAP5","0.100251252831743"
"CFAP57","1.81640045796655"
"C5orf64","0.396186725901992"
"LY86-AS1","0.405741990916902"
"EDARADD","2.49950758321844"
"C18orf15","0.437587436845499"
"MUC19","1.76897884743137"
"KLHDC7A","2.69938323131144"
"NDUFV1-DT","0.476660876529381"
"AQP4-AS1","2.3539738715364"
"FER1L6-AS1","0.115538190797612"
"C1orf127","0.726204558297231"
"CCDC162P","5.29574986175928"
"AGBL1","0.594775467806765"
"LINC02880","1.40610442097469"
"LINC00304","1.59072346986116"
"ACSF3","3.22987607457854"
"TERB1","3.53663483021925"
"MYO1H","6.10802594166807"
"ASB14","0.900865160480545"
"RPTN","0.56266582818898"
"LINC00269","0.977256222864294"
"STPG4","0.539583109615683"
"FLJ40288","3.80685553575107"
"CES5A","0.69243237237512"
"DCAF8L2","3.01872648841551"
"SLC35G3","8.77002691504055"
"LINC01931","2.48535367385856"
"KIRREL3-AS3","2.99356232703379"
"TMEM145","1.07351443074096"
"C15orf32","1.04781734066389"
"TSGA10IP","0.224414443609385"
"LINC00477","0.555019556714472"
"CCDC140","0.396926041937409"
"C17orf78","5.46506944598879"
"TEKT5","1.41709778994144"
"KSR2","8.86182274004186"
"TDH","0.472605658827307"
"LINC00615","1.77822022160665"
"SERPINA9","0.847002670226969"
"FBXL21P","0.0557420620909934"
"PALM2AKAP2","2.35024494322401"
"MRGPRX4","0.802694632649707"
"CPO","2.03261598903076"
"MDS2","3.58503296855562"
"CNOT9","1.45787997858381"
"HOXC12","1.31415854637734"
"FERD3L","0.697040493422961"
"DEFT1P2","5.67298440535192"
"LINC00314","1.43316169148926"
"DEFB104B","0.450071809186027"
"NLRP14","0.378316540809802"
"DGKB","0.782155349880333"
"NLRP13","1.77537877755844"
"NLRP8","0.171254618743702"
"NLRP9","8.07196962086356"
"TAS1R2","19.5230892973595"
"ZNF341","1.32529256480076"
"NLRP10","1.05115685680422"
"LMX1A","1.6724660437049"
"GPR101","1.71999013009016"
"ILDR1","0.414202873521226"
"VN1R2","1.15656571196648"
"VN1R5","0.988531023248926"
"MT-ND1","1.14378549222033"
"TAAR8","1.70521562737258"
"TAS2R39","3.45447951425403"
"TAS2R38","4.41591955254249"
"TAS2R40","1.32498688057576"
"TAS2R41","1.40892369425188"
"TMEM171","0.341928630943513"
"VN1R6P","3.56974891136277"
"TAS2R50","12.2223646077716"
"MACROD2","1.01525067598987"
"MT-TD","1.18487352101183"
"H1-6","0.26139676478935"
"MT-CO1","1.2377011143531"
"CYGB","2.42956582782188"
"IFNE","1.13062599066397"
"MT-ND6","1.00929463077154"
"SPAG11B","0.196982903816168"
"THRSP","0.151195075066908"
"DIPK2B","0.21474354211273"
"FBXL19-AS1","1.39797950003687"
"POLE4","1.36297539761522"
"MT-ATP6","1.18878301805131"
"PDZK1IP1","3.83058803922113"
"FAM27E3","0.801096534531273"
"SYCP3","0.609013298422104"
"TMIE","0.24607938170205"
"MUCL1","1.75051291768488"
"ATL2","1.48884724340815"
"LINC00189","10.3939946759992"
"ZNF354B","1.70620603884714"
"FOXC1","0.706325831098352"
"LINC01198","1.3226358996215"
"TRIM43CP","0.549128292590487"
"TRIM42","0.384121486324129"
"FSIP1","1.07352661343726"
"FAM98B","1.80616855592166"
"GARIN3","0.57362083510201"
"CABCOCO1","0.122507812706745"
"SLC9B1P1","3.84052653157223"
"WEE2-AS1","9.98334328109601"
"DYNLT5","2.41474963677328"
"TMCO5A","3.33028756743464"
"PPARGC1B","1.00186790931792"
"TSGA13","1.23627158888891"
"C9orf163","2.0299399656395"
"HDX","12.3406814554371"
"CDYL2","1.14627947499201"
"C18orf54","2.35251251022699"
"SYT14","1.71712955769767"
"TECTB","0.894934425214677"
"VWA3A","0.616267054839464"
"LINC00896","0.623377798897978"
"HUS1B","2.42336069736733"
"NPB","0.292455463015687"
"ENAH","0.577309612524116"
"STK35","1.53541867054028"
"KLC4","0.163335324896348"
"ITGB1P1","0.945197815372319"
"VKORC1L1","0.891954033819726"
"FBXL14","0.103933818300578"
"PPIL6","0.512860730672155"
"C18orf25","1.57763005808538"
"CBR4","1.15940575763999"
"DUSP18","2.25711157979772"
"ZNF697","0.433512695420407"
"ZNF791","0.674517749999365"
"HTRA4","0.9040788401519"
"LINC00525","0.428518130061884"
"PRPF38A","1.2104623912925"
"FAM218A","9.64090246455792"
"MCRIP2","1.65179873846866"
"ZNF548","1.47117322496448"
"RNF152","0.057555207596164"
"ADGRG3","0.711442877995602"
"ZNF644","0.600542288197234"
"TBC1D32","1.02233091162243"
"B4GALNT3","0.349863044694117"
"LRRC43","6.7407664373653"
"AK7","0.0943243156104494"
"ZFC3H1","4.44872897486148"
"IRAK2","0.312560987752664"
"ICMT-DT","0.361396426109339"
"OTOGL","0.560383540259929"
"FAM76B","0.995582308566705"
"SPATA25","1.5450605622847"
"GLIS3-AS1","3.0675558756039"
"KLHL32","2.15384105650493"
"DCBLD1","1.0732430314564"
"SLAMF9","6.49570529754064"
"GK5","3.26422235390543"
"GOLGA4-AS1","1.39797146033535"
"UBE2U","3.85404490206742"
"METTL27","5.74176274147611"
"LINC00638","1.36540626309802"
"ZC3HAV1L","0.606732864034584"
"RASGEF1B","0.115352034635287"
"KCNJ5-AS1","0.590936506890627"
"KIAA1109","11.7914719855511"
"STOML3","0.210153220977827"
"FBXL13","0.922228189521422"
"FAM227B","5.13834227857458"
"SPATA32","4.21747684285432"
"C3orf49","4.11406227798273"
"NKX2-3","1.93338146342758"
"TMEM252","0.76268398729888"
"FAM222A-AS1","1.44088716117559"
"TLE6","2.27842400104223"
"RTP1","7.14110629398644"
"PRR35","7.11684084493641"
"CYP1B1-AS1","0.0808309872596269"
"MAGEA2B","37.1241499639332"
"LINC00315","1.1629138491262"
"COL6A5","0.288683631992661"
"PGAM5","1.98523334023645"
"C4orf45","1.15108812530746"
"CCDC149","14.0714482336749"
"BEND2","0.178496412676511"
"C10orf67","5.37833289667264"
"CBY2","0.270253392751554"
"CCDC26","1.05721873272244"
"SPIC","0.0248799529227148"
"IGSF22","0.833115805707325"
"ZBTB3","0.741034261927634"
"DCST1","0.56812257031786"
"WDFY4","1.07846096561996"
"KIAA0825","0.787224076491719"
"CSNK1G2-AS1","8.47404278979077"
"KLHL34","0.0612742260459963"
"ZSCAN10","13.0393102456024"
"SAMD3","0.333417820043308"
"GOT1L1","0.0369107223396904"
"LINC02870","1.0059301420708"
"LINC00504","4.1785946266125"
"ZNF99","0.0485938961782461"
"SIGLECL1","0.21841401544498"
"LDHAL6A","1.31517399407858"
"MRGPRX2","0.281974900812233"
"KLF17","0.729603075685864"
"CCDC105","0.308636631083466"
"C11orf42","2.81815671694503"
"ZNF486","0.297302962906153"
"CFAP47","0.264548504573739"
"EXD1","6.12415035324615"
"NBPF4","7.97098783790129"
"ZNF663P","3.84315973608146"
"LINC00955","2.15862028808292"
"LINC01517","0.129990970845532"
"PIKFYVE","0.623490681528095"
"LINC00479","1.09059772388589"
"LINC02907","1.73513882715179"
"SHOC1","0.525462986707917"
"SLC22A24","0.275462933514587"
"FMO9P","1.96475995738093"
"C7orf33","0.742038652963609"
"ACER1","1.02420968763078"
"OSTCP1","0.488311328505646"
"LINC00305","0.427472112287595"
"BFSP2-AS1","14.9453912391778"
"MIA2","8.6705522663302"
"GPHB5","0.257708462323667"
"DCD","1.62644294999775"
"EXOSC6","0.600160958811896"
"ALG14","1.13208197003616"
"TMEM237","1.15995036911023"
"ZNF564","1.05208004626063"
"B3GALT6","0.71181734501941"
"SNX21","0.199271035076393"
"ADAT3","2.16520510963913"
"SPINK6","1.00844226474106"
"C22orf39","1.50041689289776"
"ZNF121","0.987740621615943"
"ATP6V1C2","0.318390790703671"
"BRICD5","2.83364812514534"
"NT5E","0.0860915393285606"
"ASPHD1","1.00066488855503"
"DMRTC1B","0.112524559243444"
"TRIM37","1.54267441797816"
"LLGL2","5.3089635682251"
"OSMR","0.195629108488953"
"RSPO2","1.14533713036475"
"CHD2","0.411892319980505"
"SNRNP35","3.53506425330256"
"GPNMB","0.497800769123284"
"CCDC13","0.139346287434489"
"SLC4A4","15.5776643525518"
"FRMD4A","0.19690847756865"
"ZBTB24","0.981258416325081"
"DGLUCY","1.43878689877194"
"TMEM239","0.223038725849633"
"MRAP","25.4762861198147"
"SMPDL3B","0.559979374736128"
"CNOT1","1.58614676278917"
"SPTLC1","1.67078548538796"
"ASH1L-AS1","0.774889272269588"
"SETMAR","1.79541605509766"
"XG","0.0859116132851284"
"C8orf76","1.73129340471174"
"KICS2","0.997112562666758"
"EPHA8","4.91273480940707"
"DEUP1","22.3754068836992"
"SLFNL1","0.677960420081842"
"TLCD5","5.1637356915122"
"NOL9","0.627800796461656"
"SBDS","1.00982694349507"
"SNAPC5","1.27019427597385"
"MIR31HG","0.897496878530234"
"TMTC4","0.89363100945076"
"TMEM185A","1.2545366665443"
"CARF","8.04288216721596"
"PARP11","3.65101484541528"
"CCDC60","0.256709631086863"
"ADIG","0.240876617288581"
"SUGT1P3","13.3608730861772"
"PPP1R21","0.858174399006476"
"OGDH","1.17226850149129"
"GDAP2","0.69664468488657"
"WFDC8","2.06077195252267"
"ZNF446","4.96071426397824"
"SLC25A27","14.5771186708361"
"TWIST2","0.307413212094553"
"FAM53B","0.99101282104477"
"GOLGA7","1.23801102146692"
"MBLAC1","2.06304897501445"
"CD300LB","5.09678140519529"
"C3orf33","0.990363200947435"
"SLURP2","1.67387524518448"
"TRIM74","0.987040094398088"
"POU2AF2","1.53079878900792"
"PLEKHS1","0.461781412175231"
"C5orf46","1.14917548844268"
"IZUMO1","3.92932685469403"
"SH3YL1","0.18307321909078"
"PTPRO","0.259101335690903"
"CABP4","7.07004992657856"
"GRIK1-AS1","0.724814929056138"
"ZCCHC13","0.9599874832516"
"VPS50","0.983319224608863"
"LINC01869","0.567111201832574"
"LINC02712","3.19136455719167"
"BAALC-AS2","6.9556577718208"
"C1QTNF9","0.0643871413717355"
"COCH","0.999090976781127"
"C1orf210","1.79298720012809"
"CERS3","3.12414809926899"
"GPSM1","6.54370866454992"
"MORN1","16.6760323068221"
"CENPL","0.760224176912814"
"ERAP2","2.98669361341971"
"TRMT2B","1.20040997692345"
"C9orf43","0.815930939081406"
"TRIM4","0.71502072133335"
"FHIP2A","0.590012444340742"
"TTBK2","0.378203616473537"
"NPAS4","0.214271360551869"
"SVOPL","0.147481374472461"
"LIF-AS2","1.2396575033799"
"ITPKB","0.581707399568995"
"EIF4G3","0.595870967083127"
"SUPT6H","0.611707224514966"
"RNF170","1.97533808196552"
"C6orf141","0.340674656984377"
"PGLS","0.645206431640093"
"NFS1","1.35758423852804"
"HDAC4","0.199347132503545"
"DOCK2","1.6026443771604"
"CANT1","0.993088290630452"
"STXBP4","2.80384621314913"
"LRRC18","1.97282522629809"
"SLCO4A1-AS1","1.0107275986683"
"COG3","1.84428032683847"
"HELQ","0.681902848538437"
"CDKN2AIPNL","1.01661798814535"
"TIPRL","1.0149677513973"
"FCHSD2","2.19966340790046"
"PPP2R5C","1.00180262261126"
"CALHM1","1.12350931689847"
"HACD1","2.6632624613691"
"CNTNAP4","3.05030860521651"
"PDE1C","9.93997687596727"
"NEK11","0.346451106078207"
"LINC00656","1.25211723544094"
"PADI2","6.53299204648114"
"CST9","0.222455872044861"
"AZIN2","1.60039584793083"
"UEVLD","1.46828298214437"
"LYG2","4.12121104015792"
"DYNLT2","1.92119087213499"
"LINC00161","1.90586808380054"
"RCC1L","2.32178936716054"
"OSGIN2","0.943122571743544"
"TAF5L","0.980465600330027"
"SPOCK3","0.0497037046547073"
"NLGN2","0.39336102530281"
"REG4","0.991507057515586"
"WAPL","1.46271225378963"
"BEST1","8.03227444466439"
"JPX","1.82980929654421"
"MIER3","1.6368930874194"
"HILPDA","0.819817469814698"
"ST8SIA4","1.45031034188101"
"DNAJB9","0.619380301712447"
"METTL26","1.5999320457945"
"ZBTB44","0.552841934211941"
"SRGAP1","18.9159497478953"
"ZNF808","1.27394690300075"
"HEATR3","0.661420160195752"
"SAR1B","1.55517732322582"
"TMEM37","0.430393485938296"
"CEP70","0.985895028127534"
"THADA","0.0941367490528595"
"RAD51B","7.71695442266442"
"PPA2","3.31422251949592"
"OSCAR","0.773765293068344"
"NAALAD2","0.0626441423320118"
"PIK3AP1","1.30327362023885"
"MINDY3","1.71427269679998"
"GHITM","1.12856435480144"
"RNA5SP530","1.38740416191972"
"ZNF778-DT","0.155426020315945"
"CNNM2","0.465955439121447"
"OLFM3","0.402164540602401"
"DPYD","0.378515501803173"
"TMEM126B","0.813563494261362"
"DNAH14","3.83359667797029"
"GPRIN2","0.497019721504631"
"SLC25A48","0.553660834454913"
"APOBEC4","2.09209209209209"
"WDR20","0.98610090072759"
"CFAP97","2.34854805809818"
"ATP11B","1.01155240126603"
"GPR62","2.86467361947895"
"PGM5","0.441761037377114"
"KCTD17","0.171781565725619"
"DYNLRB1","0.770647689452616"
"CELF2","1.0016172145365"
"APBB1IP","0.664907285397298"
"ETV4","0.866235092408159"
"PSMD10","1.22242717767598"
"ZNF70","0.712716998636511"
"MYO18B","2.54239418222897"
"DRC3","0.76000726348284"
"LENG9","0.160996858995"
"SLC1A6","0.293209049015501"
"SYMPK","1.74466687207743"
"LIG3","1.0026314742005"
