"Gene_Symbol","Tabuchi2011g"
"ZNF563","0.322393148284532"
"CLEC4D","1.53009889486131"
"GPRC6A","0.790487579387411"
"ZNF417","0.482402259156413"
"ZNF781","4.50533050070011"
"HELB","0.876729675967695"
"SEC62","1.7542978812891"
"SOCS4","1.10307652807778"
"LINC02904","1.1270891860072"
"ZNF547","11.5898677391695"
"TSNARE1","6.2875835719376"
"CAPN13","2.73939786858983"
"STMN1","0.591180016724034"
"SIGLEC10","1.00494237700013"
"ADAMTSL1","0.0612599788921062"
"RFX4","0.0785127839767438"
"WFIKKN1","0.591741780345422"
"KLF14","0.1623078529322"
"NXNL2","0.438854618162379"
"BRS3","0.12335643394935"
"TMX3","1.52255187092791"
"SLC26A7","0.126119643397726"
"SNX18","1.01404882262411"
"FBXO39","0.579151549739785"
"B3GNT6","2.20030893509776"
"DENND1B","7.56363955720063"
"ZNF619","1.10075574457669"
"GARIN2","1.57766483776431"
"SLC26A1","2.42433537339953"
"RAB42P1","10.4342819789321"
"PTCHD1","0.291114782113358"
"M1AP","0.445186240105749"
"ZSCAN4","7.81866909656152"
"VWA5B1","0.345582180999201"
"LINC00311","2.66984017716241"
"HTR6","1.96831014322826"
"MAGEB6","3.11672341766939"
"ELOA3DP","5.85951000707838"
"RUSC1-AS1","0.34580510097608"
"LMNTD1","7.92135599765098"
"CIRBP-AS1","0.267482036158355"
"LINC00334","1.94750860275677"
"ATOH7","1.22656816369436"
"AMER1","0.576999467665253"
"NKX6-3","1.78819547506501"
"TBATA","3.86378803575301"
"EXOC3L2","1.22433557966413"
"KCNG3","1.43192834677038"
"FOXP2","14.6352667350362"
"B4GALNT2","28.6373839108101"
"FMR1NB","19.3452077566671"
"GCSAML","6.29184891468749"
"SIGLEC11","0.124288103504424"
"IL23R","0.241890238930115"
"MAGEB18","0.676033195603162"
"CD276","1.66576953491184"
"IFNL1","0.906943075406604"
"C4orf36","2.20607135985006"
"FIGNL1","0.868042415532386"
"GRK7","0.317820920889211"
"MMEL1","1.17064447985769"
"PDE8A","0.985464660711487"
"NLRP6","1.59707125253587"
"RTL3","0.588843606724401"
"ATRIP","0.950889477668433"
"ZIC5","3.17776612480336"
"ANGPT1","0.978940339308445"
"TEDDM1","0.391120410501669"
"TRIM67-AS1","1.54555695237019"
"ZNF114","0.582074660062404"
"CCDC27","0.775336377927734"
"CFAP161","3.42635165694399"
"NEUROD2","10.0737512421848"
"LINC02899","0.214332632482034"
"LINC00208","1.26606280420198"
"CBLL2","1.62976661892325"
"ZMYM6","2.42166239618307"
"SGCZ","1.23866602555296"
"LINC02551","0.0348911598866638"
"WNT9B","1.34920546662375"
"CNPY3","1.39381513832082"
"LINC00471","0.831797999477634"
"FGF4","3.40566334337076"
"SLC30A8","0.541284071263678"
"C11orf65","6.12516153747306"
"GARIN5B","2.4464493501811"
"OR5P2","1.62935867563415"
"DYDC1","0.344217398253781"
"IL27","10.2506586521253"
"IQCF1","1.50750280364718"
"DEFB125","0.17869048365502"
"WFDC10B","0.132328824062878"
"DEFB105B","7.60103997827893"
"PKD1L1","2.12696702704782"
"ADGRG4","0.733708852469888"
"TENM1","0.480811073268219"
"REXO1L1P","1.19323254214144"
"TAF1L","2.31642354182435"
"CNTNAP5","0.128530180536138"
"RECQL4","0.984186141350522"
"ADGRF3","0.380741281939892"
"TMC2","0.949400326138416"
"SMCR5","7.31669017324474"
"BICD2","0.636508862235971"
"ZIM3","9.54305407023857"
"NOX5","0.851729977116705"
"DAOA-AS1","1.12916691502637"
"KLHL4","1.84753509631081"
"GPR156","0.461293309255632"
"ADGRF4","1.30261837003472"
"IL31RA","1.90106829279475"
"SYTL5","0.340228033635691"
"SDCCAG8","2.1594371036083"
"ADGRF2","1.40050191609862"
"SYN2","0.243439907086666"
"CD300LF","1.01754214703384"
"GJA10","5.47357550485028"
"WNT9A","4.16332423271009"
"GAL3ST2","1.88574549242997"
"PIP4K2B","1.58734141961537"
"WFDC13","2.10923334815778"
"SLFN5","0.0792768556297332"
"SERPINB12","0.483943318683313"
"GIPC3","4.89971697480755"
"PGLYRP3","0.402441529215299"
"PSKH2","1.59145386896555"
"OR6W1P","1.01618270136095"
"MOGAT1","0.376357307049893"
"GPR78","0.128173344864034"
"H1-8","1.52004294167229"
"TAAR9","1.66135010372342"
"GNRHR2P1","1.84444377503991"
"BNIPL","4.32016621557718"
"ASB11","0.322065546140881"
"SDR9C7","0.610130769076881"
"OR5P3","1.3161744993704"
"TRIM40","1.00164039258209"
"CSN1S2AP","0.709361962456474"
"WFDC12","0.225086366741485"
"CRYGN","0.973781630172423"
"STARD6","1.95703957975763"
"C11orf40","0.235714975645431"
"ZBTB7C-AS2","0.237130135828214"
"TAC4","8.77496329366264"
"TIGD1","0.981047395517565"
"CCDC69","1.36654409565141"
"C5orf24","1.00020371843806"
"RBAK","1.90493808889547"
"WDR62","0.574568010633584"
"SLC39A12","2.07719440119065"
"RNF168","2.67266935396976"
"C9orf72","4.87717756001901"
"KCTD18","1.38777531349821"
"ANKLE1","0.751753500996853"
"PELO","0.632205766581382"
"TEX55","1.0473867801821"
"RANBP3L","0.552224485641523"
"KDM1B","1.36238331586053"
"ATP6V0D2","0.994880723701019"
"RNU6-646P","2.07463388049179"
"DNAH11","0.86158597404537"
"SYNRG","20.9222710990395"
"GRIK5","2.69257718995243"
"LRRN4","1.3308892950256"
"ZNF777","1.39168564138055"
"SH2D1B","10.0191297607955"
"SSTR3","2.73863348874191"
"ADAMTS19","2.60151732311276"
"UMODL1","8.7618521732271"
"ZNF441","34.0229034820964"
"DCAF4L2","0.0755136150837131"
"STOX1","8.23841598758842"
"CRMA","2.30560009230525"
"ANKFN1","0.269901840562107"
"KRT78","2.43815189968746"
"CCDC7","0.141218369736775"
"ZNF41","1.40835348428226"
"ZNF583","0.328247923130818"
"OXER1","0.864703714209007"
"LUZP1","1.77092669828385"
"LINC00052","0.894201300561725"
"CCDC89","4.84979177520693"
"ZNF572","0.820341520599992"
"PCDHAC1","2.90896225743082"
"HIPK4","3.53416766394191"
"NKAIN3","10.0568833820268"
"ITIH5","8.17466055496913"
"ZNF709","8.17559117997798"
"SMC1B","56.2475267450722"
"ASB16","1.71550009405154"
"MAGEE2","1.94846644474373"
"ERVV-1","0.0836534703883093"
"GAL3ST3","1.01044363417322"
"FLJ30679","7.84333223674373"
"UTS2R","1.16250389413374"
"USH1G","1.36740544325498"
"CNOT6L","0.573453928305323"
"CNOT6LP1","2.75277861511683"
"DIP2B","1.00948892824799"
"SLC36A1","0.845450093333239"
"ZNF560","0.219846421971132"
"RTTN","2.32440370689219"
"UMODL1-AS1","0.275430963264857"
"NYAP1","1.46131668684985"
"MRGPRX3","4.67860229302299"
"ADGRG7","0.0621692278458511"
"CSF3R","1.38368440834736"
"CD300LD-AS1","1.46850177166887"
"DGKH","2.09932453564979"
"CASP8","0.434324313282218"
"LINC02910","1.58784837141833"
"KIF19","1.31879503446115"
"SLFNL1","0.669838479196437"
"OXGR1","2.69236242402065"
"CDC14C","10.729912113218"
"SULT1C4","1.25505673408979"
"POU5F2","1.0392033240735"
"RXFP2","0.279418697630564"
"SLC18A2","0.201594588977687"
"SSMEM1","9.588249432501"
"MAB21L3","4.60122044694996"
"BASP1-AS1","3.85885841167731"
"SLC35G6","0.966353301562633"
"UROC1","0.74769957523244"
"PCDH15","6.38275674443448"
"KCNA6","8.03027211655445"
"NFX1","1.30861986628462"
"AMER3","6.30527079742357"
"ERVW-1","2.66188916525065"
"FGF13","0.220835032654149"
"LINC01600","0.0950570546382065"
"PNPLA1","1.38587446727894"
"COX6B2","13.3098412922656"
"EPHA10","0.597961616779734"
"WDR64","1.74228126162461"
"AXDND1","49.9648068777416"
"HEATR9","2.36486611094718"
"LINC01101","0.420969674947567"
"CALHM4","1.73415905328346"
"NPHP3","6.65901166955885"
"ATG9B","0.173589146252604"
"CXorf58","0.151772629992689"
"HILPDA-AS1","2.18135631937958"
"CD200R1","3.74193204848516"
"CCDC13","0.343472919911378"
"MRGPRX1","0.532545625968079"
"RLN3","1.63552258474057"
"AGBL4","9.43621815817721"
"LCAL1","1.59941321752391"
"SLC17A8","1.05422263598883"
"LINC02873","7.81133322551839"
"SATB2-AS1","0.575497047698127"
"SLFN13","1.24968845195237"
"CFAP57","2.67964864205409"
"C5orf64","1.04831044695746"
"LY86-AS1","7.7931181211898"
"EDARADD","0.906512991850961"
"C18orf15","1.59777010537313"
"MUC19","0.655835034968292"
"KLHDC7A","3.3552680393248"
"NDUFV1-DT","1.82738626709308"
"FER1L6-AS1","0.269358670942505"
"C1orf127","0.338074967037107"
"CCDC162P","1.08631196489467"
"LINC02880","0.885598667228844"
"LINC00304","28.9705464699688"
"TERB1","1.77684205357362"
"MYO1H","14.9480798365375"
"ASB14","0.846611081226466"
"RPTN","8.90723625980422"
"LINC00269","0.55869037870243"
"STPG4","1.08772356850533"
"FAM9B","2.42078567144075"
"FLJ40288","7.13615233727731"
"CES5A","1.21261772337213"
"DCAF8L2","3.79010420978082"
"SLC35G3","10.1598080532634"
"KIRREL3-AS3","1.94764617957408"
"TMEM145","1.58146007216104"
"C15orf32","0.77292155455878"
"TSGA10IP","1.07214909710204"
"LINC00477","0.0922750977835724"
"CCDC140","0.88426479063656"
"C17orf78","4.03901132435391"
"TEKT5","0.71949618904682"
"KSR2","4.76580599670953"
"PAX1","0.977702122277324"
"TDH","3.71088428076424"
"LINC00615","0.995210064635272"
"SERPINA9","0.125801068090788"
"MRGPRX4","0.267344814361634"
"CPO","2.03136152791419"
"MDS2","2.26430269019799"
"GJD3","1.60136384957828"
"HOXC12","1.38727584531964"
"VNN3P","0.289994567769379"
"COPS9","0.51387265501724"
"FERD3L","1.41888747816784"
"DEFT1P2","1.68825227384129"
"LINC00314","0.272714123454234"
"DEFB104B","2.06072731075132"
"NLRP14","4.35794193729027"
"NLRP13","1.30899381521946"
"NLRP8","1.17383871586928"
"NLRP9","7.11786649521475"
"TAF5","1.4083912087366"
"TAS1R2","11.110829261487"
"ITGB1P1","1.0056164002108"
"PCSK6","0.30049715706163"
"NLRP10","3.11448767106749"
"KRT73","0.34590897651292"
"MT-CO1","1.05737277643839"
"SLC29A2","1.39917214141951"
"LMX1A","3.82118513540935"
"GPR101","4.62157208662825"
"VN1R2","0.5597972861797"
"VN1R5","0.350813218816329"
"MT-ND1","1.11134495668934"
"TAAR8","0.153597628768807"
"TAS2R39","0.236304597350027"
"TAS2R38","2.75778009366009"
"TAS2R40","0.270958280230902"
"TAS2R41","1.59811982545313"
"VN1R6P","2.95338230368157"
"TAS2R50","6.59417818346707"
"MT-TD","0.953649870801034"
"H1-6","0.626845927607647"
"IFNE","1.15589545852759"
"MT-ND6","1.08524088835414"
"SPAG11B","0.0576175775023528"
"SREK1IP1","1.32524435100247"
"THRSP","0.151890425183418"
"FBXL19-AS1","0.778327556964826"
"POLE4","1.55371405241267"
"MT-ATP6","1.14504304748207"
"FAM27E3","1.58172483585921"
"TAL2","2.62025708164723"
"SYCP3","1.43090332805071"
"TMIE","0.354095877725176"
"MUCL1","0.724811494583328"
"ABCA13","0.649538302946649"
"LINC00189","4.04884677674566"
"KLHL35","0.714651376704821"
"FOXC1","0.686242459123732"
"LINC01198","15.3080256121445"
"TRIM43CP","0.270515891310301"
"TRIM42","0.365664743638312"
"FSIP1","1.642764174424"
"FAM98B","0.089997727650128"
"CABCOCO1","0.175329408736278"
"SLC9B1P1","8.00102304025458"
"WEE2-AS1","8.50751171753906"
"DYNLT5","0.274380935335116"
"TMCO5A","8.5422206169405"
"XKR6","6.62629754481125"
"TSGA13","1.24075801785139"
"C9orf163","1.8159246556979"
"HDX","2.80608244084106"
"CDYL2","1.69338790996917"
"SYT14","1.43218605601517"
"TECTB","0.464979615660125"
"LINC00896","0.569934263376441"
"HUS1B","0.164385509682066"
"NPB","0.722751249913961"
"STK35","1.11727486275511"
"KLC4","0.71909305427311"
"VKORC1L1","1.10725913222109"
"PRF1","0.83904492578067"
"FBXL14","0.876962505746901"
"SP1","1.42805723571784"
"C18orf25","2.24353916007862"
"SGO1","1.01872498842107"
"CBR4","0.7449388311893"
"ZNF569","2.5016070964629"
"CCSAP","1.0018973531923"
"DUSP18","1.84496698666385"
"ZNF791","0.767499139595086"
"HTRA4","0.841475810019696"
"LINC00525","1.52298682960812"
"FAM218A","5.03983993581778"
"KCTD7","0.445227136281769"
"ZNF548","1.44658098479092"
"RNF152","0.158461821363097"
"ADGRG3","1.46469946970677"
"LRRC43","0.483919600237996"
"AK7","0.12948000096724"
"ZFC3H1","4.58242512254384"
"IRAK2","2.15728904173592"
"ICMT-DT","0.406690009869612"
"METTL21A","2.82275646883731"
"OTOGL","0.715178247295433"
"SPATA25","1.37536392932548"
"GLIS3-AS1","1.34681298130404"
"MCM9","0.453335963820682"
"PRR14L","10.5730153504004"
"KLHL32","0.220637395534489"
"DCBLD1","1.01246762938916"
"SLAMF9","3.55369957439042"
"GOLGA4-AS1","1.17527755356898"
"UBE2U","0.900798816786473"
"METTL27","0.938360464798857"
"LINC00638","1.6291719058739"
"ZC3HAV1L","2.95967519114673"
"RASGEF1B","0.184523060452099"
"KCNJ5-AS1","1.09367349731623"
"KIAA1109","20.136244061408"
"STOML3","0.966342425818864"
"SILC1","1.01123918755634"
"FBXL13","1.12982456140351"
"FAM227B","14.4152689361732"
"DTD2","2.01238871762367"
"SOX3","16.3055449565535"
"SPATA32","9.61890125398411"
"C3orf49","5.10983989320366"
"NKX2-3","1.16688575809874"
"TMEM252","0.474116518309259"
"CIP2A","1.98597379453999"
"FAM222A-AS1","1.31643195002512"
"TLE6","5.75075842248124"
"TCEANC","1.90181171005907"
"RTP1","3.74848498222719"
"PRR35","10.1899640013955"
"CYP1B1-AS1","0.110058691606623"
"MAGEA2B","3.4866737772736"
"LINC00315","1.85213840344252"
"COL6A5","5.23107216853559"
"PGAM5","0.335349042418131"
"C4orf45","1.12922113823262"
"CCDC149","23.4085945863282"
"BEND2","0.515891789804026"
"C10orf67","2.31851206191177"
"CBY2","0.553515715276173"
"CCDC26","1.02781629822987"
"B3GALT5-AS1","7.13913513750539"
"SPIC","0.22788250294233"
"VPS13B","1.39902377521614"
"IGSF22","0.817225787675035"
"ZBTB3","0.390111893834276"
"DCST1","1.56726884671088"
"KIAA0825","0.27168084091889"
"CSNK1G2-AS1","4.9297563464922"
"NATD1","0.328202019062659"
"KLHL34","0.0571545870796078"
"ZSCAN10","11.2760776080272"
"SAMD3","0.0492937044096075"
"GOT1L1","0.511109869698197"
"LINC02870","0.231912149966794"
"LINC00504","5.81487626669718"
"ZNF99","0.0752159224751059"
"SIGLECL1","1.6800539824557"
"LDHAL6A","1.08480090726978"
"MRGPRX2","1.38566928329389"
"NTN5","2.03125625515902"
"KLF17","0.51389228420171"
"CCDC105","2.05782970496764"
"C11orf42","14.1736818785999"
"ZNF486","1.55550442689027"
"EXD1","1.59508437136789"
"NBPF4","7.35145647784369"
"ZNF663P","5.76961507861033"
"LINC00955","1.65174574753805"
"LINC01517","0.612400536277053"
"PIKFYVE","1.59502753901451"
"LINC00479","0.505592712177122"
"LINC02907","1.17644762947624"
"SHOC1","0.0377170811167894"
"SLC22A24","0.961593192800973"
"FMO9P","3.782063438973"
"C7orf33","0.657737702798785"
"ELMOD2","1.01816032725629"
"ACER1","1.48066873410522"
"OSTCP1","0.401190362458681"
"LINC00305","0.0742802089335134"
"BFSP2-AS1","2.19301601180392"
"MIA2","7.04494807337669"
"GPHB5","0.819050965823837"
"DCD","0.766546076827236"
"ALG14","1.44908182914038"
"PPP1R21","1.30072019205121"
"TMEM237","1.61250448706944"
"ZNF564","1.03228152346109"
"RHOB","5.48058216102963"
"ADAT3","1.44518639694161"
"CEL","0.398044825330032"
"CBS","0.825808273035259"
"SPINK6","0.481843905195806"
"CYP39A1","0.617939600082457"
"ZNF121","0.782714842171615"
"RAB7B","0.818538633901675"
"MAPKAPK5-AS1","1.27645267659492"
"BRICD5","1.41886595540733"
"VSIG10","1.01148556557404"
"NT5E","26.007439969005"
"DMRTC1B","0.783155633562989"
"TRIM37","1.70359854097186"
"RSPO2","0.748417903578414"
"SNRNP35","2.25422302763575"
"GPNMB","1.88206776304199"
"CEP57L1","1.90478665361727"
"SLC4A4","9.47226566332732"
"ARSB","0.078189520525945"
"FRMD4A","0.053180095812347"
"TMEM239","0.555745783810515"
"ZNF670","1.43432351140568"
"MRAP","18.7673736643368"
"TXNDC9","1.78130064484454"
"CNOT1","1.5128129678832"
"SPTLC1","2.35814855907051"
"ASH1L-AS1","0.891816845181466"
"SETMAR","0.744172560771715"
"XG","0.370942142289451"
"C8orf76","1.32998083986327"
"KICS2","2.06607161946662"
"EPHA8","4.64568816846729"
"TLCD5","3.19324337904132"
"CNOT9","1.5131802000339"
"TUBGCP3","1.60815505777077"
"SNAPC5","1.00621713555182"
"RBM33","1.87155626929479"
"MIR31HG","0.779274927165706"
"SPIN3","0.127382865824123"
"TMEM185A","1.42424409285024"
"NBEAL1","0.988894538507962"
"ULK2","0.246835564589052"
"SSH2","1.8977959525852"
"PARP11","2.46463131684681"
"CCDC60","0.632295130509957"
"HSD17B12","2.8752695047351"
"NLGN4Y","0.287551284387766"
"ADIG","0.370906150384399"
"CCSER2","22.5516423086017"
"RUFY2","0.191752430691858"
"SUGT1P3","9.68884756951449"
"OGDH","0.995047353532041"
"PHF21A","1.98156635608159"
"WFDC8","3.64492787963894"
"ZMYND11","1.62594290580896"
"ZNF446","9.69234795415954"
"SLC25A27","10.1261410657317"
"TWIST2","0.553698454420873"
"FAM53B","4.37603418945272"
"SH3KBP1","1.39560101987528"
"MBLAC1","1.26158202322325"
"CD300LB","10.2187704598286"
"C3orf33","2.59594615130665"
"SLURP2","5.6373043422662"
"TRIM74","1.79102498671479"
"POU2AF2","1.47505239869585"
"MANEA","1.5878818153335"
"C5orf46","1.76718514801806"
"IZUMO1","11.230941467421"
"SH3YL1","0.326076334796771"
"PTPRO","5.69435616831139"
"CABP4","6.54909838472834"
"GRIK1-AS1","0.501609630182798"
"ZCCHC13","1.68862534448242"
"LINC01869","0.598714023270055"
"LINC02712","3.80901641822635"
"C1QTNF9","0.888583910951584"
"ITGAL","0.985479878415027"
"COCH","0.232692763835999"
"C1orf210","0.848856550705816"
"CERS3","1.95952324490406"
"GPSM1","1.00548302787152"
"CKAP2","0.727576525016995"
"MORN1","11.0149201138713"
"ERAP2","2.94930401697656"
"C9orf43","0.869215009893362"
"TRIM4","0.595125675207534"
"FHIP2A","1.30443426860332"
"HERC3","1.00336652002778"
"UHRF1BP1L","1.72566406851568"
"TTBK2","1.01929855970762"
"CYP19A1","7.37700580147184"
"WDR49","4.33260022303534"
"NPAS4","1.77263150001875"
"SVOPL","0.364282515029744"
"LHFPL3-AS1","2.90863521005862"
"LIF-AS2","0.677518830876199"
"ITPKB","1.64595715072623"
"EIF4G3","2.17817846694272"
"PGLS","0.542952622129406"
"TRMT61A","1.57269716976926"
"RPS6KA5","0.0366033495762316"
"HDAC4","0.281673428391366"
"DYNC2LI1","0.977622950286944"
"DOCK2","3.86951375367751"
"CANT1","1.11398419594294"
"STXBP4","5.2855749660787"
"LRRC18","1.95726149226881"
"SLCO4A1-AS1","1.06026093389864"
"CYTH4","0.385036518703395"
"COG3","2.34392116368861"
"STAP1","1.92867163848483"
"DENND4A","1.10666950001518"
"SIAE","4.03560903823386"
"FCHSD2","2.3056747915209"
"BTG4","0.259014468212947"
"PPP2R5C","2.44061602844124"
"CALHM1","0.318591250253008"
"NT5C1B","0.308374877133109"
"NR1H4","7.86348711312239"
"CNTNAP4","4.13059500206671"
"PDE1C","7.95797929676444"
"LINC00656","0.687690060710432"
"PADI2","6.44242112908083"
"CST9","0.281285088673404"
"ACTR2","1.43856315061636"
"AZIN2","0.226150523342748"
"UEVLD","2.62949493472712"
"LYG2","1.20146147717408"
"DYNLT2","5.51854977927199"
"LINC00161","10.8389796246414"
"CLEC7A","4.49762033155649"
"TK1","1.42619318887337"
"RCC1L","0.597079130842874"
"CTNNB1","1.62258133219743"
"APH1A","1.75431847156632"
"SMIM11","0.208716731379876"
"REG4","0.365392138926807"
"KIAA0513","1.63195706996657"
"BEST1","5.37633723782393"
"ZNF85","2.70367280665586"
"JPX","2.4598219923825"
"MIER3","1.86034487929225"
"HILPDA","0.347162760972842"
"LINS1","0.979640027759502"
"CFHR3","0.342204327574734"
"KRBOX4","1.35784670380965"
"ZNF808","1.63581555779209"
"HEATR3","2.04215174628663"
"GFOD1","1.49550704233252"
"SERPINC1","2.18725182819893"
"RAD51B","20.5514035445605"
"PPA2","2.66459419606889"
"TSC22D4","0.427196862837773"
"OSCAR","0.902151390115137"
"NAALAD2","0.0705414311238687"
"PIK3AP1","1.43527842555296"
"MINDY3","2.46435649686441"
"CEP89","2.17227243509858"
"RNA5SP530","1.67752040560248"
"ZNF778-DT","1.70940425839569"
"OLFM3","0.174434940460335"
"VSTM2A","5.47930066722724"
"DPYD","1.86382272683643"
"RHOF","1.41848246669091"
"DNAH14","0.532953903636443"
"GPRIN2","0.106919538781425"
"APOBEC4","2.58584781254806"
"WDR20","2.66796748861208"
"CFAP97","0.216828790783013"
"GPR62","1.04826525948394"
"PGM5","15.5242561044899"
"DYNLRB1","0.754863422340148"
"SUV39H2","0.988339906974498"
"BPNT1","1.79825526837124"
"ETV4","1.3641360530496"
"PSMD10","1.72141308528867"
"MYO18B","2.47551805697744"
"NFIA","1.0190692592816"
"ETFBKMT","0.172550609428292"
"DRC3","1.5251897584892"
"LENG9","0.110697643334933"
"SLC1A6","0.100375845352804"
"ARHGAP27","0.611157680320608"
"SYMPK","0.542977670641969"
"NKAIN2","0.115830386615601"
"MBTPS2","0.684171611373879"
"CEP120","1.98350551890561"
"LIPT2-AS1","0.970314365300438"
"ANKMY1","0.30666798695614"
"RUBCN","0.988552964456579"
"MBLAC2","0.540154322862871"
"DGKE","0.986680669184862"
"ZNF57","0.630489302061526"
"PALM2AKAP2","3.51600687492917"
"RNF32","2.85137173294641"
"OSBPL1A","1.49955325494671"
"DUOXA1","6.0690930736851"
"RPRML","1.08055964894155"
"ZNF594-DT","0.501249673714435"
"FAM151A","0.469297789808224"
"CMTM4","1.92045845798361"
