"Gene_Symbol","Tabuchi2011h"
"DOCK8-AS1","14.9472585329144"
"HDAC9","0.331715075440019"
"SLC16A11","3.82402820026721"
"CAMKK1","1.4217682503416"
"ZNF625","1.41924784631441"
"ZNF563","0.583878279198517"
"CLEC4D","2.11410398678588"
"GPRC6A","1.00029477181981"
"ZNF417","0.097383729021125"
"ZNF781","3.66568973009512"
"HELB","2.31302132056787"
"SEC62","0.800028915409284"
"SOCS4","2.06603763053756"
"LINC02904","2.45286581883036"
"ZNF547","22.9971524383549"
"ABHD11","5.39430299902517"
"STMN1","0.72614102638897"
"SIGLEC10","0.6445827985182"
"WFIKKN1","2.20145337406612"
"SENP1","2.24614934506866"
"KLF14","2.44905030735135"
"NXNL2","0.0949020183332372"
"BRS3","0.201130219028063"
"TMX3","1.24270882415065"
"SLC26A7","0.0620689990108771"
"SNX18","0.422976318654914"
"FBXO39","0.4351392116098"
"B3GNT6","0.527381035967288"
"DENND1B","25.9544862567688"
"ZNF619","1.18198122288934"
"GARIN2","1.17072693360086"
"SLC26A1","4.27066108738257"
"RAB42P1","0.773815342450966"
"M1AP","4.14437345586731"
"ZSCAN4","5.04941977326937"
"VWA5B1","0.288930125364267"
"LINC00311","1.82781649056498"
"MAGEB6","8.68156865640699"
"ELOA3DP","3.2637368110465"
"RUSC1-AS1","0.660746126718707"
"CACNG6","1.70928036985846"
"LMNTD1","6.80814435228909"
"CIRBP-AS1","0.978101103501988"
"LINC00334","0.0376835808374861"
"ATOH7","4.22470820646658"
"AMER1","0.350539126603888"
"NKX6-3","1.54619987449949"
"TBATA","1.7743031295926"
"EXOC3L2","0.916454594107946"
"TNFRSF13C","0.323599512422844"
"KCNG3","0.181937260020431"
"FOXP2","21.5923730997166"
"B4GALNT2","3.96720371578256"
"FMR1NB","64.1324718299367"
"GCSAML","0.344590810611945"
"SIGLEC11","0.45031710373073"
"MAGEB18","0.369809897272592"
"IFNL1","1.45572942336126"
"C4orf36","0.37910379360843"
"RIMS1","0.979568671963678"
"PITPNM2","0.209002862945653"
"PCDH10","11.9204300043192"
"TAB3","0.991883535849911"
"GRK7","0.0480675271823391"
"MMEL1","1.76104531424548"
"PDE8A","0.944650133207961"
"NLRP6","3.24107186992132"
"RTL3","0.887219816607234"
"ATRIP","0.654590782041577"
"ZIC5","0.41953883764042"
"ANGPT1","0.175103816698316"
"TEDDM1","0.442136202859563"
"TRIM67-AS1","1.58215859653088"
"ZNF114","1.15891595291555"
"CCDC27","0.26213042965374"
"CFAP161","0.313331442457321"
"RBMY2FP","0.448559551430781"
"NEUROD2","5.03157266168456"
"LINC02899","0.125021010071429"
"LINC00208","1.65675680754703"
"LRRC15","28.7332626397692"
"CBLL2","1.32330440643694"
"ZMYM6","0.982041271936072"
"SGCZ","0.896225443055365"
"LINC02551","0.0483448045741691"
"WNT9B","1.23348160721079"
"CNPY3","1.1604622517727"
"LINC00471","0.132909792959347"
"HAS3","1.57247545775425"
"SLC30A8","1.00612842783052"
"C11orf65","20.2946588983205"
"GARIN5B","2.04690496091253"
"OR5P2","0.285694844374803"
"DYDC1","1.93520109488322"
"IL27","2.03119608646159"
"IQCF1","1.80111170705544"
"DEFB125","0.556282572854387"
"WFDC10B","0.311753703143894"
"DEFB105B","9.3093688549543"
"PKD1L1","1.44909776461083"
"ADGRG4","0.123272653419877"
"TENM1","0.595737045064317"
"REXO1L1P","1.4793236679994"
"TAF1L","0.460653914080598"
"RECQL4","0.999105089660953"
"ADGRF3","2.31123375854034"
"TMC2","0.161249145201732"
"SMCR5","6.99149237858915"
"ZIM3","1.38346206570176"
"DAOA-AS1","1.43739508805393"
"KLHL4","0.572940966966432"
"GPR156","0.161314224208293"
"SUOX","0.435649919452275"
"IL31RA","0.404521331468788"
"ADGRF2","1.0842540780683"
"CD300LF","0.870563945372368"
"GJA10","8.47233234467839"
"WNT9A","4.72922450419498"
"GAL3ST2","1.77006939893465"
"PIP4K2B","0.145382578036228"
"WFDC13","1.66745065170538"
"SLFN5","0.108226039913765"
"SERPINB12","2.79653326073146"
"GIPC3","3.44317198079743"
"PGLYRP3","0.366726924563662"
"PSKH2","1.92888264767149"
"OR6W1P","0.644542283660019"
"MOGAT1","0.411074269460385"
"GPR78","0.432920149899106"
"H1-8","2.01717666891719"
"TAAR9","0.383012014924845"
"GNRHR2P1","1.19756106824739"
"MYOZ3","7.94789506013478"
"ASB11","1.55175697827442"
"SDR9C7","0.691355637207503"
"OR5P3","1.6213412405053"
"TRIM40","0.37864222759752"
"CSN1S2AP","0.660567338696694"
"WFDC12","0.273321622588725"
"CRYGN","3.46718981047003"
"STARD6","0.988384390007108"
"C11orf40","0.188887624015123"
"ZBTB7C-AS2","0.218553795863157"
"TAC4","5.42015327134041"
"TIGD1","0.888607427772209"
"DDX46","0.640498167455432"
"KBTBD6","0.486265962961218"
"CDK8","1.82921952979376"
"PTK6","0.140777457020441"
"STK38","1.12202914946836"
"THEM4","0.641510701446538"
"CLSPN","1.3265390618182"
"RBAK","2.55459946299076"
"WDR62","0.499083853816799"
"SLC39A12","4.9684959437022"
"RNF168","2.14037060469845"
"GATA4","1.61161102516454"
"C9orf72","1.62711540794632"
"KCTD18","0.287874349639425"
"ANKLE1","0.287715284283347"
"PELO","0.0846650921734567"
"LACC1","1.01889888040492"
"TEX55","0.470893934019156"
"RANBP3L","0.18642460891958"
"KDM1B","1.55742039559453"
"ATP6V0D2","4.77091497207689"
"RNU6-646P","2.24866876996845"
"DNAH11","0.467668190376625"
"GRIK5","0.702161545920068"
"LRRN4","0.942612017219426"
"ZNF777","1.76516084041693"
"SH2D1B","7.53382751882055"
"SSTR3","1.25856554266508"
"ADAMTS19","0.798515370267122"
"DDX31","0.530829661024463"
"UMODL1","19.8413662538455"
"DST","20.5218201913129"
"ZNF441","0.0397326383203246"
"DCAF4L2","0.0759025933573181"
"STOX1","3.52460426571225"
"CRMA","1.5021243987712"
"KRT78","8.9494833215886"
"ZNF41","1.61927265570329"
"AMMECR1","1.32143124485366"
"OXER1","1.72941956288612"
"LINC00052","0.581141854993445"
"CCDC89","15.658676953121"
"ZNF572","0.670954506292284"
"ADAMTS18","1.15223470115763"
"PCDHAC1","3.31035399785034"
"HIPK4","4.18044258737145"
"FAM124A","1.02299733626769"
"ITIH5","2.76984976213543"
"FANCB","0.62916197462678"
"POMK","1.67565898373232"
"ZNF709","0.439052768357614"
"CCDC57","1.00779026334053"
"SMC1B","25.7636845901802"
"ASB16","0.539456955745082"
"MAGEE2","0.212134610660771"
"ERVV-1","0.282534372298474"
"GAL3ST3","1.19200330659011"
"FLJ30679","2.09141071268355"
"UTS2R","0.737508296197971"
"USH1G","0.49930966058129"
"SLC23A3","5.20949449729528"
"CNOT6LP1","3.81710246112856"
"ZNF718","3.75225134385235"
"SLC36A1","1.34905921514908"
"ZNF560","0.36965693498959"
"RTTN","2.70762647490758"
"PUS10","2.02370254997105"
"UMODL1-AS1","0.688280002203007"
"LMLN","0.564079610839572"
"ZNF555","2.47232840654506"
"NYAP1","1.48728965995977"
"MRGPRX3","13.6551823471798"
"ABCA13","0.12158272708571"
"ADGRG7","0.0300753131749019"
"CSF3R","1.28927491706568"
"CD300LD-AS1","4.94188536718324"
"DGKH","3.79194537768496"
"LINC02910","1.98821185317338"
"SLC5A3","4.83005731081009"
"KIF19","1.15424302944862"
"SLFNL1","0.676737588061542"
"OXGR1","5.7420564737452"
"CDC14C","7.3691536342569"
"SULT1C4","4.3446133448446"
"CATSPER2","0.327055531816987"
"POU5F2","1.49876595277698"
"RXFP2","0.432620705282981"
"SSMEM1","3.615430631593"
"MAB21L3","1.98366238747498"
"BASP1-AS1","0.700079088529516"
"MIER3","2.87310176296038"
"SLC35G6","0.890939062240328"
"UROC1","0.604288586249549"
"PCDH15","0.48210663636046"
"KCNA6","1.68427376391376"
"ERVW-1","0.457041068452894"
"FGF13","3.19646323757321"
"DNAH6","20.269035066923"
"LINC01600","0.55008547008547"
"PNPLA1","0.466375283754648"
"DEPDC4","10.2561859959581"
"ANKRD23","0.232075563430498"
"COX6B2","5.58186949555792"
"EPHA10","0.197749548960235"
"WDR64","1.35074495369736"
"AXDND1","65.9908749261573"
"HEATR9","0.917416642077309"
"LINC01101","0.654948140781681"
"CALHM4","0.529112146667484"
"NPHP3","5.39557894066515"
"CXorf58","1.02256800145586"
"HILPDA-AS1","0.087732952031761"
"CD200R1","3.67257993726361"
"CCDC13","0.238097293844916"
"LINC02210","0.987635175650807"
"MRGPRX1","0.538308303589467"
"RLN3","1.91632736220328"
"CSMD1","21.0841654778887"
"ADAMTS20","0.455466117010365"
"LCAL1","2.81173233436656"
"SLC17A8","1.15145631067961"
"LINC02873","6.78231459931514"
"SATB2-AS1","0.26769997232217"
"RBFOX1","2.54097553915183"
"SLFN13","0.499243383312893"
"CFAP57","1.23307494510032"
"C5orf64","0.874589391491653"
"LY86-AS1","10.2088294259646"
"EDARADD","1.20046929460226"
"C18orf15","0.430577797366896"
"MUC19","1.24345922572137"
"NDUFV1-DT","1.59972564489683"
"FER1L6-AS1","0.586466691873573"
"C1orf127","0.666973064607271"
"CCDC162P","7.64463391439452"
"LINC02880","0.520089262759536"
"LINC00304","34.1297211290314"
"TERB1","1.15955707235631"
"MYO1H","3.93648431219911"
"ASB14","0.133783396091088"
"RPTN","2.19424574270101"
"LINC00269","0.856504071321519"
"CCDC150","1.85606367583213"
"STPG4","1.00160599443987"
"CES5A","1.18948152698896"
"DCAF8L2","0.389716067437433"
"DNAH17","0.193353168190387"
"SLC35G3","5.6173903035025"
"KIRREL3-AS3","1.35898536354353"
"TMEM145","1.54306029762761"
"C15orf32","0.978611391117939"
"TSGA10IP","0.345740624547517"
"LINC00477","0.59701941184992"
"CCDC140","0.219424020677972"
"C17orf78","2.77840786947465"
"TEKT5","0.391204810259225"
"PAX1","0.405293835540635"
"TDH","2.64039821062682"
"LINC00615","0.361102454601416"
"SERPINA9","0.768704939919893"
"FBXL21P","0.0681744656742399"
"PALM2AKAP2","0.994559407473849"
"MRGPRX4","0.130339499972606"
"CPO","1.72411579940292"
"MDS2","1.67087772566668"
"HOXC12","0.288601195491629"
"VNN3P","0.409015661397096"
"COPS9","0.750636773615413"
"FERD3L","3.13583310239042"
"DEFT1P2","2.21112684494309"
"LINC00314","0.166601704644074"
"DEFB104B","1.85730991905728"
"NLRP14","4.58371118252519"
"DGKB","0.586726137675944"
"NLRP13","3.38357280678072"
"NLRP8","0.261497072796199"
"NLRP9","1.44226557633964"
"TAF5","1.41818385120948"
"TAS1R2","10.9559881242661"
"PCSK6","0.455415869024829"
"ZNF341","2.01867980350177"
"JPH1","0.421184758175225"
"NLRP10","1.11551039029334"
"KRT73","0.175421889985512"
"MT-CO1","0.895728806932951"
"KRT74","2.10684765584212"
"SLC29A2","0.287355789313789"
"LMX1A","0.939783504708806"
"GPR101","3.27326059332937"
"VN1R2","0.109141098910742"
"VN1R5","0.121199837109433"
"MT-ND1","1.056433091857"
"TAAR8","0.222512122942978"
"TAS2R39","0.886075620278932"
"TAS2R38","1.29536093267924"
"TAS2R40","0.207225522902766"
"TAS2R41","1.33505663640541"
"TMEM171","0.187147058661237"
"VN1R6P","5.38938870524068"
"TAS2R50","9.87895037754076"
"MACROD2","0.0454100718185419"
"DDAH1","3.34028202820282"
"MT-TD","0.861927104583163"
"H1-6","0.0936992079667707"
"IFNE","1.66995253530069"
"MT-ND6","1.28231312979395"
"FBXL19-AS1","1.64345365386033"
"POLE4","1.7463738002282"
"MT-ATP6","1.10429942137259"
"FAM27E3","2.33417769166214"
"SYCP3","1.06171708123751"
"TMIE","0.124591710445462"
"MUCL1","2.23227657044287"
"LINC00189","3.59744658836861"
"ZNF354B","1.9759273273379"
"LINC01198","5.83983277015028"
"TRIM43CP","3.59321900069484"
"TRIM42","0.227250538484019"
"FSIP1","1.34725721375237"
"FAM98B","0.302473074110652"
"CABCOCO1","0.365817513454215"
"SLC9B1P1","16.4881701331366"
"WEE2-AS1","13.2573601876657"
"DYNLT5","0.281413846834137"
"TMCO5A","4.59715967600633"
"XKR6","17.5676346724983"
"TSGA13","0.411592948842817"
"C9orf163","1.0131543670225"
"CCDC141","0.0937525648469299"
"HDX","2.3097661400384"
"CDYL2","1.76441400571199"
"SYT14","0.0459738164512373"
"TECTB","1.85046472757502"
"VWA3A","1.21054854548334"
"LINC00896","1.052283810235"
"HUS1B","0.194714339800356"
"NPB","0.437559367002271"
"STK35","1.52809349010986"
"LRRIQ3","11.5700596164172"
"TIPRL","0.746111952232645"
"ITGB1P1","1.38636982294786"
"PRF1","0.584086082463953"
"FBXL14","1.55562813090955"
"PPIL6","0.735889007390542"
"SGO1","0.915860281430031"
"CBR4","1.23024581655335"
"CCSAP","1.82004382574833"
"DUSP18","2.22442642627481"
"ZNF697","5.31700881631068"
"HTRA4","0.626887853676286"
"LINC00525","0.0882359026621426"
"PRPF38A","1.38213654518417"
"FAM218A","2.73840237602101"
"KCTD7","1.67733871091886"
"ZNF548","2.17421385382998"
"AMER2","3.98236663584819"
"RNF152","0.412438390788458"
"ADGRG3","1.74860651749475"
"ZNF644","1.65511003804395"
"TBC1D32","0.781153496010425"
"LRRC43","3.47238050249476"
"ZFC3H1","8.6834820778171"
"ICMT-DT","0.278308179874919"
"METTL21A","5.71897003403048"
"OTOGL","1.94350359398824"
"SPATA25","1.21123458162018"
"GLIS3-AS1","0.943089911491109"
"MCM9","1.00364221325159"
"PRR14L","3.37595124648233"
"KLHL32","1.14972480354247"
"SLAMF9","0.18156293980132"
"GK5","1.66027094954944"
"GOLGA4-AS1","0.687137352847113"
"UBE2U","0.544797478042382"
"METTL27","1.63356597541334"
"LINC00638","2.21082869289264"
"ZC3HAV1L","5.96293452720066"
"KCNJ5-AS1","0.816368216445258"
"KIAA1109","6.49236326514586"
"STOML3","1.6133157961896"
"FBXL13","1.28425229741019"
"FAM227B","13.4831237273645"
"DTD2","0.66042717066659"
"SOX3","1.66967384095398"
"SPATA32","1.88983836342217"
"C3orf49","1.3096532452018"
"NKX2-3","1.62900099834935"
"TMEM252","0.110306334569434"
"CIP2A","1.35787181688632"
"FAM222A-AS1","0.318366176862048"
"TLE6","0.979071224161437"
"RTP1","2.76129091396736"
"PRR35","7.52442196073456"
"NXPE1","1.02084671908038"
"CYP1B1-AS1","0.262282888772248"
"MAGEA2B","11.2089778605293"
"LINC00315","3.04467375076842"
"COL6A5","0.0916352420518482"
"PGAM5","0.66670208263927"
"C4orf45","0.548672874575002"
"CCDC149","19.6920630065759"
"BEND2","0.840930633245726"
"C10orf67","1.00142249929158"
"CBY2","1.76271707550596"
"CCDC26","0.474329064360878"
"SPIC","0.869626324048646"
"IGSF22","0.308004116522798"
"ZBTB3","1.38544965073944"
"DCST1","0.769635642960591"
"WDFY4","1.79704108228869"
"GPR26","13.5410768278242"
"CSNK1G2-AS1","6.21600161470909"
"NATD1","0.450538604703626"
"KLHL34","1.23412776296797"
"ZSCAN10","14.9605938367588"
"SAMD3","0.153721573049405"
"GOT1L1","0.125546709810364"
"LINC02870","0.838833976393512"
"RBM48","3.02652632869115"
"LINC00504","3.92597877703774"
"ZNF99","0.0241141776996265"
"SIGLECL1","0.0851464940560984"
"LDHAL6A","0.59823565774735"
"MRGPRX2","1.9419926098728"
"NTN5","1.61121077002556"
"KLF17","0.77863183810436"
"CCDC105","0.495341262503152"
"C11orf42","4.34502000218322"
"ZNF486","2.05580693815988"
"EXD1","7.11573451467447"
"NBPF4","1.06943509634198"
"ZNF663P","2.25789920626204"
"LINC00955","2.89263246258246"
"LINC01517","1.19350000373106"
"PIKFYVE","0.605458226152605"
"LINC00479","0.824342933934147"
"LINC02907","1.71851859882694"
"SLC22A24","3.37461221537472"
"FMO9P","5.16801086855326"
"C7orf33","0.112344386271088"
"ACER1","0.999218003884495"
"OSTCP1","1.10310105661387"
"LINC00305","0.0387441320097099"
"BFSP2-AS1","1.72647217256212"
"STK32A","0.166580780137076"
"LRRC28","1.75749909057839"
"GPHB5","1.16432113433402"
"DCD","0.568233333833706"
"ALG14","1.3488892715688"
"TMEM237","1.35258221091567"
"ZNF564","1.83756241099875"
"SNX21","0.592598719604046"
"ADAT3","1.47769821901603"
"SPINK6","0.368585949687044"
"BORCS8","1.00531885672049"
"ZNF121","0.698084724669069"
"RAB7B","0.733337785098458"
"ATP6V1C2","0.181038664861554"
"BRICD5","1.37861230694187"
"NT5E","0.0496857935450002"
"DMRTC1B","1.06700023576874"
"TRIM37","1.15606428775397"
"LLGL2","4.01184493457025"
"OSMR","4.93237891192452"
"RSPO2","0.552018611206996"
"SNRNP35","1.82516054336648"
"GPNMB","2.22732270979265"
"TTC37","1.84846785248004"
"ARSB","1.39085151240591"
"FRMD4A","0.155924209464359"
"ZBTB24","1.24098250884177"
"DGLUCY","1.2633911140906"
"TMEM239","0.687666047098545"
"ZNF670","2.66200857089622"
"MRAP","47.0142069039394"
"ZNF24","3.05242328960208"
"TXNDC9","1.66502633247794"
"DCAF8","0.618042632702868"
"CNOT1","1.88891100591101"
"SPTLC1","1.43590017965859"
"ASH1L-AS1","0.563311680922056"
"SETMAR","1.00808077549638"
"C8orf76","1.52115571907802"
"KICS2","0.81256615719444"
"EPHA8","3.10995537751243"
"TMEM53","0.637229763284225"
"NOL9","0.661224229329906"
"DDX51","1.02048383556489"
"TUBGCP3","2.20405526724912"
"SNAPC5","0.813094033224007"
"MIR31HG","1.42039508888757"
"TMEM185A","1.34628562338632"
"NBEAL1","0.60797293251662"
"ULK2","0.120920723070891"
"PARP11","2.84220379906815"
"CCDC60","0.922616393643489"
"USB1","0.717193066730715"
"HSD17B12","0.645066316704694"
"NLGN4Y","0.17146298856297"
"ADIG","0.316259141196325"
"SUGT1P3","18.8026054594198"
"PPP1R21","1.26807415949614"
"SLC33A1","3.40044978957361"
"OGDH","0.842428261167204"
"PHF21A","1.34926886594477"
"GDAP2","1.35524761564059"
"WFDC8","35.7394238851462"
"ZMYND11","1.41062027164536"
"ZNF446","7.77040007952496"
"SLC25A27","11.5078018888784"
"MBLAC1","1.10027653364725"
"ZMYM3","0.476180995786199"
"CD300LB","2.32458045287465"
"C3orf33","2.51856354575514"
"SLURP2","3.24829479476692"
"TRIM74","0.0445307116049162"
"POU2AF2","0.2915625623794"
"TRMT44","0.78421555340125"
"C5orf46","1.18582831320665"
"IZUMO1","16.1647097688888"
"SH3YL1","0.234698343010905"
"PTPRO","5.59042794676352"
"CABP4","5.33904258443466"
"GRIK1-AS1","0.0976078768791195"
"ZCCHC13","3.34073947886349"
"KCNS2","3.51618152029984"
"LINC01869","0.942226304688032"
"LINC02712","0.436016440457532"
"BAALC-AS2","3.44453921449169"
"C1QTNF9","0.801231834490498"
"KATNAL2","1.80126498803845"
"PTGR3","0.594394513408882"
"ITGAL","0.778721719662911"
"C1orf210","0.54832641007623"
"CERS3","10.4245429894112"
"MORN1","13.4906946337664"
"TRMT2B","0.5870280355477"
"C9orf43","0.529315285973606"
"NOCT","1.34438537504181"
"FHIP2A","2.05258220070388"
"UHRF1BP1L","2.01509461144478"
"WDR49","3.98589946429067"
"NPAS4","1.89490496007198"
"SVOPL","1.12122837010074"
"LHFPL3-AS1","0.203135102926552"
"LIF-AS2","0.951986094122191"
"ITPKB","1.92166526541617"
"PGLS","0.592567868950179"
"NFS1","1.49403541343383"
"HDAC4","0.281073735623129"
"DYNC2LI1","0.446702586066826"
"DOCK2","1.70885476082239"
"STXBP4","2.44233378561737"
"LRRC18","1.66613351745457"
"SLCO4A1-AS1","0.682771106621518"
"CYTH4","1.00062778483823"
"COG3","5.9198617221873"
"HELQ","1.00225374657217"
"CDKN2AIPNL","0.993681814277124"
"SIAE","0.988964828251342"
"FCHSD2","1.71314789251744"
"BTG4","0.0208587386230959"
"PPP2R5C","3.33978748407122"
"CALHM1","1.03402908871604"
"NT5C1B","0.447351731969057"
"NR1H4","1.6080403827682"
"HACD1","0.253423466141819"
"CNTNAP4","3.40938356020429"
"NEK11","1.52876137626716"
"LINC00656","0.193137105300446"
"TRAM2","1.47456424766844"
"PADI2","5.62339468230209"
"CST9","0.38661977556433"
"AZIN2","0.216125024379321"
"UEVLD","1.93599052212914"
"LYG2","2.39318968285113"
"DYNLT2","2.7438431937407"
"LINC00161","5.97660949745978"
"RCC1L","1.014731837727"
"CTNNB1","1.74133965177573"
"OSGIN2","1.59266820956363"
"TAF5L","0.705765155918918"
"APH1A","1.46742292291394"
"DMWD","1.60926132772887"
"SMIM11","0.439094674911449"
"REG4","0.280578814787712"
"KIAA0513","9.93245752937267"
"BEST1","4.2929995062755"
"SLC35F6","1.02202880295848"
"JPX","2.04205579521812"
"HILPDA","0.601648575592864"
"CFHR3","1.6783214628977"
"KRBOX4","1.40895484702607"
"ZBTB44","0.654271081193444"
"ANKRD13C","1.67715568884283"
"SRGAP1","28.1333507286862"
"ZNF808","0.958785823863359"
"HEATR3","0.650251381162662"
"SAR1B","1.82037456360235"
"TMEM37","1.45245048297017"
"ATF6B","1.15569464372465"
"CEP70","7.26256079603766"
"THADA","0.0685292397181266"
"MTHFSD","4.87919322291263"
"RAD51B","16.302258158238"
"OSCAR","0.718767004810898"
"PIK3AP1","1.6438325913363"
"MINDY3","2.27264147566218"
"RNA5SP530","0.866280345162236"
"ZNF778-DT","0.858669522466833"
"OLFM3","0.0472529868489853"
"VSTM2A","2.30225066340515"
"C2","1.01390432210116"
"DPYD","0.340282748501927"
"RHOF","0.787736898604469"
"GPRIN2","0.429130699598849"
"SLC25A48","1.00544209725554"
"APOBEC4","2.19315032917048"
"WDR20","2.58732797889371"
"CFAP97","1.19721194354186"
"ATP11B","0.421263756945053"
"GPR62","1.2236838824947"
"DYNLRB1","0.829197404947777"
"BPNT1","0.865791211464717"
"PSMD10","2.13665769136623"
"MYO18B","1.49214530306774"
"ETFBKMT","0.160363806216786"
"RHOBTB2","0.649429688575152"
"TTC30B","0.704399891239492"
"LENG9","0.121277119267058"
"SLC1A6","0.244432975636357"
"SYMPK","1.01809276108312"
"LMNA","0.978609562412763"
"NKAIN2","0.988371207617694"
"MBTPS2","0.478054417168568"
"CEP120","2.80879973339008"
"CNKSR2","0.417047597700603"
"LIPT2-AS1","0.679194073172445"
"PTBP2","3.36905219956394"
